,ID_compound,SMILES,Common Name,Biological Activity,Pathogen,Category,IC50 (µM),IC50(µg/ml),% Inhibition,Tested at [C],Molecular Weight,Formula,Reference,PUBCHEM_CID
3533,3534,CN(C)C1=CC=C(C=C1)C(=S)NCC2=CC=CO2,,Inactive,Leishmania,Extracellular,,,4.37,83.3 µM,260.36,C14H16N2OS,AID_1063,1519926.0
3534,3535,C1=CC=C2C(=C1)C=CC3=C2C(=CO3)CC(=O)NCC4=CC=CS4,,Inactive,Leishmania,Extracellular,,,-5.71,83.3 µM,321.4,C19H15NO2S,AID_1063,2117229.0
3535,3536,CC1=CC(=NC2=NN=C(N12)SCC3=NN=C(O3)C4=CC(=C(C(=C4)OC)OC)OC)C,,Inactive,Leishmania,Extracellular,,,-2.64,83.3 µM,428.47,C19H20N6O4S,AID_1063,2082985.0
3536,3537,C1CC2=CC=CC=C2/C(=N/NC(=O)COC3=CC=CC=C3F)/C1,,Inactive,Leishmania,Extracellular,,,5.24,83.3 µM,312.34,C18H17FN2O2,AID_1063,9659393.0
3537,3538,CC1=CC(=NO1)NC(=O)C2C3C(=O)N(C(C34C=CC2(O4)C)C(=O)NCC5=CC=CC=C5)CC6=CC=C(C=C6)Cl,,Inactive,Leishmania,Extracellular,,,-4.81,83.3 µM,547.01,C29H27ClN4O5,AID_1063,3220154.0
3538,3539,COC1=CC=C(C=C1)N(CC(=O)N/N=C/C2=CC=CS2)S(=O)(=O)C3=CC=CC=C3,,Inactive,Leishmania,Extracellular,,,27.18,83.3 µM,429.52,C20H19N3O4S2,AID_1063,5334442.0
3539,3540,CSC1=NN2C(=C(C=NC2=N1)C(=O)O)N,,Inactive,Leishmania,Extracellular,,,-2.84,83.3 µM,225.23,C7H7N5O2S,AID_1063,2774833.0
3540,3541,CCOC(=O)N1CCN(CC1)C(=O)CN(C2=CC=C(C=C2)C)S(=O)(=O)C3=C(ON=C3C)C,,Inactive,Leishmania,Extracellular,,,-6.77,83.3 µM,464.54,C21H28N4O6S,AID_1063,3235694.0
3541,3542,CCOC(=O)C1=C(N(C2=C1C=C(C=C2)OC(=O)C3=CC=C(C=C3)N4C(=O)CCC4=O)C)C,,Inactive,Leishmania,Extracellular,,,30.51,83.3 µM,434.45,C24H22N2O6,AID_1063,1084360.0
3542,3543,CC1=CC=C(C=C1)S(=O)(=O)NCC(=O)OCC(=O)C2=CC=C(C=C2)OC,,Inactive,Leishmania,Extracellular,,,-7.13,83.3 µM,377.42,C18H19NO6S,AID_1063,2363440.0
3543,3544,CC1=CC(=CC=C1)C(=O)NCC(=O)OCC(=O)N2CC3(CC2CC(C3)(C)C)C,,Inactive,Leishmania,Extracellular,,,43.93,83.3 µM,386.49,C22H30N2O4,AID_1063,5080646.0
3544,3545,C1=CC=C2C(=C1)N(C(=O)C=[N+]2[O-])OCC3=CC=CC=N3,,Inactive,Leishmania,Extracellular,,,-4.08,83.3 µM,269.26,C14H11N3O3,AID_1063,976766.0
3545,3546,CC1=CC(=CC=C1)N2C3=NC(=NC(=C3NC2=O)C(=O)N)C4=CC=CC=C4OC,,Inactive,Leishmania,Extracellular,,,39.77,83.3 µM,375.39,C20H17N5O3,AID_1063,3239826.0
3546,3547,C1COCCN1C2=NN=C(N2C3=CC=CC=C3)C4=CC=NC=C4,,Inactive,Leishmania,Extracellular,,,-4.37,83.3 µM,307.36,C17H17N5O,AID_1063,2324392.0
3547,3548,COCCN1C(=NN=C1SCC#N)C2=CC=CC=C2,,Inactive,Leishmania,Extracellular,,,-7.51,83.3 µM,274.35,C13H14N4OS,AID_1063,649871.0
3548,3549,CN(CC1=CC(=C(C=C1)OC(F)F)OC)CC2=CC(=O)N3C=CSC3=N2,,Inactive,Leishmania,Extracellular,,,2.12,83.3 µM,381.4,C17H17F2N3O3S,AID_1063,2502748.0
3549,3550,CC1=CC(=CC=C1)NC2=NC(=C(C(=N2)N3CCOCC3)[N+](=O)[O-])N,,Inactive,Leishmania,Extracellular,,,-8.15,83.3 µM,330.35,C15H18N6O3,AID_1063,4207425.0
3550,3551,COC1=CC(=C(C=C1)C2=C(C=NN2)C3=CSC=N3)O,,Inactive,Leishmania,Extracellular,,,-0.2,83.3 µM,273.32,C13H11N3O2S,AID_1063,728350.0
3551,3552,CC1=CC(=NC=C1)NC(=O)C(CC2=CC=CC=C2)NS(=O)(=O)C3=CC4=C(C=C3)N(CC4)C(=O)C,,Inactive,Leishmania,Extracellular,,,7.63,83.3 µM,478.57,C25H26N4O4S,AID_1063,9551144.0
3552,3553,CCC1=CC=C(O1)CCC(=O)NC2=CC=C(C=C2)S(=O)(=O)N,,Inactive,Leishmania,Extracellular,,,-8.38,83.3 µM,322.39,C15H18N2O4S,AID_1063,829894.0
3553,3554,COC1=CC=CC=C1N2CCN(CC2)C(=O)CSC3=CC=CC=C3,,Inactive,Leishmania,Extracellular,,,2.74,83.3 µM,342.46,C19H22N2O2S,AID_1063,801394.0
3554,3555,COC(=O)C1=CC2=C(N1CC(=O)NCC3CCCO3)SC=C2,,Inactive,Leishmania,Extracellular,,,-4.38,83.3 µM,322.39,C15H18N2O4S,AID_1063,3241457.0
3555,3556,C1=CC(=CC(=C1)Br)NC(=O)NCCCl,,Inactive,Leishmania,Extracellular,,,0.97,83.3 µM,277.55,C9H10BrClN2O,AID_1063,3089070.0
3556,3557,C1=CC(=CC=C1/C=N\NC2=NC3=C(C(=O)NC(=O)N3)N=N2)O,,Inactive,Leishmania,Extracellular,,,2.52,83.3 µM,299.25,C12H9N7O3,AID_1063,135438799.0
3557,3558,CCN1C2=CC=CC=C2C(=C1OCC)/C=C(/C#N)\C(=O)OCC,,Inactive,Leishmania,Extracellular,,,1.13,83.3 µM,312.37,C18H20N2O3,AID_1063,760039.0
3558,3559,CC1=CC=CC=C1C(=O)NC(CC(C)C)C(=O)NC2=CC(=C(C=C2)F)[N+](=O)[O-],,Inactive,Leishmania,Extracellular,,,41.54,83.3 µM,387.41,C20H22FN3O4,AID_1063,4792992.0
3559,3560,COC1=CC2=C(C=C1)N(C3=NC4=CC=CC=C4N=C23)CCN5C6=CC=CC=C6OC5=O,,Inactive,Leishmania,Extracellular,,,9.51,83.3 µM,410.43,C24H18N4O3,AID_1063,1873012.0
3560,3561,CC1=CC=C(C=C1)S(=O)(=O)C2=CN(C3=CC4=C(C=C3C2=O)OCO4)CC5=CC=C(C=C5)F,,Inactive,Leishmania,Extracellular,,,12.91,83.3 µM,451.48,C24H18FNO5S,AID_1063,2141277.0
3561,3562,CC(=O)N1CCOCCN(CCOCCOCC1)C(=O)C,,Inactive,Leishmania,Extracellular,,,0.65,83.3 µM,302.37,C14H26N2O5,AID_1063,3090865.0
3562,3563,COC1=CC=CC=C1CNC(=O)COC(=O)CC2=C(C=CC=C2Cl)F,,Inactive,Leishmania,Extracellular,,,1.53,83.3 µM,365.79,C18H17ClFNO4,AID_1063,2120010.0
3563,3564,C1OC2=C(O1)C=C(C=C2)/C=C(\C(=O)NCCO)/NC(=O)C3=CC=C(C=C3)Br,,Inactive,Leishmania,Extracellular,,,46.24,83.3 µM,433.26,C19H17BrN2O5,AID_1063,1917734.0
3564,3565,CC1=CC(=NC(=N1)NC2=NNC(=N2)COC3=CC=CC=C3)C,,Inactive,Leishmania,Extracellular,,,-8.13,83.3 µM,296.33,C15H16N6O,AID_1063,935375.0
3565,3566,C1CN(CCN1C(=O)COC2=CC=C(C=C2)C3=NN=CO3)S(=O)(=O)C4=CC5=CC=CC=C5C=C4,,Inactive,Leishmania,Extracellular,,,-5.01,83.3 µM,478.53,C24H22N4O5S,AID_1063,2108611.0
3566,3567,CCC1=C(N=C2C=C3C(=CC2=C1)OCCO3)SCC(=O)OC(C)C,,Inactive,Leishmania,Extracellular,,,-2.32,83.3 µM,347.44,C18H21NO4S,AID_1063,3208318.0
3567,3568,CCN(CC(=O)NCC1=CC=C(C=C1)F)C(=O)/C=C/C2=CC=CO2,,Inactive,Leishmania,Extracellular,,,3.25,83.3 µM,330.36,C18H19FN2O3,AID_1063,2579466.0
3568,3569,CC1=C(SC2=C1C(=O)N(C(=N2)SCC=C)CC=C)C,,Inactive,Leishmania,Extracellular,,,0.11,83.3 µM,292.43,C14H16N2OS2,AID_1063,3122912.0
3569,3570,CC1=CC2=C(C=C1)C(=CC(=O)O2)CSC3=NN=C(N3N)C4CC4,,Inactive,Leishmania,Extracellular,,,14.47,83.3 µM,328.4,C16H16N4O2S,AID_1063,2601751.0
3570,3571,CC1=C(C=C(C=C1)NC(=O)C2=C(N=C(S2)Cl)C3=CC=CC=C3)C,,Inactive,Leishmania,Extracellular,,,-2.13,83.3 µM,342.85,C18H15ClN2OS,AID_1063,850692.0
3571,3572,CN1C=C(C(=O)N(C1=O)C)S(=O)(=O)NCC2=CC=CO2,,Inactive,Leishmania,Extracellular,,,-2.45,83.3 µM,299.31,C11H13N3O5S,AID_1063,5310057.0
3572,3573,C=CCSC1=NC(=C(C=C1C#N)C(=O)NC2=CC=CC=C2)N,,Inactive,Leishmania,Extracellular,,,9.96,83.3 µM,310.38,C16H14N4OS,AID_1063,2197499.0
3573,3574,CCOC(=O)C1=C(N(C(=S)S1)C2=CC(=C(C=C2)F)F)N,,Inactive,Leishmania,Extracellular,,,36.53,83.3 µM,316.35,C12H10F2N2O2S2,AID_1063,3240779.0
3574,3575,CC1=NN(C(=C1)NC(=O)CSC2=C(C=CC(=C2)Cl)Cl)C3=CC=CC=C3,,Inactive,Leishmania,Extracellular,,,8.48,83.3 µM,392.31,C18H15Cl2N3OS,AID_1063,2567565.0
3575,3576,CC1=NC2=CC=CC=C2C(=O)N1C3=CC=CC=C3[N+](=O)[O-],,Inactive,Leishmania,Extracellular,,,4.03,83.3 µM,281.27,C15H11N3O3,AID_1063,63364.0
3576,3577,COC1=CC=C(C=C1)NC2=NC(=NC(=N2)NCC3=CC=CO3)N/N=C/C4=CC=CC=C4Cl,,Inactive,Leishmania,Extracellular,,,9.55,83.3 µM,449.9,C22H20ClN7O2,AID_1063,5334706.0
3577,3578,C1CCC2(CC1)C(=NC3=CC=C(C=C3)Cl)N=C(N2C4=CC=CC(=C4)C(=O)O)SCC(=O)O,,Inactive,Leishmania,Extracellular,,,45.53,83.3 µM,471.97,C23H22ClN3O4S,AID_1063,1818119.0
3578,3579,COC1=CC=C(C=C1)CN(C2=CC=CC=C2C(=O)O)C(=O)CO/N=C/C3=CC=CC=C3,,Inactive,Leishmania,Extracellular,,,-4.04,83.3 µM,418.45,C24H22N2O5,AID_1063,6899248.0
3579,3580,CC1=CC2=C(C=C1)NC3=C2N=CN(C3=O)CCCN4CCOCC4,,Inactive,Leishmania,Extracellular,,,-2.28,83.3 µM,326.4,C18H22N4O2,AID_1063,658903.0
3580,3581,COC1=CC=CC=C1N2CCN(CC2)S(=O)(=O)/C=C/C3=CC=CC=C3,,Inactive,Leishmania,Extracellular,,,3.37,83.3 µM,358.46,C19H22N2O3S,AID_1063,1417541.0
3581,3582,CN1C2=CC=CC=C2C(=C1O)C(=C3N=C4C=CC=CC4=N3)C#N,,Inactive,Leishmania,Extracellular,,,-2.53,83.3 µM,300.32,C18H12N4O,AID_1063,135421104.0
3582,3583,CC1(C(OC(=O)C(C1=O)(C)C)/C=C\C2=CC(=CC=C2)[N+](=O)[O-])C,,Inactive,Leishmania,Extracellular,,,0.79,83.3 µM,317.34,C17H19NO5,AID_1063,5738567.0
3583,3584,COC1=C(C=C(C=C1)CC2=NOC(=N2)CN3CCC(CC3)C4=CC=NC=C4)OC,,Inactive,Leishmania,Extracellular,,,11.91,83.3 µM,394.48,C22H26N4O3,AID_1063,16188654.0
3584,3585,CN1C2=C(N=C1OC3=CC4=C(C=C3)OCO4)N(C(=O)N(C2=O)CC5=CC=CC=C5)C,,Inactive,Leishmania,Extracellular,,,-1.47,83.3 µM,406.4,C21H18N4O5,AID_1063,3707719.0
3585,3586,CC1(CC(CCO1)N(CC2=CC=CS2)C(=O)C3=CC=CO3)C,,Inactive,Leishmania,Extracellular,,,3.1,83.3 µM,319.43,C17H21NO3S,AID_1063,2965347.0
3586,3587,C1CCC2=NN=C(N2CC1)C(CC3=CNC4=CC=CC=C43)NC(=O)C5=CC=C(C=C5)Cl,,Inactive,Leishmania,Extracellular,,,-4.51,83.3 µM,433.94,C24H24ClN5O,AID_1063,4249305.0
3587,3588,CC1=CC2=C(C=C1S(=O)(=O)NC3=C(C(=CC=C3)F)C)NC(=O)CO2,,Inactive,Leishmania,Extracellular,,,2.2,83.3 µM,350.37,C16H15FN2O4S,AID_1063,5295636.0
3588,3589,COC1=CC=CC(=C1)/C=C/C(=O)OCC(=O)NCC2=CC=CO2,,Inactive,Leishmania,Extracellular,,,-3.75,83.3 µM,315.32,C17H17NO5,AID_1063,2346338.0
3589,3590,C1CCN(C1)C(=O)C2CCN(CC2)S(=O)(=O)C3=CC=CC4=C3N=CC=C4,,Inactive,Leishmania,Extracellular,,,-6.73,83.3 µM,373.48,C19H23N3O3S,AID_1063,5307149.0
3590,3591,CC1=C(C2=C(N1C3=CC=CC=C3)C(=O)N(C=N2)CC#N)C#N,,Inactive,Leishmania,Extracellular,,,-2.87,83.3 µM,289.3,C16H11N5O,AID_1063,948293.0
3591,3592,CN1C(=C(C=N1)Cl)C(=O)NC2=CC(=CC=C2)Cl,,Inactive,Leishmania,Extracellular,,,3.34,83.3 µM,270.12,C11H9Cl2N3O,AID_1063,903329.0
3592,3593,COC1=C2C=C(C(=O)NC2=C(C=C1)OC)CCNC(=O)C3CCCCC3,,Inactive,Leishmania,Extracellular,,,6.22,83.3 µM,358.44,C20H26N2O4,AID_1063,3238850.0
3593,3594,C1CN(C(=N1)SCC2=CN=CC=C2)C(=O)C3=CC=CC=C3F,,Inactive,Leishmania,Extracellular,,,-3.1,83.3 µM,315.37,C16H14FN3OS,AID_1063,5199976.0
3594,3595,CC1C(=O)N(C2=C(O1)C=CC(=C2)C)CC3=CC4=C(C=C3)OCO4,,Inactive,Leishmania,Extracellular,,,1.83,83.3 µM,311.34,C18H17NO4,AID_1063,647374.0
3595,3596,COC1=CC=C(C=C1)/C=C(/C(=O)NC(CCSC)C(=O)O)\NC(=O)C2=CC=C(C=C2)OC,,Inactive,Leishmania,Extracellular,,,-3.22,83.3 µM,458.54,C23H26N2O6S,AID_1063,6013730.0
3596,3597,CN(C)S(=O)(=O)N(CC(=O)NCCSCC1=CC=CC=C1)C2=CC=CC=C2,,Inactive,Leishmania,Extracellular,,,1.25,83.3 µM,407.56,C19H25N3O3S2,AID_1063,2223138.0
3597,3598,COC1=CC=CC(=C1)N2C(=O)C3=CC=CC=C3N=C2SCC4=CC=C(O4)C(=O)OC,,Inactive,Leishmania,Extracellular,,,46.8,83.3 µM,422.46,C22H18N2O5S,AID_1063,2595628.0
3598,3599,CCC1=CC=C(O1)CCC(=O)NC2=CC(=C(C=C2)C)C,,Inactive,Leishmania,Extracellular,,,-5.6,83.3 µM,271.36,C17H21NO2,AID_1063,938834.0
3599,3600,CC1=CC=C(C=C1)CN2CCN(CC2CCO)CC3=CC(=C(C=C3)O)OC,,Inactive,Leishmania,Extracellular,,,5.38,83.3 µM,370.49,C22H30N2O3,AID_1063,16191971.0
3600,3601,CC(CC1=CC=CS1)NC(=S)NC2=CC=C(C=C2)OC,,Inactive,Leishmania,Extracellular,,,2.05,83.3 µM,306.46,C15H18N2OS2,AID_1063,4567653.0
3601,3602,CC(=O)NC1=CC=C(C=C1)S(=O)(=O)N2CCOCC2,,Inactive,Leishmania,Extracellular,,,-2.57,83.3 µM,284.34,C12H16N2O4S,AID_1063,88976.0
3602,3603,C1=CC=C2C(=C1)C(=NC=N2)NCC3=CC=CO3.Cl,,Inactive,Leishmania,Extracellular,,,32.34,83.3 µM,261.71,C13H12ClN3O,AID_1063,2789307.0
3603,3604,CC(C1=CC=NN1)OC2=CC=CC=C2,,Inactive,Leishmania,Extracellular,,,-3.87,83.3 µM,188.23,C11H12N2O,AID_1063,4364910.0
3604,3605,C1CN(CCN1CC2=CC=CC=C2)C(=O)C34CC5CC(C3)CC(C5)C4.Cl,,Inactive,Leishmania,Extracellular,,,-0.96,83.3 µM,374.96,C22H31ClN2O,AID_1063,6602896.0
3605,3606,CC1=CC=C(C=C1)CCNC(=O)C2CC(=O)N(C2)CC3=CC=C(C=C3)OC,,Inactive,Leishmania,Extracellular,,,-0.37,83.3 µM,366.46,C22H26N2O3,AID_1063,4229957.0
3606,3607,CC1=CC2=NC(=C(N2C=C1)CNCCN3C(=CC(=N3)C)C)C(=O)N4CCCCCC4,,Inactive,Leishmania,Extracellular,,,-0.71,83.3 µM,408.55,C23H32N6O,AID_1063,16190393.0
3607,3608,CCCC1=NN=C(N1N)SCC2=CC=C(O2)C(=O)OC,,Inactive,Leishmania,Extracellular,,,0.17,83.3 µM,296.35,C12H16N4O3S,AID_1063,895359.0
3608,3609,COC1=CC=C(C=C1)C(=O)N2CCC(CC2)C(=O)NC3=CC=CC=C3OC,,Inactive,Leishmania,Extracellular,,,-6.41,83.3 µM,368.43,C21H24N2O4,AID_1063,3236638.0
3609,3610,CC1=CC=C(C=C1)C2=C(C(=NC(=N2)SC)Cl)C#N,,Inactive,Leishmania,Extracellular,,,-1.83,83.3 µM,275.76,C13H10ClN3S,AID_1063,1475543.0
3610,3611,CCCCCCCCCC(=O)N/N=C/C1=CC=C(S1)C,,Inactive,Leishmania,Extracellular,,,-5.52,83.3 µM,294.46,C16H26N2OS,AID_1063,6872970.0
3611,3612,C1=CC=C(C=C1)OCCSC2=NC3=CC=CC=C3C(=O)N2,,Inactive,Leishmania,Extracellular,,,-3.78,83.3 µM,298.37,C16H14N2O2S,AID_1063,135417113.0
3612,3613,C1=CC=C(C=C1)CN2C=CC=C(C2=O)C3=NN=C(O3)SCC4=C(C=C(C=C4)Cl)Cl,,Inactive,Leishmania,Extracellular,,,4.18,83.3 µM,444.34,C21H15Cl2N3O2S,AID_1063,2764921.0
3613,3614,CC1=CC=C(C=C1)CCN2CC(CC2=O)C(=O)NCC3=CC=CO3,,Inactive,Leishmania,Extracellular,,,-7.68,83.3 µM,326.4,C19H22N2O3,AID_1063,3242986.0
3614,3615,COC1=CC(=CC(=C1O)[N+](=O)[O-])/C=N/NC(=O)C(CC2=CNC3=CC=CC=C32)NC(=O)OCC4=CC=CC=C4,,Inactive,Leishmania,Extracellular,,,21.1,83.3 µM,531.52,C27H25N5O7,AID_1063,135464707.0
3615,3616,CN(C)C1=CC=C(C=C1)NC(=O)C2=NSN=C2,,Inactive,Leishmania,Extracellular,,,3.87,83.3 µM,248.31,C11H12N4OS,AID_1063,900724.0
3616,3617,C1CCC(CC1)NC(=O)COC(=O)C2=CC(=C(C=C2)Cl)S(=O)(=O)N3CCCC3,,Inactive,Leishmania,Extracellular,,,-4.37,83.3 µM,428.94,C19H25ClN2O5S,AID_1063,2433528.0
3617,3618,CC1=CC=C(O1)C2=C(N3C=CN=CC3=N2)NC4=CC=CC=C4,,Inactive,Leishmania,Extracellular,,,1.54,83.3 µM,290.33,C17H14N4O,AID_1063,5308934.0
3618,3619,CC1=CC2=C(C=C1)C=C(C(=O)N2)CN(CC3=CC=CO3)C(=O)C4=CC=CS4,,Inactive,Leishmania,Extracellular,,,3.78,83.3 µM,378.45,C21H18N2O3S,AID_1063,666723.0
3619,3620,CC1=C(N=C(O1)C2=CC(=CC=C2)Cl)CN3CCCC(C3)C(=O)NCC4=CC=CO4,,Inactive,Leishmania,Extracellular,,,14.51,83.3 µM,413.9,C22H24ClN3O3,AID_1063,3242622.0
3620,3621,CC(C)(C)N(C(=O)C1=CC=CC=C1)NC(=O)NC2=CC=C(C=C2)Cl,,Inactive,Leishmania,Extracellular,,,3.96,83.3 µM,345.83,C18H20ClN3O2,AID_1063,848609.0
3621,3622,C1CN(CCN1CC(=O)NNC(=O)C2=CC=C(C=C2)Br)C3=NC(=CS3)C4=CC=CC=C4,,Inactive,Leishmania,Extracellular,,,-8.52,83.3 µM,500.42,C22H22BrN5O2S,AID_1063,1447465.0
3622,3623,CC1=CC=C(C=C1)S(=O)(=O)N(CC(=O)N2CCCC2)C3CCCCC3,,Inactive,Leishmania,Extracellular,,,-6.22,83.3 µM,364.51,C19H28N2O3S,AID_1063,2294829.0
3623,3624,CN(CC(=O)NC1=CC=CC=C1Cl)C(=O)CSC2=C(C=C(C=N2)C(F)(F)F)Cl,,Inactive,Leishmania,Extracellular,,,-4.45,83.3 µM,452.28,C17H14Cl2F3N3O2S,AID_1063,2107692.0
3624,3625,CN\1C2=CC=CC=C2S/C1=N\NC(=O)C3=CC=CC=C3F,,Inactive,Leishmania,Extracellular,,,-8.02,83.3 µM,301.35,C15H12FN3OS,AID_1063,6900936.0
3625,3626,CC[C@H](C)[C@@H](C(=O)N1CCN(CC1)C2=NC(=NC(=N2)N3CCN(CC3)C(=O)[C@H](CC4=CC5=CC=CC=C5N4)N6C=C(N=N6)[C@H](C(C)CC)N)NCCOCCOCCOCC#C)N7C=C(N=N7)[C@H](CC8=CC=C(C=C8)O)N.Cl,,Inactive,Leishmania,Extracellular,,,-1.68,83.3 µM,1094.77,C54H76ClN17O6,AID_1063,16196582.0
3626,3627,CC1=CC=CC=C1N2C(=C(C=N2)C(C)NC(=O)C3=CC=CO3)C,,Inactive,Leishmania,Extracellular,,,1.86,83.3 µM,309.37,C18H19N3O2,AID_1063,16191279.0
3627,3628,CC1=CC=C(C=C1)C2=NC3=C(C(=NN2)C4=CC=CC=C4)N=CC=C3,,Inactive,Leishmania,Extracellular,,,8.34,83.3 µM,312.38,C20H16N4,AID_1063,135416519.0
3628,3629,C1CCN(CC1)C(CNC(=O)C2=CC=C(C=C2)OCC3=CC=CC=C3)C4=CC=CO4,,Inactive,Leishmania,Extracellular,,,29.81,83.3 µM,404.51,C25H28N2O3,AID_1063,4841525.0
3629,3630,CCCCN=C(/C(=C(/C1=CC=C(C=C1)OC)\O)/C(=O)OCC)N,,Inactive,Leishmania,Extracellular,,,15.1,83.3 µM,320.39,C17H24N2O4,AID_1063,135402583.0
3630,3631,CC1=CC(=CC=C1)C(=O)NC(=S)NC2=NC(=C(S2)C(=O)OC)C,,Inactive,Leishmania,Extracellular,,,-4.35,83.3 µM,349.44,C15H15N3O3S2,AID_1063,1227624.0
3631,3632,CC(C)CC(=O)NCCC1=CC=NC=C1,,Inactive,Leishmania,Extracellular,,,-3.84,83.3 µM,206.29,C12H18N2O,AID_1063,934804.0
3632,3633,CC1=CC(=NC2=NC(=NN12)SCC(=O)NC(=O)NCC3=CC=CO3)C,,Inactive,Leishmania,Extracellular,,,-4.34,83.3 µM,360.4,C15H16N6O3S,AID_1063,2438141.0
3633,3634,CCOC(=O)C1=CC=C(C=C1)CNCC2=CC=C(C=C2)Br,,Inactive,Leishmania,Extracellular,,,45.32,83.3 µM,348.24,C17H18BrNO2,AID_1063,3471036.0
3634,3635,CCCCOC1=C(C=C(C=C1)[N+](=O)[O-])C(=O)O,,Inactive,Leishmania,Extracellular,,,-3.71,83.3 µM,239.23,C11H13NO5,AID_1063,2992256.0
3635,3636,C1COC2=C(O1)C=CC(=C2)S(=O)(=O)NC(CC3=CC=CC=C3)C(=O)O,,Inactive,Leishmania,Extracellular,,,-4.8,83.3 µM,363.39,C17H17NO6S,AID_1063,2841381.0
3636,3637,C=CCNC(=O)CCC1=NN=C(O1)C2(CCC2)C3=CC=C(C=C3)Cl,,Inactive,Leishmania,Extracellular,,,14.94,83.3 µM,345.83,C18H20ClN3O2,AID_1063,16191976.0
3637,3638,CC1CCCC(N1C(=O)CN2C=C(C3=CC=CC=C32)C#N)C,,Inactive,Leishmania,Extracellular,,,1.24,83.3 µM,295.39,C18H21N3O,AID_1063,3145522.0
3638,3639,CN(CCCNC(=O)C1CCCN(C1)S(=O)(=O)C2=CN=CN2)C3=CC=CC=C3,,Inactive,Leishmania,Extracellular,,,-5.54,83.3 µM,405.52,C19H27N5O3S,AID_1063,5308384.0
3639,3640,CCC1=CC=C(C=C1)NC(=O)COC2=C(C=C(C=C2)/C=C(/C#N)\C3=NC4=CC=CC=C4N3)OC,,Inactive,Leishmania,Extracellular,,,2.44,83.3 µM,452.51,C27H24N4O3,AID_1063,5740138.0
3640,3641,CC1=C(C=CC(=C1)[N+](=O)[O-])NC(=S)NC,,Inactive,Leishmania,Extracellular,,,11.29,83.3 µM,225.27,C9H11N3O2S,AID_1063,2954383.0
3641,3642,CN(C)C(=O)N1CCC(CC1)C(=O)NCC2CCCO2,,Inactive,Leishmania,Extracellular,,,-5.24,83.3 µM,283.37,C14H25N3O3,AID_1063,3240179.0
3642,3643,C1=CC(=CC=C1C2=CC=C(O2)/C=C\3/C4=C(C=C(C=C4)Cl)NC3=O)S(=O)(=O)N,,Inactive,Leishmania,Extracellular,,,-0.74,83.3 µM,400.84,C19H13ClN2O4S,AID_1063,2123230.0
3643,3644,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C(=O)CNC(=O)C3=CC=CC=C3)C4(CCCCC4)C(=O)NC5CCCC5,,Inactive,Leishmania,Extracellular,,,-2.12,83.3 µM,557.7,C32H39N5O4,AID_1063,4992267.0
3644,3645,C1=CC=C2C(=C1)C(=O)N(N=N2)CSC3=NN=NN3C4=CC=C(C=C4)O,,Inactive,Leishmania,Extracellular,,,-1.98,83.3 µM,353.37,C15H11N7O2S,AID_1063,2549913.0
3645,3646,CC(=O)CSC1=NC=NC2=C1C=NN2C3=CC=CC=C3,,Inactive,Leishmania,Extracellular,,,-1.18,83.3 µM,284.34,C14H12N4OS,AID_1063,2989016.0
3646,3647,CC1=CC(=CC(=C1)OCC(=O)NC2=CC=C(C=C2)N3CCN(CC3)S(=O)(=O)C)C,,Inactive,Leishmania,Extracellular,,,-5.6,83.3 µM,417.53,C21H27N3O4S,AID_1063,652754.0
3647,3648,CCC(C(=O)NC1=CC=C(C=C1)S(=O)(=O)N)OC(=O)CN2C3=CC=CC=C3C(=O)C2=O,,Inactive,Leishmania,Extracellular,,,0.7,83.3 µM,445.45,C20H19N3O7S,AID_1063,2893334.0
3648,3649,CSC1=NN=CN1/N=C/C2=CC=C(C=C2)[N+](=O)[O-],,Inactive,Leishmania,Extracellular,,,-1.71,83.3 µM,263.28,C10H9N5O2S,AID_1063,5343366.0
3649,3650,CC1=NC(=C(C=C1)OCC(=O)NCCC2=CC(=C(C=C2)OC)OC)[N+](=O)[O-],,Inactive,Leishmania,Extracellular,,,24.54,83.3 µM,375.38,C18H21N3O6,AID_1063,3659199.0
3650,3651,C1=COC(=C1)/C=C/C=N/N2C(=NNC2=S)C3=CC=NC=C3,,Inactive,Leishmania,Extracellular,,,-4.73,83.3 µM,297.34,C14H11N5OS,AID_1063,6866495.0
3651,3652,CC1=C(C(N2C(=NC=N2)N1)C3=CC=CS3)C(=O)NCC4=CC=CC=C4,,Inactive,Leishmania,Extracellular,,,-6.37,83.3 µM,351.44,C18H17N5OS,AID_1063,666727.0
3652,3653,COC1=CC=C(C=C1)C2=NC(=C(C=C2)C#N)SCC(=O)NC3=C(C4=C(S3)CCC4)C#N,,Inactive,Leishmania,Extracellular,,,0.01,83.3 µM,446.56,C23H18N4O2S2,AID_1063,1773611.0
3653,3654,C1=CC=C(C=C1)OCCCC(=O)O/N=C(/C2=CC=CC=N2)\N,,Inactive,Leishmania,Extracellular,,,-4.1,83.3 µM,299.33,C16H17N3O3,AID_1063,9587592.0
3654,3655,CC1=NN(C(=C1)C2=CC=CO2)CC(=O)O,,Inactive,Leishmania,Extracellular,,,-5.28,83.3 µM,206.2,C10H10N2O3,AID_1063,3245759.0
3655,3656,C1CN(CCN1C2=CC=CC=N2)C(=S)NCC3=CC=CO3,,Inactive,Leishmania,Extracellular,,,-7.29,83.3 µM,302.4,C15H18N4OS,AID_1063,970504.0
