,Unnamed: 0,IDcmpd,ID_zinc,ID_chemspider,smiles,chemical_name,common_name,formula,weight,origin,nature,family,sub_family,hydrophobicity_index,active_moeity,other_activities,active_or_inactive,refs,AUC_0t,AUC_tinf,Rareas,Kd,Ke,Kd_hld,Ke_hlt,MRT,Vd,Cl,Tmax,Cpmax,pk_method,PPD,PPD_method,internal_standard,effect_types,animal_models,animal_weights,administration_routes,Dose,ID_test_type,taxid_path,strains,active_inactivec,IC50micromol,IC50microgML,MEC,IC90,MIC,IC_totallysis,IC_pourc,pourcentage,ICpourc_positive,pourcentage_positive,EC50,LD50,ED50,GI50,survival_index,IC_surv,cell_type,host_cell,animal_model,nbr_animal,animal_weight,age,experimental_model,dose,administration_route,treatment_periode,evaluation_method,studied_parameters,positive_control,selectivity_index,IC50_positive,IC90_positivec,LD50_positive,EC50_positive,ED50_positive,negative_control,IC50_negative,leishmanicide_activitie,cytotoxicity_degree,result,positive_result,effect_type
734,745,616,,,[O-][N+](=O)c1ccccc1O[C@H]1CCCC[C@@H]1Cn1ccnc1,,"2,6-bis-
imidazolylmethyl-cyclohexyl aryl ether",C16H19N3O3,301.34599999999995,,synthetic,imidazole derivative,,,,,,"10.1021/cr400552x;
    10.1016/j.bmcl.2008.11.094",,,,,,,,,,0.000,,,,,,,,,,,,Extracellular,ldono,,,,4.23,,,,,,,,,,,,,,,,,,,,,,,,,,,sodium stibogluconate,,46.54 microgML,,,,,,,,,,,
735,746,616,,,[O-][N+](=O)c1ccccc1O[C@H]1CCCC[C@@H]1Cn1ccnc1,,"2,6-bis-
imidazolylmethyl-cyclohexyl aryl ether",C16H19N3O3,301.34599999999995,,synthetic,imidazole derivative,,,,,,"10.1021/cr400552x;
    10.1016/j.bmcl.2008.11.094",,,,,,,,,,0.000,,,,,,,,,,,,Intarcellular,ldono,,,,6.72,,,,,,,,,,,,,,,,,,,,,,,,,,,Pentamidine,9.39,12.11 microgML,,,,,,,,,,,
736,747,617,,,[O-][N+](=O)c1ccc(O[C@H]2CCCC[C@@H]2Cn2ccnc2)c(c1)C(F)(F)F,,"2,6-bis-
imidazolylmethyl-cyclohexyl aryl ether",C17H18F3N3O3,369.343,,synthetic,imidazole derivative,,,,,,"10.1021/cr400552x;
    10.1016/j.bmcl.2008.11.094",,,,,,,,,,0.000,,,,,,,,,,,,Extracellular,ldono,,,,2.37,,,,,,,,,,,,,,,,,,,,,,,,,,,sodium stibogluconate,,46.54 microgML,,,,,,,,,,,
737,748,617,,,[O-][N+](=O)c1ccc(O[C@H]2CCCC[C@@H]2Cn2ccnc2)c(c1)C(F)(F)F,,"2,6-bis-
imidazolylmethyl-cyclohexyl aryl ether",C17H18F3N3O3,369.343,,synthetic,imidazole derivative,,,,,,"10.1021/cr400552x;
    10.1016/j.bmcl.2008.11.094",,,,,,,,,,0.000,,,,,,,,,,,,Intarcellular,ldono,,,,2.13,,,,,,,,,,,,,,,,,,,,,,,,,,,Pentamidine,6.49,12.11 microgML,,,,,,,,,,,
738,749,618,,,[O-][N+](=O)c1ccc(O[C@H]2CCCC[C@@H]2Cn2ccnc2)c(F)c1,,"2,6-bis-
imidazolylmethyl-cyclohexyl aryl ether",C16H18FN3O3,319.336,,synthetic,imidazole derivative,,,,,,"10.1021/cr400552x;
    10.1016/j.bmcl.2008.11.094",,,,,,,,,,0.000,,,,,,,,,,,,Extracellular,ldono,,,,1.09,,,,,,,,,,,,,,,,,,,,,,,,,,,sodium stibogluconate,,46.54 microgML,,,,,,,,,,,
739,750,618,,,[O-][N+](=O)c1ccc(O[C@H]2CCCC[C@@H]2Cn2ccnc2)c(F)c1,,"2,6-bis-
imidazolylmethyl-cyclohexyl aryl ether",C16H18FN3O3,319.336,,synthetic,imidazole derivative,,,,,,"10.1021/cr400552x;
    10.1016/j.bmcl.2008.11.094",,,,,,,,,,0.000,,,,,,,,,,,,Intarcellular,ldono,,,,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,Pentamidine,140.84,12.11 microgML,,,,,,,,,,,
740,751,618,,,[O-][N+](=O)c1ccc(O[C@H]2CCCC[C@@H]2Cn2ccnc2)c(F)c1,,"2,6-bis-
imidazolylmethyl-cyclohexyl aryl ether",C16H18FN3O3,319.336,,synthetic,imidazole derivative,,,,,,"10.1021/cr400552x;
    10.1016/j.bmcl.2008.11.094",,,,,,,,,,0.000,,,,,,,,,,,,Invivo,ldono,,,,,,,,,,,,,,,,,,,,,Hamster,,,,,50 mg/kg 10 i.p,intraperitoneally,,,,Pentamidine,,,,,,,,,,,"inhibiting 55.35% of the
parasite growth",,
741,752,622,,,FC(F)(F)c4ccc(OC2C(n1ccnc1)CCCC2n3ccnc3)cc4,,"1-aryloxy-2, 6-bisimidazolyl
cyclohexane",C19H19F3N4O,376.3820000000001,,synthetic,imidazole derivative,,,,,,"10.1021/cr400552x;
    10.1016/j.bmcl.2008.11.094",,,,,,,,,,0.000,,,,,,,,,,,,Extracellular,ldono,,,,2.06,,,,,,,,,,,,,,,,,,,,,,,,,,,sodium stibogluconate,,46.54 microgML,,,,,,,,,,,
742,753,622,,,FC(F)(F)c4ccc(OC2C(n1ccnc1)CCCC2n3ccnc3)cc4,,"1-aryloxy-2, 6-bisimidazolyl
cyclohexane",C19H19F3N4O,376.3820000000001,,synthetic,imidazole derivative,,,,,,"10.1021/cr400552x;
    10.1016/j.bmcl.2008.11.094",,,,,,,,,,0.000,,,,,,,,,,,,Intarcellular,ldono,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,Pentamidine,32.143,12.11 microgML,,,,,,,,,,,
743,754,622,,,FC(F)(F)c4ccc(OC2C(n1ccnc1)CCCC2n3ccnc3)cc4,,"1-aryloxy-2, 6-bisimidazolyl
cyclohexane",C19H19F3N4O,376.3820000000001,,synthetic,imidazole derivative,,,,,,"10.1021/cr400552x;
    10.1016/j.bmcl.2008.11.094",,,,,,,,,,0.000,,,,,,,,,,,,Invivo,ldono,,,,,,,,,,,,,,,,,,,,,Hamster,,,,,50 mg/kg 10 i.p,intraperitoneally,,,,Pentamidine,,,,,,,,,,,"inhibiting 36.8% of the
parasite growth",,
744,755,623,,,[O-][N+](=O)c1ccc(OC2C(CCCC2n2ccnc2)n2ccnc2)cc1,,"1-aryloxy-2, 6-bisimidazolyl
cyclohexane",C18H19N5O3,353.382,,synthetic,imidazole derivative,,,,,,"10.1021/cr400552x;
    10.1016/j.bmcl.2008.11.094",,,,,,,,,,0.000,,,,,,,,,,,,Extracellular,ldono,,,,4.67,,,,,,,,,,,,,,,,,,,,,,,,,,,sodium stibogluconate,,46.54 microgML,,,,,,,,,,,
745,756,623,,,[O-][N+](=O)c1ccc(OC2C(CCCC2n2ccnc2)n2ccnc2)cc1,,"1-aryloxy-2, 6-bisimidazolyl
cyclohexane",C18H19N5O3,353.382,,synthetic,imidazole derivative,,,,,,"10.1021/cr400552x;
    10.1016/j.bmcl.2008.11.094",,,,,,,,,,0.000,,,,,,,,,,,,Intarcellular,ldono,,,,8.76,,,,,,,,,,,,,,,,,,,,,,,,,,,Pentamidine,11.4,12.11 microgML,,,,,,,,,,,
746,757,624,,,Fc1cc([NO2])ccc1OC3C(n2ccnc2)CCCC3n4ccnc4,,"1-aryloxy-2, 6-bisimidazolyl
cyclohexane",Invalid,,,synthetic,imidazole derivative,,,,,,"10.1021/cr400552x;
    10.1016/j.bmcl.2008.11.094",,,,,,,,,,0.000,,,,,,,,,,,,Extracellular,ldono,,,,6.13,,,,,,,,,,,,,,,,,,,,,,,,,,,sodium stibogluconate,,46.54 microgML,,,,,,,,,,,
747,758,624,,,Fc1cc([NO2])ccc1OC3C(n2ccnc2)CCCC3n4ccnc4,,"1-aryloxy-2, 6-bisimidazolyl
cyclohexane",Invalid,,,synthetic,imidazole derivative,,,,,,"10.1021/cr400552x;
    10.1016/j.bmcl.2008.11.094",,,,,,,,,,0.000,,,,,,,,,,,,Intarcellular,ldono,,,,3.02,,,,,,,,,,,,,,,,,,,,,,,,,,,Pentamidine,30,12.11 microgML,,,,,,,,,,,
748,759,624,,,Fc1cc([NO2])ccc1OC3C(n2ccnc2)CCCC3n4ccnc4,,"1-aryloxy-2, 6-bisimidazolyl
cyclohexane",Invalid,,,synthetic,imidazole derivative,,,,,,"10.1021/cr400552x;
    10.1016/j.bmcl.2008.11.094",,,,,,,,,,0.000,,,,,,,,,,,,Invivo,ldono,,,,,,,,,,,,,,,,,,,,,Hamster,,,,,50 mg/kg 10 i.p,intraperitoneally,,,,Pentamidine,,,,,,,,,,,"inhibiting 56.39% of the
parasite growth",,
749,760,628,,,FC(F)(F)c3ccc(OC(CCn1ccnc1)c2ccccc2)cc3,,,C19H17F3N2O,346.35200000000003,,synthetic,imidazole derivative,Aryloxyalkyl Imidazole,,,,,"10.1021/cr400552x;
    10.1016/j.bmcl.2009.10.117

",,,,,,,,,,0.000,,,,,,,,,,,,Extracellular,ldono,,,,,,,,,10 microgML,100,,,,,,,,,,,,,,,,,,,,,"Pentamidine
",,0.643 microgML,,,,,,,,,,,
750,761,628,,,FC(F)(F)c3ccc(OC(CCn1ccnc1)c2ccccc2)cc3,,,C19H17F3N2O,346.35200000000003,,synthetic,imidazole derivative,Aryloxyalkyl Imidazole,,,,,"10.1021/cr400552x;
    10.1016/j.bmcl.2009.10.117

",,,,,,,,,,0.000,,,,,,,,,,,,Intarcellular,ldono,,,,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,Pentamidine,"36.68
",12.11 microgML,,,,,,,,,,,
751,762,629,,,[O-][N+](=O)c1ccc(OC(CCn2ccnc2)c2ccccc2)cc1,,,C18H17N3O3,323.352,,synthetic,imidazole derivative,Aryloxyalkyl Imidazole,,,,,"10.1021/cr400552x;
    10.1016/j.bmcl.2009.10.117

",,,,,,,,,,0.000,,,,,,,,,,,,Extracellular,ldono,,,,,,,,,10 microgML,98.97,,,,,,,,,,,,,,,,,,,,,Pentamidine,,,,,,,,,,,,,
752,763,629,,,[O-][N+](=O)c1ccc(OC(CCn2ccnc2)c2ccccc2)cc1,,,C18H17N3O3,323.352,,synthetic,imidazole derivative,Aryloxyalkyl Imidazole,,,,,"10.1021/cr400552x;
    10.1016/j.bmcl.2009.10.117

",,,,,,,,,,0.000,,,,,,,,,,,,Intarcellular,ldono,,,,3.82,,,,,,,,,,,,,,,,,,,,,,,,,,,Pentamidine,6.57,"12.11 microgML
",,,,,,,,,,,
753,764,630,,,[O-][N+](=O)c1ccccc1OC(CCn1ccnc1)c1ccccc1,,,C18H17N3O3,323.35200000000003,,synthetic,imidazole derivative,Aryloxyalkyl Imidazole,,,,,"10.1021/cr400552x;
    10.1016/j.bmcl.2009.10.117

",,,,,,,,,,0.000,,,,,,,,,,,,Extracellular,ldono,,,,,,,,,10 microgML,100,,,,,,,,,,,,,,,,,,,,,Pentamidine,,,,,,,,,,,,,
754,765,630,,,[O-][N+](=O)c1ccccc1OC(CCn1ccnc1)c1ccccc1,,,C18H17N3O3,323.35200000000003,,synthetic,imidazole derivative,Aryloxyalkyl Imidazole,,,,,"10.1021/cr400552x;
    10.1016/j.bmcl.2009.10.117

",,,,,,,,,,0.000,,,,,,,,,,,,Intarcellular,ldono,,,,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,Pentamidine,16.58,"12.11 microgML
",,,,,,,,,,,
755,766,631,,,[O-][N+](=O)c1ccc(OC(CCn2ccnc2)c2ccccc2)c(F)c1,,,C18H16FN3O3,341.342,,synthetic,imidazole derivative,Aryloxyalkyl Imidazole,,,,,"10.1021/cr400552x;
    10.1016/j.bmcl.2009.10.117

",,,,,,,,,,0.000,,,,,,,,,,,,Extracellular,ldono,,,,,,,,,10 microgML,96.26,,,,,,,,,,,,,,,,,,,,,Pentamidine,,,,,,,,,,,,,
756,767,631,,,[O-][N+](=O)c1ccc(OC(CCn2ccnc2)c2ccccc2)c(F)c1,,,C18H16FN3O3,341.342,,synthetic,imidazole derivative,Aryloxyalkyl Imidazole,,,,,"10.1021/cr400552x;
    10.1016/j.bmcl.2009.10.117

",,,,,,,,,,0.000,,,,,,,,,,,,Intarcellular,ldono,,,,2.83,,,,,,,,,,,,,,,,,,,,,,,,,,,Pentamidine,8.86,"12.11 microgML
",,,,,,,,,,,
757,768,632,,,CC(Cn1ccnc1)C(Oc2ccc(C(F)(F)F)cc2)c3ccccc3,,,C20H19F3N2O,360.379,,synthetic,imidazole derivative,Aryloxyalkyl Imidazole,,,,,"10.1021/cr400552x;
    10.1016/j.bmcl.2009.10.117

",,,,,,,,,,0.000,,,,,,,,,,,,Extracellular,ldono,,,,,,,,,10 microgML,100,,,,,,,,,,,,,,,,,,,,,Pentamidine,,,,,,,,,,,,,
758,769,632,,,CC(Cn1ccnc1)C(Oc2ccc(C(F)(F)F)cc2)c3ccccc3,,,C20H19F3N2O,360.379,,synthetic,imidazole derivative,Aryloxyalkyl Imidazole,,,,,"10.1021/cr400552x;
    10.1016/j.bmcl.2009.10.117

",,,,,,,,,,0.000,,,,,,,,,,,,Intarcellular,ldono,,,,1.85,,,,,,,,,,,,,,,,,,,,,,,,,,,Pentamidine,"11.75
","12.11 microgML
",,,,,,,,,,,
759,770,633,,,CC(Cn1ccnc1)C(Oc1ccccc1[N+]([O-])=O)c1ccccc1,,,C19H19N3O3,337.379,,synthetic,imidazole derivative,aryloxyalkyl imidazole,,,,,"10.1021/cr400552x;
    10.1016/j.bmcl.2009.10.117

",,,,,,,,,,0.000,,,,,,,,,,,,Extracellular,ldono,,,,,,,,,10 microgML,95.05,,,,,,,,,,,,,,,,,,,,,Pentamidine,,,,,,,,,,,,,
760,771,633,,,CC(Cn1ccnc1)C(Oc1ccccc1[N+]([O-])=O)c1ccccc1,,,C19H19N3O3,337.379,,synthetic,imidazole derivative,aryloxyalkyl imidazole,,,,,"10.1021/cr400552x;
    10.1016/j.bmcl.2009.10.117

",,,,,,,,,,0.000,,,,,,,,,,,,Intarcellular,ldono,,,,2.27,,,,,,,,,,,,,,,,,,,,,,,,,,,Pentamidine,9.75,"12.11 microgML
",,,,,,,,,,,
761,772,637,,,FC(F)(F)c3ccc(OC(Cn1ccnc1)c2ccccc2)cc3,,,C18H15F3N2O,332.32500000000005,,synthetic,imidazole derivative,aryloxyalkyl imidazole,,,,,"10.1021/cr400552x;
    10.1016/j.bmcl.2009.10.117

",,,,,,,,,,0.000,,,,,,,,,,,,Extracellular,ldono,,,,,,,,,10 microgML,98.60,,,,,,,,,,,,,,,,,,,,,Pentamidine,,,,,,,,,,,,,
762,773,637,,,FC(F)(F)c3ccc(OC(Cn1ccnc1)c2ccccc2)cc3,,,C18H15F3N2O,332.32500000000005,,synthetic,imidazole derivative,aryloxyalkyl imidazole,,,,,"10.1021/cr400552x;
    10.1016/j.bmcl.2009.10.117

",,,,,,,,,,0.000,,,,,,,,,,,,Intarcellular,ldono,,,,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,Pentamidine,13.85,"12.11 microgML
",,,,,,,,,,,
763,774,638,,,[O-][N+](=O)c1ccc(OC(Cn2ccnc2)c2ccccc2)cc1,,,C17H15N3O3,309.325,,synthetic,imidazole derivative,aryloxyalkyl imidazole,,,,,"10.1021/cr400552x;
    10.1016/j.bmcl.2009.10.117

",,,,,,,,,,0.000,,,,,,,,,,,,Extracellular,ldono,,,,,,,,,10 microgML,95.47,,,,,,,,,,,,,,,,,,,,,Pentamidine,,,,,,,,,,,,,
764,775,638,,,[O-][N+](=O)c1ccc(OC(Cn2ccnc2)c2ccccc2)cc1,,,C17H15N3O3,309.325,,synthetic,imidazole derivative,aryloxyalkyl imidazole,,,,,"10.1021/cr400552x;
    10.1016/j.bmcl.2009.10.117

",,,,,,,,,,0.000,,,,,,,,,,,,Intarcellular,ldono,,,,3.71,,,,,,,,,,,,,,,,,,,,,,,,,,,Pentamidine,6.79,"12.11 microgML
",,,,,,,,,,,
765,776,639,,,[O-][N+](=O)c1ccc(OC(Cn2ccnc2)c2ccccc2)c(F)c1,,,C17H14FN3O3,327.315,,synthetic,imidazole derivative,aryloxyalkyl imidazole,,,,,"10.1021/cr400552x;
    10.1016/j.bmcl.2009.10.117

",,,,,,,,,,0.000,,,,,,,,,,,,Intarcellular,ldono,,,,2.76,,,,,,,,,,,,,,,,,,,,,,,,,,,Pentamidine,7.69,"12.11 microgML
",,,,,,,,,,,
766,777,639,,,[O-][N+](=O)c1ccc(OC(Cn2ccnc2)c2ccccc2)c(F)c1,,,C17H14FN3O3,327.315,,synthetic,imidazole derivative,aryloxyalkyl imidazole,,,,,"10.1021/cr400552x;
    10.1016/j.bmcl.2009.10.117

",,,,,,,,,,0.000,,,,,,,,,,,,Axenic,ldono,,,,,,,,,,94.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
767,778,640,,,[O-][N+](=O)c1ccccc1OC(Cn1ccnc1)c1ccccc1,,,C17H15N3O3,309.325,,synthetic,imidazole derivative,aryloxyalkyl imidazole,,,,,"10.1021/cr400552x;
    10.1016/j.bmcl.2009.10.117

",,,,,,,,,,0.000,,,,,,,,,,,,Extracellular,ldono,,,,,,,,,10 microgML,97.46,,,,,,,,,,,,,,,,,,,,,Pentamidine,,,,,,,,,,,,,
768,779,640,,,[O-][N+](=O)c1ccccc1OC(Cn1ccnc1)c1ccccc1,,,C17H15N3O3,309.325,,synthetic,imidazole derivative,aryloxyalkyl imidazole,,,,,"10.1021/cr400552x;
    10.1016/j.bmcl.2009.10.117

",,,,,,,,,,0.000,,,,,,,,,,,,Intarcellular,ldono,,,,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,Pentamidine,11.17,"12.11 microgML
",,,,,,,,,,,
769,780,641,,,FC(F)(F)c1ccc(OC(Cn2ccnc2)OCC2=CC=CC=C2)cc1,,,C19H17F3N2O2,362.3510000000001,,synthetic,imidazole derivative,diaryloxyalkyl imidazole,,,,,"10.1021/cr400552x;
    10.1016/j.bmcl.2009.10.117

",,,,,,,,,,0.000,,,,,,,,,,,,Extracellular,ldono,,,,,,,,,10 microgML,100,,,,,,,,,,,,,,,,,,,,,Pentamidine,,,,,,,,,,,,,
770,781,641,,,FC(F)(F)c1ccc(OC(Cn2ccnc2)OCC2=CC=CC=C2)cc1,,,C19H17F3N2O2,362.3510000000001,,synthetic,imidazole derivative,diaryloxyalkyl imidazole,,,,,"10.1021/cr400552x;
    10.1016/j.bmcl.2009.10.117

",,,,,,,,,,0.000,,,,,,,,,,,,Intarcellular,ldono,,,,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,Pentamidine,31.89,"12.11 microgML
",,,,,,,,,,,
771,782,642,,,[O-][N+](=O)c1ccccc1OC(Cn1ccnc1)OCC1=CC=CC=C1,,,C18H17N3O4,339.35100000000006,,synthetic,imidazole derivative,diaryloxyalkyl imidazole,,,,,"10.1021/cr400552x; 
    10.1016/j.bmcl.2009.10.117

",,,,,,,,,,0.000,,,,,,,,,,,,Extracellular,ldono,,,,,,,,,,95.53,,,,,,,,,,,,,,,,,,,,,Pentamidine,,,,,,,,,,,,,
772,783,642,,,[O-][N+](=O)c1ccccc1OC(Cn1ccnc1)OCC1=CC=CC=C1,,,C18H17N3O4,339.35100000000006,,synthetic,imidazole derivative,diaryloxyalkyl imidazole,,,,,"10.1021/cr400552x; 
    10.1016/j.bmcl.2009.10.117

",,,,,,,,,,0.000,,,,,,,,,,,,Intarcellular,ldono,,,,4.82,,,,,,,,,,,,,,,,,,,,,,,,,,,Pentamidine,7.51,"12.11 microgML
",,,,,,,,,,,
773,784,646,,,Clc3cccc(COC(CCn1ccnc1)c2ccco2)c3,,,C17H17ClN2O2,316.788,synthetic,synthetic,Imidazolidine Derivative,furanyl azole derivative,,,,,"10.1021/cr400552x; 
    10.1100/tsw.2010.176",,,,,,,,,,0.000,,,,,,,,,,,,Intarcellular,ldono,,,3.04-9.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,miltefosine,19.80,13.40 micromol,,,,,,,,,,,
774,785,647,,,Clc3ccc(COC(CCn1ccnc1)c2ccco2)c(Cl)c3,,,C17H16Cl2N2O2,351.23300000000006,,synthetic,Imidazolidine Derivative,furanyl azole derivative,,,,,"10.1021/cr400552x;
    10.1100/tsw.2010.176",,,,,,,,,,0.000,,,,,,,,,,,,Intarcellular,ldono,,,3.04-9.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,miltefosine,> 10,13.40 micromol,,,,,,,,,,,
775,786,648,,,Clc3ccc(Cl)c(COC(CCn1ccnc1)c2ccco2)c3,,,C17H16Cl2N2O2,351.23300000000006,,synthetic,Imidazolidine Derivative,furanyl azole derivative,,,,,"10.1021/cr400552x;
    10.1100/tsw.2010.176",,,,,,,,,,0.000,,,,,,,,,,,,Intarcellular,ldono,,,3.04-9.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,miltefosine,,13.40 micromol,,,,,,,,,,,
776,787,649,,,Fc3ccc(COC(CCn1ccnc1)c2ccco2)c(F)c3,,,C17H16F2N2O2,318.32300000000004,,synthetic,Imidazolidine Derivative,furanyl azole derivative,,,,,"10.1021/cr400552x;
    10.1100/tsw.2010.176",,,,,,,,,,0.000,,,,,,,,,,,,Intarcellular,ldono,,,3.04-9.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,miltefosine,,13.40 micromol,,,,,,,,,,,
777,788,650,,,Fc3ccc(F)c(COC(CCn1ccnc1)c2ccco2)c3,,,C17H16F2N2O2,318.32300000000004,,synthetic,Imidazolidine Derivative,furanyl azole derivative,,,,,"10.1021/cr400552x;
    10.1100/tsw.2010.176",,,,,,,,,,0.000,,,,,,,,,,,,Intarcellular,ldono,,,3.04-9.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,miltefosine,,13.40 micromol,,,,,,,,,,,
778,789,651,,,Clc3cccc(COC(CCn1cncn1)c2ccco2)c3,,,C16H16ClN3O2,317.776,,synthetic,Imidazolidine Derivative,furanyl azole derivative,,,,,"10.1021/cr400552x;
    10.1100/tsw.2010.176",,,,,,,,,,0.000,,,,,,,,,,,,Intarcellular,ldono,,,3.04-9.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,miltefosine,,13.40 micromol,,,,,,,,,,,
779,790,652,,,Clc3ccc(Cl)c(COC(CCn1cncn1)c2ccco2)c3,,,C16H15Cl2N3O2,352.22100000000006,,synthetic,Imidazolidine Derivative,furanyl azole derivative,,,,,"10.1021/cr400552x
    10.1100/tsw.2010.176",,,,,,,,,,0.000,,,,,,,,,,,,Intarcellular,ldono,,,3.04-9.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,miltefosine,,13.40 micromol,,,,,,,,,,,
780,791,653,,,Clc3cccc(COC(CCn1ccnc1)c2cccs2)c3,,,C17H17ClN2OS,332.856,,synthetic,Imidazolidine Derivative,thiophenyl azole,,,,,"10.1021/cr400552x;
    10.1100/tsw.2010.176",,,,,,,,,,0.000,,,,,,,,,,,,Intarcellular,ldono,,,5.14-7.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,miltefosine,,13.40 micromol,,,,,,,,,,,
781,792,654,,,Clc3ccc(COC(CCn1ccnc1)c2cccs2)c(Cl)c3,,,C17H16Cl2N2OS,367.301,,synthetic,Imidazolidine Derivative,thiophenyl azole,,,,,"10.1021/cr400552x;
    10.1100/tsw.2010.176",,,,,,,,,,0.000,,,,,,,,,,,,Intarcellular,ldono,,,5.14-7.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,miltefosine,,13.40 micromol,,,,,,,,,,,
782,793,655,,,Clc3ccc(Cl)c(COC(CCn1ccnc1)c2cccs2)c3,,,C17H16Cl2N2OS,367.301,,synthetic,Imidazolidine Derivative,thiophenyl azole,,,,,"10.1021/cr400552x;
    10.1100/tsw.2010.176",,,,,,,,,,0.000,,,,,,,,,,,,Intarcellular,ldono,,,5.14-7.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,miltefosine,,13.40 micromol,,,,,,,,,,,
783,794,656,,,Fc3ccc(COC(CCn1ccnc1)c2cccs2)c(F)c3,,,C17H16F2N2OS,334.391,,synthetic,Imidazolidine Derivative,thiophenyl azole,,,,,"10.1021/cr400552x;
    10.1100/tsw.2010.176",,,,,,,,,,0.000,,,,,,,,,,,,Intarcellular,ldono,,,5.14-7.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,miltefosine,,13.40 micromol,,,,,,,,,,,
784,795,657,,,Fc3ccc(F)c(COC(CCn1ccnc1)c2cccs2)c3,,,C17H16F2N2OS,334.391,,synthetic,Imidazolidine Derivative,thiophenyl azole,,,,,"10.1021/cr400552x;
    10.1100/tsw.2010.176",,,,,,,,,,0.000,,,,,,,,,,,,Intarcellular,ldono,,,5.14-7.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,miltefosine,,13.40 micromol,,,,,,,,,,,
785,796,662,,,c6ccc5[nH]c(c4ccc(OCCCOc3ccc(c2nc1ccccc1[nH]2)cc3)cc4)nc5c6,,,C29H24N4O2,460.537,,,,bisbenzimidazole,,,,,"10.1021/cr400552x;
    10.1016/j.bmcl.2008.03.020

",,,,,,,,,,0.000,,,,,,,,,,,,Extracellular,ldono,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,72 h,Alamar blue assay,,Pentamidine,,,,,,,DMSO,,,,,,
786,797,663,,,c6ccc5[nH]c(c4ccc(OCCCCOc3ccc(c2nc1ccccc1[nH]2)cc3)cc4)nc5c6,,,C30H26N4O2,474.5640000000001,,,,bisbenzimidazole,,,,,"10.1021/cr400552x;
    10.1016/j.bmcl.2008.03.020

",,,,,,,,,,0.000,,,,,,,,,,,,Extracellular,ldono,,,4.9,,,,,,,,,,,,,,,,,,,,,,,,,72 h,Alamar blue assay,,Pentamidine,,,,,,,DMSO,,,,,,
787,798,664,,,c6ccc5[nH]c(c4ccc(OCCCCCOc3ccc(c2nc1ccccc1[nH]2)cc3)cc4)nc5c6,,,C31H28N4O2,488.59100000000007,,,,bisbenzimidazole,,,,,"10.1021/cr400552x;
    10.1016/j.bmcl.2008.03.020

",,,,,,,,,,0.000,,,,,,,,,,,,Extracellular,ldono,,,1.4,,,,,,,,,,,,,,,,,,,,,,,,,72 h,Alamar blue assay,,Pentamidine,,,,,,,DMSO,,,,,,
788,799,669,,,Cc1ncc(C(F)F)n1c2ccc(Cl)cc2,,difluoromethylated azole,C11H9ClF2N2,242.656,,synthetic,,,,,,,10.1021/cr400552x,,,,,,,,,,0.000,,,,,,,,,,,,Extracellular,lamaz,,,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
789,800,673,,,O=Cc2cn(c1cccc(Cl)c1)nn2,,carbaldehyde,C9H6ClN3O,207.62,,synthetic,,,,,,,10.1021/cr400552x,,,,,,,,,,0.000,,,,,,,,,,,,Extracellular,lamaz,,,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
790,801,674,,,FC(F)c2cn(c1cccc(Cl)c1)nn2,,difluoromethylated azole,C9H6ClF2N3,229.617,,synthetic,,,,,,,10.1021/cr400552x,,,,,,,,,,0.000,,,,,,,,,,,,Extracellular,lamaz,,,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
791,802,678,,,COC1=CC=C(CC(N)C(N)CC2=CC=C(OC)C=C2)C=C1,,"1,2-Bis(p-methoxybenzyl)ethylenediamine",C18H24N2O2,300.402,,,Imidazolidine Derivative,,,,,,"10.1021/cr400552x;
    10.1100/tsw.2010.176",,,,,,,,,,0.000,,,,,,,,,,,,Extracellular,lamaz,,,,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,Amphotericin B,,0.4 mocrogML,,,,,,,,,,,
