CompoundID,SMILES,Common name,Biological Activity,Pathogen,IC50(µM/ml) ,IC50(µg/ml),% Inhibition ,Weight,Origin,Formula,Nature,Family,Subfamily,ID_ref,References,References_
1258,C[C@@H]2/C=C/[C@@]1(C)CC[C@@H](C(C)(C)O)C1[C@@H](O)C[C@@](C)(O)/C=C/C2,Dolabelladienetriol,Active,Leishmania,,,,322.489,"Dictyota pfaffii Schnetter;
Phaeophyceae",C20H34O3,natural,,,7,10.3390/md15110323,
1259,C[C@@H]2/C=C/[C@@]1(C)CC[C@@H](C(C)(C)O)C1[C@@H](O)C[C@@](C)(O)/C=C/C2,Dolabelladienetriol,Active,Leishmania,43.9,,,322.489,"Dictyota pfaffii Schnetter;
Phaeophyceae",C20H34O3,natural,,,7,10.3390/md15110323,
1260,[H][C@@]23C/C=C\1CC(O)CC[C@]1(C)[C@@]2([H])CC[C@]4(C)[C@@H]([C@H](C)CC/C(=C\C)C(C)C)CC[C@@]34[H],Fucosterol,Active,Leishmania,55,,,412.702,"Lessonia vadosa Searles;
Phaeophyceae",C29H48O,natural,,,8,10.3390/md15110323,
1261,[H][C@@]23C/C=C\1CC(O)CC[C@]1(C)[C@@]2([H])CC[C@]4(C)[C@@H]([C@H](C)CC/C(=C\C)C(C)C)CC[C@@]34[H],Fucosterol,Active,Leishmania,7.89,,,412.702,"Lessonia vadosa Searles;
Phaeophyceae",C29H48O,natural,,,8,10.3390/md15110323,
1262,[H][C@@]23C/C=C\1CC(O)CC[C@]1(C)[C@@]2([H])CC[C@]4(C)[C@@H]([C@H](C)CC/C(=C\C)C(C)C)CC[C@@]34[H],Fucosterol,Active,Leishmania,10.3,,,412.702,"Lessonia vadosa Searles;
Phaeophyceae",C29H48O,natural,,,8,10.3390/md15110323,
1263,[H][C@@]23CC[C@@]1(C)C[C@H](C)[C@](C)(O)[C@]12CC[C@H]3C,silphiperfol-5-en-3-ol,Active,Leishmania,,43.8,,222.372,"Laurencia dendroidea
(Hudson) J.V.
Lamouroux;Rhodophyta",C15H26O,natural,,,11,10.3390/md15110323,
1264,[H][C@@]23CC[C@@]1(C)C[C@H](C)[C@](C)(O)[C@]12CC[C@H]3C,silphiperfol-5-en-3-ol,Active,Leishmania,,48.7,,222.372,"Laurencia dendroidea
(Hudson) J.V.
Lamouroux;Rhodophyta",C15H26O,natural,,,11,10.3390/md15110323,
1265,CO[C@@H]2OC(C)[C@H](O)[C@H](O[C@@H]1OC(C)C(C)[C@H](O[S+](=O)(=O)=O)[C@@H]1O[S+](=O)(=O)=O)C2O[S+](=O)(=O)=O,Fucoidan,Active,Leishmania,,,,559.522,"Fucus vesiculosus
(Linnaeus);Phaeophyceae",C14H23O17S3+3,natural,,,12,10.3390/md15110323,
1266,[H][C@@]35Cc2cc1OCOc1cc2CN3CCc4ccc(OC)c(O)c45,Govaniadine,Inactive,Leishmania,,,,325.364,Corydalis govaniana Wall,C19H19NO4,natural,alkaloid,,,10.1016/j.jpba.2016.09.003,
1267,COc4ccc(n3cc(c2ccc1OCOc1c2)nn3)cc4,"1,4-diaryl-1,2,3-triazole derivative",Inactive,Leishmania,,,,295.298,,C16H13N3O3,synthetic,,,4-19,10.3390/molecules21060802,
1268,COc4ccc3c(=O)c(c2cc1OCOc1cc2OC)coc3c4,isoflavone with methylenedioxygenated B ring,Inactive,Leishmania,,,,326.304,Millettia puguensis,C18H14O6,natural,,isoflavone,14,PMID:22414104 ,
1269,COc2c(O)c(O)c(O)c3c(=O)c(=Cc1ccc(O)c(O)c1O[Glc])oc23,glycoside,Inactive,Leishmania,,,,,Gomphrena agrestis (Amaranthaceae),Invalid,natural,,aurone,11,PMID:22414104 ,
1270,CC(O)c2ccc1OC(C)(C)CC(=O)c1c2, chromanone analogues,Inactive,Leishmania,,,,220.268,Calea uniflora (Asteraceae),C13H16O3,natural,,,18,PMID:22414104 ,
1271,Cc2cc(=O)c1c(C(=O)O)cccc1o2, chromone derivative,Inactive,Leishmania,,,,204.181,African Ancistrocladus species (Ancistrocladaceae),C11H8O4,natural,,,21,PMID:22414104 ,
1272,COc3ccc2oc1ccc(OC)c(O)c1c(=O)c2c3,xanthone,Inactive,Leishmania,,,,272.256,"the roots of Andrographis paniculata (Acanthaceae)
",C15H12O5,natural,,,3,"PMID:22414104
",
1273,COc3cc(O)c2c(=O)c1c(OC)c(OC)ccc1oc2c3,xanthone,Inactive,Leishmania,,,,302.282,"the roots of Andrographis paniculata (Acanthaceae)
",C16H14O6,natural,,,4,"PMID:22414104
",
1274,"CCCCCCCCCC[C@@H]([C@H]1CC[C@@H](O1)[C@H]2CC[C@@H](O2)[C@@H](CCCCCCCC[C@H](CC3=C[C@@H](OC3=O)C)O)O)O
",molvizarine,Inactive,Leishmania,,,,594.874000000001,,C35H62O7,natural,,C 35 bis-THF acetogenin,2,"PMID:22414104
",
1275,CCCCCCCCCCC(O)C3CCC(C2CCC(C(O)CCCCCCCCC(O)C/C1=C/C(C)OC1=O)O2)O3,parviflorin,Inactive,Leishmania,,,,594.8626,,C35H62O7,natural,,C 35 bis-THF acetogenin,13,"PMID:22414104
",
1276,c1cc2c(cc1O)OC[C@@H]3[C@H]2Oc4c3cc5c(c4)OCO5,maackiain,Inactive,Leishmania,,,,284.2635,Millettia puguensis,C16H12O5,natural,,Pterocarpane derivative,26,"PMID:22414104
",
1277,Nc6nc(c2ccc(c1ccccc1)cc2)cc(c5ccc(C4NC(=O)c3ccccc3N4)cc5)n6,"quinazolinone,pyrimidine",Inactive,Leishmania,,,,469.548,,C30H23N5O,synthetic,,,5a,10.1021/jm400053v,
1278,CC6(c4ccc(Nc3nc(N1CCC(O)CC1)nc(N2CCC(O)CC2)n3)cc4)NC(=O)c5ccccc5N6,"quinazolinone,triazine hybrid",Inactive,Leishmania,,,,530.633,,C28H34N8O3,synthetic,,,8c,10.1021/jm400053v,
1279,CC6(c4ccc(Nc3nc(N1CCOCC1)nc(N2CCOCC2)n3)cc4)NC(=O)c5ccccc5N6,"quinazolinone,triazine hybrid",Inactive,Leishmania,,,,502.579,,C26H30N8O3,synthetic,,,8d,10.1021/jm400053v,
1280,CC6(c4ccc(Nc3nc(NCCCN1CCOCC1)nc(NCCCN2CCOCC2)n3)cc4)NC(=O)c5ccccc5N6,"quinazolinone,triazine hybrid",Inactive,Leishmania,,,,616.771,,C32H44N10O3,synthetic,,,8e,10.1021/jm400053v,
1281,CN8CCCc7cc(c6nc(Nc3ccc(C2(C)NC(=O)c1ccccc1N2)cc3)nc(c5ccc4CCCN(C)c4c5)n6)ccc78,"quinazolinone,triazine hybrid",Inactive,Leishmania,,,,622.777,,C38H38N8O,synthetic,,,8f,10.1021/jm400053v,
1282,CC(C)c5ccc(C(C(=O)NC(C)(C)C)N(C(=O)c1cccc(Cl)c1)c4ccc(C3(C)NC(=O)c2ccccc2N3)cc4)cc5,"quinazolinone,Peptide hybrid",Inactive,Leishmania,,,,623.197,,C37H39ClN4O3,,,,9a,10.1021/jm400053v,
1283,COc5ccc(C(C(=O)NC(C)(C)C)N(C(=O)c1cccc(Cl)c1)c4ccc(C3(C)NC(=O)c2ccccc2N3)cc4)cc5,"quinazolinone,Peptide hybrid",Inactive,Leishmania,,,,611.142,,C35H35ClN4O4,,,,9b,10.1021/jm400053v,
1284,CC(C)(C)NC(=O)C(c1ccc(Cl)cc1)N(C(=O)c2cccc(Cl)c2)c5ccc(C4(C)NC(=O)c3ccccc3N4)cc5,"quinazolinone,Peptide hybrid",Inactive,Leishmania,,,,615.561,,C34H32Cl2N4O3,,,,9c,10.1021/jm400053v,
1285,CC(C)(C)NC(=O)C(c1ccc(Br)cc1)N(C(=O)c2cccc(Cl)c2)c5ccc(C4(C)NC(=O)c3ccccc3N4)cc5,"quinazolinone,Peptide hybrid",Inactive,Leishmania,,,,660.012,,C34H32BrClN4O3,,,,9d,10.1021/jm400053v,
1286,CC(C)c6ccc(C(C(=O)NC1CCCCC1)N(C(=O)c2cccc(Cl)c2)c5ccc(C4(C)NC(=O)c3ccccc3N4)cc5)cc6,"quinazolinone,Peptide hybrid",Inactive,Leishmania,,,,649.235,,C39H41ClN4O3,,,,9g,10.1021/jm400053v,
1287,COc6ccc(C(C(=O)NC1CCCCC1)N(C(=O)c2cccc(Cl)c2)c5ccc(C4(C)NC(=O)c3ccccc3N4)cc5)cc6,"quinazolinone,Peptide hybrid",Inactive,Leishmania,,,,637.18,,C37H37ClN4O4,,,,9h,10.1021/jm400053v,
1288,COc5cc(CC(Nc3ccc(C2(C)NC(=O)c1ccccc1N2)cc3)c4nnnn4CC(C)(C)C)cc(OC)c5OC,"quinazolinone,tetrazole hybrid",Inactive,Leishmania,,,,585.709,,C32H39N7O4,,,,10c,10.1021/jm400053v,
1289,CC(C)(C)Cn1nnnc1C(Cc2ccc(F)cc2)Nc5ccc(C4(C)NC(=O)c3ccccc3N4)cc5,"quinazolinone,tetrazole hybrid",Inactive,Leishmania,,,,513.621,,C29H32FN7O,,,,10d,10.1021/jm400053v,
1290,CC(C)(C)Cn1nnnc1C(Cc2ccncc2)Nc5ccc(C4(C)NC(=O)c3ccccc3N4)cc5,"quinazolinone,tetrazole hybrid",Inactive,Leishmania,,,,496.619,,C28H32N8O,,,,10g,10.1021/jm400053v,
1291,Cc5cccc6cccc(C(Nc3ccc(C2(C)NC(=O)c1ccccc1N2)cc3)c4nnnn4CC(C)(C)C)c56,"quinazolinone,tetrazole hybrid",Inactive,Leishmania,,,,545.691,,C33H35N7O,,,,10h,10.1021/jm400053v,
1292,COc5ccc(C)c6c(C(Nc3ccc(C2(C)NC(=O)c1ccccc1N2)cc3)c4nnnn4CC(C)(C)C)cccc56,"quinazolinone,tetrazole hybrid",Inactive,Leishmania,,,,575.717,,C34H37N7O2,,,,10i,10.1021/jm400053v,
1293,COc6ccc(CC(Nc3ccc(C2(C)NC(=O)c1ccccc1N2)cc3)c4nnnn4CC5CCCCC5)cc6,"quinazolinone,tetrazole hybrid",Inactive,Leishmania,,,,551.695,,C32H37N7O2,,,,10l,10.1021/jm400053v,
1294,CC6(c4ccc(NC(Cc1ccc(Cl)cc1)c2nnnn2CC3CCCCC3)cc4)NC(=O)c5ccccc5N6,"quinazolinone,tetrazole hybrid",Inactive,Leishmania,,,,556.114,,C31H34ClN7O,,,,10m,10.1021/jm400053v,
1295,CC6(c4ccc(NC(Cc1ccc(Br)cc1)c2nnnn2CC3CCCCC3)cc4)NC(=O)c5ccccc5N6,"quinazolinone,tetrazole hybrid",Inactive,Leishmania,,,,600.565,,C31H34BrN7O,,,,10n,10.1021/jm400053v,
1296,CC(C)(C)Cn1nnnc1C(CNCc2ccccc2)c5ccc(C4NC(=O)c3ccccc3N4)cc5,"quinazolinone,tetrazole hybrid",Inactive,Leishmania,,,,495.631,,C29H33N7O,,,,11a,10.1021/jm400053v,
1297,CCCCCNCC(c3ccc(C2NC(=O)c1ccccc1N2)cc3)c4nnnn4CC(C)(C)C,"quinazolinone,tetrazole hybrid",Inactive,Leishmania,,,,475.641,,C27H37N7O,,,,11b,10.1021/jm400053v,
1298,CCCCNCC(c3ccc(C2NC(=O)c1ccccc1N2)cc3)c4nnnn4CC(C)(C)C,"quinazolinone,tetrazole hybrid",Inactive,Leishmania,,,,461.614,,C26H35N7O,,,,11c,10.1021/jm400053v,
1299,CN6CCc5cc(C(c3ccc(C2NC(=O)c1ccccc1N2)cc3)c4nnnn4CC(C)(C)C)ccc5C6,"quinazolinone,tetrazole hybrid",Inactive,Leishmania,,,,521.669,,C31H35N7O,,,,11d,10.1021/jm400053v,
1300,C1=C(NC(=C1Br)Br)C(=O)NCCCCNCCCNC(=O)C2=CC(=C(N2)Br)Br,pseudoceratidine,Inactive,Leishmania,,,,646.997,the sponge Tedania brasiliensis,C17H21Br4N5O2,natural,,,1,10.1021/acs.jnatprod.7b00876,
1301,CC(=O)c1c(Br)c(Br)[nH]c1C(=O)NCCCCN(CCCNC(=O)c2[nH]c(Br)c(Br)c2C(C)=O)C(C)=O,N 12 -Acetylpseudoceratidine,Inactive,Leishmania,,,,773.115,,C23H27Br4N5O5,synthetic,,,2,10.1021/acs.jnatprod.7b00876,
1302,c1cc([nH]c1C(=O)NCCCCNCCCNC(=O)c2cc(c([nH]2)Br)Br)Br         ,3-debromopseudoceratidine,Inactive,Leishmania,,,,568.101,"ponge
Tedania brasiliensis",C17H22Br3N5O2,natural,,,4,10.1021/acs.jnatprod.7b00876,
1303,c1cc([nH]c1C(=O)NCCCNCCCCNC(=O)c2cc(c([nH]2)Br)Br)Br,20-debromopseudoceratidine,Inactive,Leishmania,,,,568.101,"ponge
Tedania brasiliensis",C17H22Br3N5O2,natural,,,5,10.1021/acs.jnatprod.7b00876,
1304,COC1(C=C(NC1=O)C(=O)NCCCNCCCCNC(=O)c2cc(c([nH]2)Br)Br)Br,tedamide A,Inactive,Leishmania,,,,614.126,"ponge
Tedania brasiliensis",C18H24Br3N5O4,natural,,,9,10.1021/acs.jnatprod.7b00876,
1305,COC1(C=C(NC1=O)C(=O)NCCCCNCCCNC(=O)c2cc(c[nH]2)Br)Br,tedamide B,Inactive,Leishmania,,,,535.23,"ponge
Tedania brasiliensis",C18H25Br2N5O4,natural,,,10,10.1021/acs.jnatprod.7b00876,
1306,CN(CCCCNC(=O)c1cc(Br)c(Br)[nH]1)CCCNC(=O)c2cc(Br)c(Br)[nH]2,N-Methylpseudoceratidine,Inactive,Leishmania,,,,661.031,,C18H23Br4N5O2,synthetic,,,16,10.1021/acs.jnatprod.7b00876,
1307,Brc1cc([nH]c1Br)C(=O)NCCCCN(CCCNC(=O)c1cc(Br)c(Br)[nH]1)C(=O)CN=[N+]=[N-],pseudoceratidine derivative,Inactive,Leishmania,,,,730.054,,C19H22Br4N8O3,synthetic,,,17,10.1021/acs.jnatprod.7b00876,
1308,BrC1=C(Br)C=C(N1)C(=O)NCCCCCCCCNC(=O)c1cc(Br)c(Br)[nH]1,pseudoceratidine derivative,Inactive,Leishmania,,,,646.016,,C18H22Br4N4O2,synthetic,,,20,10.1021/acs.jnatprod.7b00876,
1309,O=C(NCCCCCCNCCCCCCNC(=O)c1cc(Br)c(Br)[nH]1)c2cc(Br)c(Br)[nH]2,pseudoceratidine derivative,Inactive,Leishmania,,,,717.139,,C22H31Br4N5O2,synthetic,,,25,10.1021/acs.jnatprod.7b00876,
1310,O=C(NCCCCCNC(=O)c1ccc[nH]1)c2ccc[nH]2,pseudoceratidine derivative,Inactive,Leishmania,,,,288.351,,C15H20N4O2,synthetic,,,28,10.1021/acs.jnatprod.7b00876,
1311,O=C(NCCCCNCCCNC(=O)c1ccc[nH]1)c2ccc[nH]2,debrominated pseudoceratidin,Inactive,Leishmania,,,,331.42,,C17H25N5O2,synthetic,,,29,10.1021/acs.jnatprod.7b00876,
1312,O=C(NCCCCNCCCNC(=O)c1cc(Br)c[nH]1)c2cc(Br)c[nH]2," 2,21-debromo-pseudoceratidine",Inactive,Leishmania,,,,489.212,,C17H23Br2N5O2,synthetic,,,31,10.1021/acs.jnatprod.7b00876,
1313,O=C(NCCCCNCCCNC(=O)c1cc(Cl)c(Cl)[nH]1)c2cc(Cl)c(Cl)[nH]2,chlorinated version of pseudoceratidine,Inactive,Leishmania,,,,469.2,,C17H21Cl4N5O2,synthetic,,,33,10.1021/acs.jnatprod.7b00876,
1314,O=C(NCCCCNCCCNC(=O)c1ccc(F)[nH]1)c2ccc(F)[nH]2,pseudoceratidine derivative,Inactive,Leishmania,,,,367.4,,C17H23F2N5O2,synthetic,,,35,10.1021/acs.jnatprod.7b00876,
1315,O=C(NCCCCNCCCNC(=O)c2cc1ccccc1[nH]2)c4cc3ccccc3[nH]4,pseudoceratidine derivative,Inactive,Leishmania,,,,431.54,,C25H29N5O2,synthetic,,,38,10.1021/acs.jnatprod.7b00876,
1316,O=C(NCCCCNCCCNC(=O)c2nc1ccccc1[nH]2)c4nc3ccccc3[nH]4,pseudoceratidine derivative,Inactive,Leishmania,,,,433.516,,C23H27N7O2,synthetic,,,39,10.1021/acs.jnatprod.7b00876,
1317,Cc2ccc(C(=O)NCCCCNCCCNC(=O)c1ccc(C)s1)s2,pseudoceratidine derivative,Inactive,Leishmania,,,,393.578,,C19H27N3O2S2,synthetic,,,43,10.1021/acs.jnatprod.7b00876,
1318,O=C(NCCCCNCCCNC(=O)c1cccc(Cl)n1)c2cccc(Cl)n2,pyridine derivatives,Inactive,Leishmania,,,,424.332,,C19H23Cl2N5O2,synthetic,,,46,10.1021/acs.jnatprod.7b00876,
1319,Cc2cccc(C(=O)NCCCCNCCCNC(=O)c1cccc(C)n1)n2,pyridine derivatives,Inactive,Leishmania,,,,383.496,,C21H29N5O2,synthetic,,,47,10.1021/acs.jnatprod.7b00876,
1320,Cc2ccc(C(=O)NCCCCNCCCNC(=O)c1ccc(C)o1)o2,bis-furans,Inactive,Leishmania,,,,361.442,,C19H27N3O4,synthetic,,,51,10.1021/acs.jnatprod.7b00876,
1321,COc3ccc(c2cn(c1ccc(OC)cc1)nn2)cc3,"1,4-Bis(4-ethoxyphenyl)-1H-1,2,3-triazole",Inactive,Leishmania,L. amazonensis : 123.3,,,281.315,,C16H15N3O2,synthetic,,,4,10.5935/0103-5053.20160017,
1322,COc3ccc(c2cn(c1ccc(OC)cc1)nn2)cc3,"1,4-Bis(4-ethoxyphenyl)-1H-1,2,3-triazole",Inactive,Leishmania,L. infantum : >200,,,281.315,,C16H15N3O2,synthetic,,,4,10.5935/0103-5053.20160017,
1323,COc3cc(c2cn(c1cc(OC)c(OC)c(OC)c1)nn2)cc(OC)c3OC,"1,4-Bis(3,4,5-trimethoxyfenyl)-1H-1,2,3-triazole",Inactive,Leishmania,L. amazonensis : >200,,,401.419,,C20H23N3O6,synthetic,,,6,10.5935/0103-5053.20160017,
1324,COc3cc(c2cn(c1cc(OC)c(OC)c(OC)c1)nn2)cc(OC)c3OC,"1,4-Bis(3,4,5-trimethoxyfenyl)-1H-1,2,3-triazole",Inactive,Leishmania,L. infantum : >200,,,401.419,,C20H23N3O6,synthetic,,,6,10.5935/0103-5053.20160017,
1325,c2cc1OCOc1cc2c5cn(c4ccc3OCOc3c4)nn5,"1,4-Bis(1,3-benzodioxol-5-yl)-1H-1,2,3-triazole",Inactive,Leishmania,L. amazonensis : 92.7,,,309.281,,C16H11N3O4,synthetic,,,7,10.5935/0103-5053.20160017,
1326,c2cc1OCOc1cc2c5cn(c4ccc3OCOc3c4)nn5,"1,4-Bis(1,3-benzodioxol-5-yl)-1H-1,2,3-triazole",Inactive,Leishmania,L. infantum : >200,,,309.281,,C16H11N3O4,synthetic,,,7,10.5935/0103-5053.20160017,
1327,COc3ccc(c2cn(c1ccc(OC)c(OC)c1)nn2)cc3,"1-(3,4-Dimethoxyphenyl)-4-(4-methoxyphenyl)-1H-1,2,3- triazole ",Inactive,Leishmania,L. amazonensis : 31.7,,,311.341,,C17H17N3O3,synthetic,,,8,10.5935/0103-5053.20160017,
1328,COc3ccc(c2cn(c1ccc(OC)c(OC)c1)nn2)cc3,"1-(3,4-Dimethoxyphenyl)-4-(4-methoxyphenyl)-1H-1,2,3- triazole ",Inactive,Leishmania,L. infantum : >200,,,311.341,,C17H17N3O3,synthetic,,,8,10.5935/0103-5053.20160017,
1329,COc3ccc(c2cn(c1cc(OC)c(OC)c(OC)c1)nn2)cc3,"4-(4-Methoxyphenyl)-1-(3,4,5-trimethoxyphenyl)-1H-1,2,3-Triazole",Inactive,Leishmania,L. amazonensis : >200,,,341.367,,C18H19N3O4,synthetic,,,10,10.5935/0103-5053.20160017,
1330,COc3ccc(n2cc(c1cc(OC)c(OC)c(OC)c1)nn2)cc3,"4-(4-Methoxyphenyl)-1-(3,4,5-trimethoxyphenyl)-1H-1,2,3-Triazole",Inactive,Leishmania,L. infantum : >200,,,341.367,,C18H19N3O4,synthetic,,,10,10.5935/0103-5053.20160017,
1331,COc4ccc(c3cn(c2ccc1OCOc1c2)nn3)cc4,"4-(1,3-Benzodioxol-5-yl)-1-(4-methoxyphenyl)-1H-1,2,3-triazole ",Inactive,Leishmania,L. amazonensis : 40.9,,,295.298,,C16H13N3O3,synthetic,,,13,10.5935/0103-5053.20160017,
1332,COc4ccc(c3cn(c2ccc1OCOc1c2)nn3)cc4,"4-(1,3-Benzodioxol-5-yl)-1-(4-methoxyphenyl)-1H-1,2,3-triazole ",Inactive,Leishmania,L. infantum : 94.5,,,295.298,,C16H13N3O3,synthetic,,,13,10.5935/0103-5053.20160017,
1333,COc3ccc(n2cc(c1cc(OC)c(OC)c(OC)c1)nn2)cc3OC,"1-(3,4-Dimetyhoxyphenyl)-4-(3,4,5-trimethoxyphenyl)-1H1,2,3 triazole",Inactive,Leishmania,L. amazonensis : 122.4,,,371.393,,C19H21N3O5,synthetic,,,15,10.5935/0103-5053.20160017,
1334,COc3ccc(n2cc(c1cc(OC)c(OC)c(OC)c1)nn2)cc3OC,"1-(3,4-Dimetyhoxyphenyl)-4-(3,4,5-trimethoxyphenyl)-1H1,2,3 triazole",Inactive,Leishmania,L. infantum : >200,,,371.393,,C19H21N3O5,synthetic,,,15,10.5935/0103-5053.20160017,
1335,COc3ccc(n2cc(c1ccc(OC)c(OC)c1)nn2)cc3,,Inactive,Leishmania,,,,311.341,,C17H17N3O3,synrhetic,,,9,10.5935/0103-5053.20160017,
1336,C1[C@@H](C[C@H]2[C@](C1)([C@H]1[C@H](C[C@H]2[NH3+])[C@H]2[C@@](CC1)(C)[C@@H](CC2)[C@H](C)CCCC(C)C)C)O,6-alpha-aminocholestanol,Active,Leishmania,3.6,,,404.703,,C27H50NO+,synthetic,,,20,"10.1371/journal.pntd.0006160
",
1337,C1[C@@H](C[C@H]2[C@](C1)([C@H]1[C@H](C[C@H]2[NH3+])[C@H]2[C@@](CC1)(C)[C@@H](CC2)[C@H](C)CCCC(C)C)C)O,6-alpha-aminocholestanol,Active,Leishmania,35.2,,,404.703,,C27H50NO+,synthetic,,,20,"10.1371/journal.pntd.0006160
",
1338,C1[C@@H](C[C@H]2[C@](C1)([C@H]1[C@H](C[C@H]2[NH3+])[C@H]2[C@@](CC1)(C)[C@@H](CC2)[C@H](C)CCCC(C)C)C)O,6-alpha-aminocholestanol,Active,Leishmania,0.9,,,404.703,,C27H50NO+,synthetic,,,20,"10.1371/journal.pntd.0006160
",
1339,CC(C)CCC[C@H](C)C3CC[C@@H]4[C@@H]2CC(=O)[C@@H]1CC(O)CC[C@@]1(C)[C@H]2CC[C@@]34C,6-ketocholestanol,Active,Leishmania,39.1,,,402.65,,C27H46O2,synthetic,,,48,"10.1371/journal.pntd.0006160
",
1340,CC(C)CCC[C@H](C)C3CC[C@@H]4[C@@H]2CC(=O)[C@@H]1CC(O)CC[C@@]1(C)[C@H]2CC[C@@]34C,6-ketocholestanol,Active,Leishmania,81.4,,,402.65,,C27H46O2,synthetic,,,48,"10.1371/journal.pntd.0006160
",
1341,CC(C)CCC[C@H](C)C3CC[C@@H]4[C@@H]2CC(=O)[C@@H]1CC(O)CC[C@@]1(C)[C@H]2CC[C@@]34C,6-ketocholestanol,Active,Leishmania,4.2,,,402.65,,C27H46O2,synthetic,,,48,"10.1371/journal.pntd.0006160
",
1342,CC(C)CCC[C@H](C)[C@H]3CC[C@@H]4[C@@H]2C[C@H]([N+](=O)O)[C@@H]1CCCC[C@@]1(C)[C@H]2CC[C@@]34C,,Inactive,Leishmania,,,,417.681,, C27H47NO2,synthetic,,,,"10.1371/journal.pntd.0006160
",
1343,CC(C)CCC[C@H](C)[C@H]3CC[C@@H]4[C@@H]2C[C@H]([N+](=O)O)[C@]1(Cl)CCCC[C@@]1(C)[C@H]2CC[C@@]34C,,Inactive,Leishmania,,,,468.126,,C27H46ClNO3,synthetic,,,,"10.1371/journal.pntd.0006160
",
1344,CC(C)CCC[C@H](C)[C@H]3CC[C@@H]4[C@@H]2C/C(=N\O)[C@]1(O)CC(O)CC[C@@]1(C)[C@H]2CC[C@@]34C,,Inactive,Leishmania,,,,433.681,, C27H47NO3,synthetic,,,,"10.1371/journal.pntd.0006160
",
1345,CC(C)CCC[C@H](C)[C@H]3CC[C@@H]4[C@@H]2C[C@](Cl)([N+](=O)O)[C@@H]1CCCC[C@@]1(C)[C@H]2CC[C@@]34C,,Inactive,Leishmania,,,,452.126,,C27H46ClNO2,synthetic,,,,"10.1371/journal.pntd.0006160
",
1346,CC(C)CCC[C@H](C)[C@H]3CC[C@@H]4[C@@H]2CC[C@@H]1CC(Cl)([N+](=O)O)CC[C@@]1(C)[C@H]2CC[C@@]34C,,Inactive,Leishmania,,,,452.126,,C27H46ClNO2,synthetic,,,,"10.1371/journal.pntd.0006160
",
1347,CC(C)CCC[C@H](C)[C@H]3CC[C@@H]4[C@@H]2C/C(=N\O)[C@@H]1C/C(=N\O)CC[C@@]1(C)[C@H]2CC[C@@]34C,,Inactive,Leishmania,,,,430.68,,C27H46N2O2,synthetic,,,,"10.1371/journal.pntd.0006160
",
1348,CC(C)CCC[C@H](C)[C@H]3CC[C@@H]4[C@@H]2C(=O)C[C@@H]1CC(O)CC[C@@]1(C)[C@H]2CC[C@@]34C,,Inactive,Leishmania,,,,402.666,,C27H46O2,synthetic,,,,"10.1371/journal.pntd.0006160
",
1349,C[C@@]34CC[C@H]2[C@@H](CC(=O)[C@@H]1CC(O)CC[C@]12C)[C@H]3CC(O)C4,,Inactive,Leishmania,,,,306.449,, C19H30O3,synthetic,,,,"10.1371/journal.pntd.0006160
",
1350,[H][C@]4(c1ccccc1)OC3C/C2=C(/C=C\C(C)(C)O2)\C(OC)=C3\[C@H](O)[C@@H]4O,"3 beta,4 beta-dihydroxy-5-methoxy-(7,6)-2,2-dimethylpyranoflavan",Active,Leishmania,,,,356.418,Lonchocarpus xuul (L. xuul) and Lonchocarpus yucatanensis leaves],C21H24O5,natural,,flavone,10,10.1016/j.apjtm.2017.10.016,
1351,CC(=C)[C@@H]1CC[C@]2([C@H]1[C@H]3CC[C@@H]4[C@]5(CC[C@@H](C([C@@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)O)C)C(=O)O,betulinic acid,Active,Leishmania,,,,456.7,P. andrieuxii leaves,C30H48O3,natural,,flavone,7,10.1016/j.apjtm.2017.10.016,
1352,c1ccc2c(c1)c3ccnc(c3[nH]2)C4=C[C@@]56CC/C=C\CCCCN7CCC4[C@]8(C7)C5N9CCCC(=O)CCC9(C8)O6,"12,34-Oxamanzamine E",Inactive,Leishmania,,,,562.758,marine sponge,C36H42N4O2,natural,alkaloid,,48,10.1016/j.ejmech.2014.07.006,
1353,c1ccc2c(c1)c3ccnc(c3[nH]2)C4=C[C@]56CC/C=C\CCCCN7CC[C@H]4[C@@]8(C7)[C@@H]5N9CCCC(=O)CC[C@@]9(C8)O6,"ent-12,34-Oxamanzamine E
",Inactive,Leishmania,,,,562.758,marine sponge,C36H42N4O2,natural,alkaloid,,37,10.1016/j.ejmech.2014.07.006,
1354,[H][C@]17CCN%10CCCC8CCCC[C@@]6(/C=C1/c3nccc4c2cc(O)ccc2[nH]c34)O[C@@]59CCC(=O)CCCN5C6C7(CC89)C%10,"12,34-Oxa-6-hydroxy manzamine E
",Inactive,Leishmania,,,,592.784,marine sponge,C37H44N4O3,natural,alkaloid,,52,10.1016/j.ejmech.2014.07.006,
1355,c1cc2c3ccnc(c3[nH]c2c(c1)O)C4=C[C@]56CC/C=C\CCCCN7CC[C@H]4[C@@]8(C7)[C@@H]5N9CCCC(=O)CC[C@@]9(C8)O6,"ent-12,34-Oxamanzamine F
",Inactive,Leishmania,,,,578.744,marine sponge,C36H42N4O3,natural,alkaloid,,38,10.1016/j.ejmech.2014.07.006,
