SMILES,Common name,IC50micromol,IC50microgML,Formula,Weight,Origin,Nature,Family,Sub family,Biological Activity,References,References_
c1ccc2c(c1)nc(c3n2ccc3)CCc4ccc5c(c4)OCO5,"4-Substituted Pyrrolo[1,2-
a]quinoxaline analogue",7,,C20H16N2O2,316.36,,synthetic,Quinoxaline Derivative,,active,10.1021/cr400552x ,  10.1016/j.bmc.2006.09.068
c1ccc2c(c1)nc(c3n2ccc3)CCc4ccc5c(c4)OCO5,"4-Substituted Pyrrolo[1,2-
a]quinoxaline analogue",> 50,,C20H16N2O2,316.36,,synthetic,Quinoxaline Derivative,,active,10.1021/cr400552x ,  10.1016/j.bmc.2006.09.068
C/C=C\c1c2cccn2c3ccccc3n1,"4-Substituted Pyrrolo[1,2-
a]quinoxaline analogue",4,,C14H12N2,208.264,,synthetic,Quinoxaline Derivative,,active,10.1021/cr400552x ,  10.1016/j.bmc.2006.09.068
C/C=C\c1c2cccn2c3ccccc3n1,"4-Substituted Pyrrolo[1,2-
a]quinoxaline analogue",0.8,,C14H12N2,208.264,,synthetic,Quinoxaline Derivative,,active,10.1021/cr400552x ,  10.1016/j.bmc.2006.09.068
C=Cc1c2cccn2c3ccccc3n1,"4-(hex-1-ynyl)pyrrolo[1,2-
a]quinoxaline",3,,C13H10N2,194.237,,synthetic,Quinoxaline Derivative,,active,10.1021/cr400552x ,  10.1016/j.bmc.2006.09.068
C=Cc1c2cccn2c3ccccc3n1,"4-(hex-1-ynyl)pyrrolo[1,2-
a]quinoxaline",0.5,,C13H10N2,194.237,,synthetic,Quinoxaline Derivative,,active,10.1021/cr400552x ,  10.1016/j.bmc.2006.09.068
CCCCc2nc1cc(OC)ccc1n3cccc23,"4-(hex-1-ynyl)pyrrolo[1,2-
a]quinoxaline",3,,C18H18N2O,254.333,,synthetic,Quinoxaline Derivative,,active,10.1021/cr400552x ,  10.1016/j.bmc.2006.09.068
CCCCc2nc1cc(OC)ccc1n3cccc23,"4-(hex-1-ynyl)pyrrolo[1,2-
a]quinoxaline",7,,C18H18N2O,254.333,,synthetic,Quinoxaline Derivative,,active,10.1021/cr400552x ,  10.1016/j.bmc.2006.09.068
CCCC\C=C\C1=NC2=CC=CC=C2N2C=CC=C12,"4-(E)-alkenylpyrrolo[1,2-a]quinoxaline
analogue",0.5,,C17H18N2,250.345,,synthetic,Quinoxaline Derivative,,active,"10.1021/cr400552x; 
    10.1080/14756360701425089 ",
CCCC\C=C\C1=NC2=CC=CC=C2N2C=CC=C12,"4-(E)-alkenylpyrrolo[1,2-a]quinoxaline
analogue",0.6,,C17H18N2,250.345,,synthetic,Quinoxaline Derivative,,active,"10.1021/cr400552x; 
    10.1080/14756360701425089 ",
CCCC\C=C\C1=NC2=CC(OC)=CC=C2N2C=CC=C12,"4-(E)-Alkenylpyrrolo[1,2-
a]quinoxaline Analogue",2,,C18H20N2O,280.371,,synthetic,Quinoxaline Derivative,,active,"10.1021/cr400552x;
    10.1080/14756360701425089 ",
CCCC\C=C\C1=NC2=CC(OC)=CC=C2N2C=CC=C12,"4-(E)-Alkenylpyrrolo[1,2-
a]quinoxaline Analogue",2.5,,C18H20N2O,280.371,,synthetic,Quinoxaline Derivative,,active,"10.1021/cr400552x;
    10.1080/14756360701425089 ",
CCCC\C=C\C1=NC2=CC=C(OC)C=C2N2C=CC=C12,"4-(E)-Alkenylpyrrolo[1,2-
a]quinoxaline Analogue",2.5,,C18H20N2O,280.371,,synthetic,Quinoxaline Derivative,,active,"10.1021/cr400552x;
    10.1080/14756360701425089 ",
CCCCC\C=C\C1=NC2=CC=CC=C2N2C=CC=C12,"4-(E)-Alkenylpyrrolo[1,2-
a]quinoxaline Analogue",1,,C18H20N2,264.372,,synthetic,Quinoxaline Derivative,,active,"10.1021/cr400552x;
    10.1080/14756360701425089 ",
CCCCC\C=C\C1=NC2=CC=CC=C2N2C=CC=C12,"4-(E)-Alkenylpyrrolo[1,2-
a]quinoxaline Analogue",1.5,,C18H20N2,264.372,,synthetic,Quinoxaline Derivative,,active,"10.1021/cr400552x;
    10.1080/14756360701425089 ",
CCCCC\C=C\C1=NC2=CC(OC)=CC=C2N2C=CC=C12,"4-(E)-Alkenylpyrrolo[1,2-
a]quinoxaline Analogue",2,,C19H22N2O,294.398,,synthetic,Quinoxaline Derivative,,active,"10.1021/cr400552x;
    10.1080/14756360701425089 ",
CCCCC\C=C\C1=NC2=CC(OC)=CC=C2N2C=CC=C12,"4-(E)-Alkenylpyrrolo[1,2-
a]quinoxaline Analogue",0.5,,C19H22N2O,294.398,,synthetic,Quinoxaline Derivative,,active,"10.1021/cr400552x;
    10.1080/14756360701425089 ",
CCCCCC\C=C\C1=NC2=CC=CC=C2N2C=CC=C12,"4-(E)-alkenylpyrrolo[1,2-a]quinoxaline
analogue",0.5,,"C19H22N2
",278.399,,synthetic,Quinoxaline Derivative,,active,"10.1021/cr400552x;
    10.1080/14756360701425089 ",
CCCCCC\C=C\C1=NC2=CC=CC=C2N2C=CC=C12,"4-(E)-alkenylpyrrolo[1,2-a]quinoxaline
analogue",0.6,,"C19H22N2
",278.399,,synthetic,Quinoxaline Derivative,,active,"10.1021/cr400552x;
    10.1080/14756360701425089 ",
CCCCCC\C=C\C1=NC2=CC(OC)=CC=C2N2C=CC=C12,"4-(E)-alkenylpyrrolo[1,2-a]quinoxaline
analogue",2,,C20H24N2O,308.425,,synthetic,Quinoxaline Derivative,,active,"10.1021/cr400552x; 
    10.1080/14756360701425089 ",
CCCCCC\C=C\C1=NC2=CC(OC)=CC=C2N2C=CC=C12,"4-(E)-alkenylpyrrolo[1,2-a]quinoxaline
analogue",1.2,,C20H24N2O,308.425,,synthetic,Quinoxaline Derivative,,active,"10.1021/cr400552x; 
    10.1080/14756360701425089 ",
CCCCCCC\C=C\C1=NC2=CC(OC)=CC=C2N2C=CC=C12,"4-(E)-alkenylpyrrolo[1,2-a]quinoxaline
analogue",2,,C21H26N2O,322.452,,synthetic,Quinoxaline Derivative,,active,"10.1021/cr400552x; 
10.1080/14756360701425089",
CCCCCCC\C=C\C1=NC2=CC(OC)=CC=C2N2C=CC=C12,"4-(E)-alkenylpyrrolo[1,2-a]quinoxaline
analogue",4,,C21H26N2O,322.452,,synthetic,Quinoxaline Derivative,,active,"10.1021/cr400552x; 
10.1080/14756360701425089",
CCCCCCCC\C=C\C1=NC2=CC(OC)=CC=C2N2C=CC=C12,"4-(E)-alkenylpyrrolo[1,2-a]quinoxaline
analogue",1,,C22H28N2O,336.479,,synthetic,Quinoxaline Derivative,,active,"10.1021/cr400552x; 
10.1080/14756360701425089",
CCCCCCCC\C=C\C1=NC2=CC(OC)=CC=C2N2C=CC=C12,"4-(E)-alkenylpyrrolo[1,2-a]quinoxaline
analogue",4,,C22H28N2O,336.479,,synthetic,Quinoxaline Derivative,,active,"10.1021/cr400552x; 
10.1080/14756360701425089",
FC(F)(F)c4ccc(OC2C(Cn1ccnc1)CCCC2Cn3ccnc3)cc4,"2,6-bisimidazolyl-methyl-1-aryloxycyclohexane",,3.284,C21H23F3N4O,404.436,,synthetic, imidazole derivative,,active,"10.1021/cr400552x;
    10.1016/j.bmcl.2008.11.094",
FC(F)(F)c4ccc(OC2C(Cn1ccnc1)CCCC2Cn3ccnc3)cc4,"2,6-bisimidazolyl-methyl-1-aryloxycyclohexane",,1.13,C21H23F3N4O,404.436,,synthetic, imidazole derivative,,active,"10.1021/cr400552x;
    10.1016/j.bmcl.2008.11.094",
FC(F)(F)c4ccc(OC2C(Cn1ccnc1)CCCC2Cn3ccnc3)cc4,"2,6-bisimidazolyl-methyl-1-aryloxycyclohexane",,,C21H23F3N4O,404.436,,synthetic, imidazole derivative,,inactive,"10.1021/cr400552x;
    10.1016/j.bmcl.2008.11.094",
[O-][N+](=O)c1ccc(OC2C(Cn3ccnc3)CCCC2Cn2ccnc2)cc1,"2,6-bisimidazolyl-methyl-1-aryloxycyclohexane",,5.524,C20H23N5O3,381.436,,synthetic, imidazole derivative,,active,"10.1021/cr400552x;
    10.1016/j.bmcl.2008.11.094",
[O-][N+](=O)c1ccc(OC2C(Cn3ccnc3)CCCC2Cn2ccnc2)cc1,"2,6-bisimidazolyl-methyl-1-aryloxycyclohexane",,1.97,C20H23N5O3,381.436,,synthetic, imidazole derivative,,active,"10.1021/cr400552x;
    10.1016/j.bmcl.2008.11.094",
[O-][N+](=O)c1ccc(OC2C(Cn3ccnc3)CCCC2Cn2ccnc2)cc1,"2,6-bisimidazolyl-methyl-1-aryloxycyclohexane",,,C20H23N5O3,381.436,,synthetic, imidazole derivative,,inactive,"10.1021/cr400552x;
    10.1016/j.bmcl.2008.11.094",
[O-][N+](=O)c1ccccc1OC1C(Cn2ccnc2)CCCC1Cn1ccnc1,"2,6-bisimidazolyl-methyl-1-aryloxycyclohexane",,9.57,C20H23N5O3,381.436,,synthetic, imidazole derivative,,active,"10.1021/cr400552x;
    10.1016/j.bmcl.2008.11.094",
[O-][N+](=O)c1ccccc1OC1C(Cn2ccnc2)CCCC1Cn1ccnc1,"2,6-bisimidazolyl-methyl-1-aryloxycyclohexane",,2.437,C20H23N5O3,381.436,,synthetic, imidazole derivative,,active,"10.1021/cr400552x;
    10.1016/j.bmcl.2008.11.094",
[O-][N+](=O)c1ccc(OC2C(Cn3ccnc3)CCCC2Cn2ccnc2)c(c1)C(F)(F)F,"2,6-bisimidazolyl-methyl-1-aryloxycyclohexane",,6.725,C21H22F3N5O3,449.433,,synthetic, imidazole derivative,,active,"10.1021/cr400552x;
    10.1016/j.bmcl.2008.11.094",
[O-][N+](=O)c1ccc(OC2C(Cn3ccnc3)CCCC2Cn2ccnc2)c(c1)C(F)(F)F,"2,6-bisimidazolyl-methyl-1-aryloxycyclohexane",,0.588,C21H22F3N5O3,449.433,,synthetic, imidazole derivative,,active,"10.1021/cr400552x;
    10.1016/j.bmcl.2008.11.094",
[O-][N+](=O)c1ccc(OC2C(Cn3ccnc3)CCCC2Cn2ccnc2)c(F)c1,"2,6-bisimidazolyl-methyl-1-aryloxycyclohexane",,3.57,C20H22FN5O3,399.426,,synthetic,imidazole derivative,,active,"10.1021/cr400552x;
    10.1016/j.bmcl.2008.11.094",
[O-][N+](=O)c1ccc(OC2C(Cn3ccnc3)CCCC2Cn2ccnc2)c(F)c1,"2,6-bisimidazolyl-methyl-1-aryloxycyclohexane",,1.17,C20H22FN5O3,399.426,,synthetic,imidazole derivative,,active,"10.1021/cr400552x;
    10.1016/j.bmcl.2008.11.094",
[O-][N+](=O)c1ccc(OC2C(Cn3ccnc3)CCCC2Cn2ccnc2)c(F)c1,"2,6-bisimidazolyl-methyl-1-aryloxycyclohexane",,,C20H22FN5O3,399.426,,synthetic,imidazole derivative,,inactive,"10.1021/cr400552x;
    10.1016/j.bmcl.2008.11.094",
FC(F)(F)c3ccc(O[C@H]1CCCC[C@@H]1Cn2ccnc2)cc3,"2,6-bis-
imidazolylmethyl-cyclohexyl aryl ether",,0.81,C17H19F3N2O,324.346,,synthetic, imidazole derivative,,active,"10.1021/cr400552x;
    10.1016/j.bmcl.2008.11.094",
FC(F)(F)c3ccc(O[C@H]1CCCC[C@@H]1Cn2ccnc2)cc3,"2,6-bis-
imidazolylmethyl-cyclohexyl aryl ether",,3.83,C17H19F3N2O,324.346,,synthetic, imidazole derivative,,active,"10.1021/cr400552x;
    10.1016/j.bmcl.2008.11.094",
[O-][N+](=O)c1ccc(O[C@H]2CCCC[C@@H]2Cn2ccnc2)cc1,1-(2-aryloxycyclohexylmethyl)-1H-imidazole,,0.82,C16H19N3O3,301.346,,synthetic,imidazole derivative,,active,"10.1021/cr400552x;
    10.1016/j.bmcl.2008.11.094",
[O-][N+](=O)c1ccc(O[C@H]2CCCC[C@@H]2Cn2ccnc2)cc1,1-(2-aryloxycyclohexylmethyl)-1H-imidazole,,4.57,C16H19N3O3,301.346,,synthetic,imidazole derivative,,active,"10.1021/cr400552x;
    10.1016/j.bmcl.2008.11.094",
[O-][N+](=O)c1ccccc1O[C@H]1CCCC[C@@H]1Cn1ccnc1,"2,6-bis-
imidazolylmethyl-cyclohexyl aryl ether",,4.23,C16H19N3O3,301.346,,synthetic,imidazole derivative,,active,"10.1021/cr400552x;
    10.1016/j.bmcl.2008.11.094",
[O-][N+](=O)c1ccc(O[C@H]2CCCC[C@@H]2Cn2ccnc2)c(F)c1,"2,6-bis-
imidazolylmethyl-cyclohexyl aryl ether",,1.09,C16H18FN3O3,319.336,,synthetic,imidazole derivative,,active,"10.1021/cr400552x;
    10.1016/j.bmcl.2008.11.094",
[O-][N+](=O)c1ccc(O[C@H]2CCCC[C@@H]2Cn2ccnc2)c(F)c1,"2,6-bis-
imidazolylmethyl-cyclohexyl aryl ether",,0.71,C16H18FN3O3,319.336,,synthetic,imidazole derivative,,active,"10.1021/cr400552x;
    10.1016/j.bmcl.2008.11.094",
[O-][N+](=O)c1ccc(O[C@H]2CCCC[C@@H]2Cn2ccnc2)c(F)c1,"2,6-bis-
imidazolylmethyl-cyclohexyl aryl ether",,,C16H18FN3O3,319.336,,synthetic,imidazole derivative,,inactive,"10.1021/cr400552x;
    10.1016/j.bmcl.2008.11.094",
FC(F)(F)c4ccc(OC2C(n1ccnc1)CCCC2n3ccnc3)cc4,"1-aryloxy-2, 6-bisimidazolyl
cyclohexane",,2.06,C19H19F3N4O,376.382,,synthetic,imidazole derivative,,active,"10.1021/cr400552x;
    10.1016/j.bmcl.2008.11.094",
FC(F)(F)c4ccc(OC2C(n1ccnc1)CCCC2n3ccnc3)cc4,"1-aryloxy-2, 6-bisimidazolyl
cyclohexane",,3,C19H19F3N4O,376.382,,synthetic,imidazole derivative,,active,"10.1021/cr400552x;
    10.1016/j.bmcl.2008.11.094",
FC(F)(F)c4ccc(OC2C(n1ccnc1)CCCC2n3ccnc3)cc4,"1-aryloxy-2, 6-bisimidazolyl
cyclohexane",,,C19H19F3N4O,376.382,,synthetic,imidazole derivative,,inactive,"10.1021/cr400552x;
    10.1016/j.bmcl.2008.11.094",
[O-][N+](=O)c1ccc(OC2C(CCCC2n2ccnc2)n2ccnc2)cc1,"1-aryloxy-2, 6-bisimidazolyl
cyclohexane",,4.67,C18H19N5O3,353.382,,synthetic,imidazole derivative,,active,"10.1021/cr400552x;
    10.1016/j.bmcl.2008.11.094",
[O-][N+](=O)c1ccc(OC2C(CCCC2n2ccnc2)n2ccnc2)cc1,"1-aryloxy-2, 6-bisimidazolyl
cyclohexane",,8.76,C18H19N5O3,353.382,,synthetic,imidazole derivative,,active,"10.1021/cr400552x;
    10.1016/j.bmcl.2008.11.094",
Fc1cc([NO2])ccc1OC3C(n2ccnc2)CCCC3n4ccnc4,"1-aryloxy-2, 6-bisimidazolyl
cyclohexane",,6.13,Invalid,,,synthetic,imidazole derivative,,active,"10.1021/cr400552x;
    10.1016/j.bmcl.2008.11.094",
Fc1cc([NO2])ccc1OC3C(n2ccnc2)CCCC3n4ccnc4,"1-aryloxy-2, 6-bisimidazolyl
cyclohexane",,3.02,Invalid,,,synthetic,imidazole derivative,,active,"10.1021/cr400552x;
    10.1016/j.bmcl.2008.11.094",
Fc1cc([NO2])ccc1OC3C(n2ccnc2)CCCC3n4ccnc4,"1-aryloxy-2, 6-bisimidazolyl
cyclohexane",,,Invalid,,,synthetic,imidazole derivative,,inactive,"10.1021/cr400552x;
    10.1016/j.bmcl.2008.11.094",
FC(F)(F)c3ccc(OC(CCn1ccnc1)c2ccccc2)cc3,,,,C19H17F3N2O,346.352,,synthetic,imidazole derivative,Aryloxyalkyl Imidazole,active,"10.1021/cr400552x;
    10.1016/j.bmcl.2009.10.117

",
FC(F)(F)c3ccc(OC(CCn1ccnc1)c2ccccc2)cc3,,,0.47,C19H17F3N2O,346.352,,synthetic,imidazole derivative,Aryloxyalkyl Imidazole,active,"10.1021/cr400552x;
    10.1016/j.bmcl.2009.10.117

",
[O-][N+](=O)c1ccc(OC(CCn2ccnc2)c2ccccc2)cc1,,,,C18H17N3O3,323.352,,synthetic,imidazole derivative,Aryloxyalkyl Imidazole,active,"10.1021/cr400552x;
    10.1016/j.bmcl.2009.10.117

",
[O-][N+](=O)c1ccc(OC(CCn2ccnc2)c2ccccc2)cc1,,,3.82,C18H17N3O3,323.352,,synthetic,imidazole derivative,Aryloxyalkyl Imidazole,active,"10.1021/cr400552x;
    10.1016/j.bmcl.2009.10.117

",
[O-][N+](=O)c1ccccc1OC(CCn1ccnc1)c1ccccc1,,,,C18H17N3O3,323.352,,synthetic,imidazole derivative,Aryloxyalkyl Imidazole,active,"10.1021/cr400552x;
    10.1016/j.bmcl.2009.10.117

",
[O-][N+](=O)c1ccccc1OC(CCn1ccnc1)c1ccccc1,,,0.48,C18H17N3O3,323.352,,synthetic,imidazole derivative,Aryloxyalkyl Imidazole,active,"10.1021/cr400552x;
    10.1016/j.bmcl.2009.10.117

",
[O-][N+](=O)c1ccc(OC(CCn2ccnc2)c2ccccc2)c(F)c1,,,,C18H16FN3O3,341.342,,synthetic,imidazole derivative,Aryloxyalkyl Imidazole,active,"10.1021/cr400552x;
    10.1016/j.bmcl.2009.10.117

",
[O-][N+](=O)c1ccc(OC(CCn2ccnc2)c2ccccc2)c(F)c1,,,2.83,C18H16FN3O3,341.342,,synthetic,imidazole derivative,Aryloxyalkyl Imidazole,active,"10.1021/cr400552x;
    10.1016/j.bmcl.2009.10.117

",
CC(Cn1ccnc1)C(Oc2ccc(C(F)(F)F)cc2)c3ccccc3,,,,C20H19F3N2O,360.379,,synthetic,imidazole derivative,Aryloxyalkyl Imidazole,active,"10.1021/cr400552x;
    10.1016/j.bmcl.2009.10.117

",
CC(Cn1ccnc1)C(Oc2ccc(C(F)(F)F)cc2)c3ccccc3,,,1.85,C20H19F3N2O,360.379,,synthetic,imidazole derivative,Aryloxyalkyl Imidazole,active,"10.1021/cr400552x;
    10.1016/j.bmcl.2009.10.117

",
CC(Cn1ccnc1)C(Oc1ccccc1[N+]([O-])=O)c1ccccc1,,,,C19H19N3O3,337.379,,synthetic,imidazole derivative,aryloxyalkyl imidazole,active,"10.1021/cr400552x;
    10.1016/j.bmcl.2009.10.117

",
CC(Cn1ccnc1)C(Oc1ccccc1[N+]([O-])=O)c1ccccc1,,,2.27,C19H19N3O3,337.379,,synthetic,imidazole derivative,aryloxyalkyl imidazole,active,"10.1021/cr400552x;
    10.1016/j.bmcl.2009.10.117

",
FC(F)(F)c3ccc(OC(Cn1ccnc1)c2ccccc2)cc3,,,,C18H15F3N2O,332.325,,synthetic,imidazole derivative,aryloxyalkyl imidazole,active,"10.1021/cr400552x;
    10.1016/j.bmcl.2009.10.117

",
FC(F)(F)c3ccc(OC(Cn1ccnc1)c2ccccc2)cc3,,,2.05,C18H15F3N2O,332.325,,synthetic,imidazole derivative,aryloxyalkyl imidazole,active,"10.1021/cr400552x;
    10.1016/j.bmcl.2009.10.117

",
[O-][N+](=O)c1ccc(OC(Cn2ccnc2)c2ccccc2)cc1,,,,C17H15N3O3,309.325,,synthetic,imidazole derivative,aryloxyalkyl imidazole,active,"10.1021/cr400552x;
    10.1016/j.bmcl.2009.10.117

",
[O-][N+](=O)c1ccc(OC(Cn2ccnc2)c2ccccc2)cc1,,,3.71,C17H15N3O3,309.325,,synthetic,imidazole derivative,aryloxyalkyl imidazole,active,"10.1021/cr400552x;
    10.1016/j.bmcl.2009.10.117

",
[O-][N+](=O)c1ccc(OC(Cn2ccnc2)c2ccccc2)c(F)c1,,,2.76,C17H14FN3O3,327.315,,synthetic,imidazole derivative,aryloxyalkyl imidazole,active,"10.1021/cr400552x;
    10.1016/j.bmcl.2009.10.117

",
[O-][N+](=O)c1ccc(OC(Cn2ccnc2)c2ccccc2)c(F)c1,,,,C17H14FN3O3,327.315,,synthetic,imidazole derivative,aryloxyalkyl imidazole,inactive,"10.1021/cr400552x;
    10.1016/j.bmcl.2009.10.117

",
[O-][N+](=O)c1ccccc1OC(Cn1ccnc1)c1ccccc1,,,,C17H15N3O3,309.325,,synthetic,imidazole derivative,aryloxyalkyl imidazole,active,"10.1021/cr400552x;
    10.1016/j.bmcl.2009.10.117

",
[O-][N+](=O)c1ccccc1OC(Cn1ccnc1)c1ccccc1,,,2.25,C17H15N3O3,309.325,,synthetic,imidazole derivative,aryloxyalkyl imidazole,active,"10.1021/cr400552x;
    10.1016/j.bmcl.2009.10.117

",
FC(F)(F)c1ccc(OC(Cn2ccnc2)OCC2=CC=CC=C2)cc1,,,,C19H17F3N2O2,362.351,,synthetic,imidazole derivative,diaryloxyalkyl imidazole,active,"10.1021/cr400552x;
    10.1016/j.bmcl.2009.10.117

",
FC(F)(F)c1ccc(OC(Cn2ccnc2)OCC2=CC=CC=C2)cc1,,,0.56,C19H17F3N2O2,362.351,,synthetic,imidazole derivative,diaryloxyalkyl imidazole,active,"10.1021/cr400552x;
    10.1016/j.bmcl.2009.10.117

",
[O-][N+](=O)c1ccccc1OC(Cn1ccnc1)OCC1=CC=CC=C1,,,,C18H17N3O4,339.351,,synthetic,imidazole derivative,diaryloxyalkyl imidazole,active,"10.1021/cr400552x; 
    10.1016/j.bmcl.2009.10.117

",
[O-][N+](=O)c1ccccc1OC(Cn1ccnc1)OCC1=CC=CC=C1,,,4.82,C18H17N3O4,339.351,,synthetic,imidazole derivative,diaryloxyalkyl imidazole,active,"10.1021/cr400552x; 
    10.1016/j.bmcl.2009.10.117

",
Clc3cccc(COC(CCn1ccnc1)c2ccco2)c3,,3.04-9.39,,C17H17ClN2O2,316.788,synthetic,synthetic,Imidazolidine Derivative,furanyl azole derivative,active,"10.1021/cr400552x; 
    10.1100/tsw.2010.176",
Clc3ccc(COC(CCn1ccnc1)c2ccco2)c(Cl)c3,,3.04-9.39,,C17H16Cl2N2O2,351.233,,synthetic,Imidazolidine Derivative,furanyl azole derivative,active,"10.1021/cr400552x;
    10.1100/tsw.2010.176",
Clc3ccc(Cl)c(COC(CCn1ccnc1)c2ccco2)c3,,3.04-9.39,,C17H16Cl2N2O2,351.233,,synthetic,Imidazolidine Derivative,furanyl azole derivative,active,"10.1021/cr400552x;
    10.1100/tsw.2010.176",
Fc3ccc(COC(CCn1ccnc1)c2ccco2)c(F)c3,,3.04-9.39,,C17H16F2N2O2,318.323,,synthetic,Imidazolidine Derivative,furanyl azole derivative,active,"10.1021/cr400552x;
    10.1100/tsw.2010.176",
Fc3ccc(F)c(COC(CCn1ccnc1)c2ccco2)c3,,3.04-9.39,,C17H16F2N2O2,318.323,,synthetic,Imidazolidine Derivative,furanyl azole derivative,active,"10.1021/cr400552x;
    10.1100/tsw.2010.176",
Clc3cccc(COC(CCn1cncn1)c2ccco2)c3,,3.04-9.39,,C16H16ClN3O2,317.776,,synthetic,Imidazolidine Derivative,furanyl azole derivative,active,"10.1021/cr400552x;
    10.1100/tsw.2010.176",
Clc3ccc(Cl)c(COC(CCn1cncn1)c2ccco2)c3,,3.04-9.39,,C16H15Cl2N3O2,352.221,,synthetic,Imidazolidine Derivative,furanyl azole derivative,active,"10.1021/cr400552x
    10.1100/tsw.2010.176",
Clc3cccc(COC(CCn1ccnc1)c2cccs2)c3,,5.14-7.81,,C17H17ClN2OS,332.856,,synthetic,Imidazolidine Derivative,thiophenyl azole,active,"10.1021/cr400552x;
    10.1100/tsw.2010.176",
Clc3ccc(COC(CCn1ccnc1)c2cccs2)c(Cl)c3,,5.14-7.81,,C17H16Cl2N2OS,367.301,,synthetic,Imidazolidine Derivative,thiophenyl azole,active,"10.1021/cr400552x;
    10.1100/tsw.2010.176",
Clc3ccc(Cl)c(COC(CCn1ccnc1)c2cccs2)c3,,5.14-7.81,,C17H16Cl2N2OS,367.301,,synthetic,Imidazolidine Derivative,thiophenyl azole,active,"10.1021/cr400552x;
    10.1100/tsw.2010.176",
Fc3ccc(COC(CCn1ccnc1)c2cccs2)c(F)c3,,5.14-7.81,,C17H16F2N2OS,334.391,,synthetic,Imidazolidine Derivative,thiophenyl azole,active,"10.1021/cr400552x;
    10.1100/tsw.2010.176",
Fc3ccc(F)c(COC(CCn1ccnc1)c2cccs2)c3,,5.14-7.81,,C17H16F2N2OS,334.391,,synthetic,Imidazolidine Derivative,thiophenyl azole,active,"10.1021/cr400552x;
    10.1100/tsw.2010.176",
c6ccc5[nH]c(c4ccc(OCCCOc3ccc(c2nc1ccccc1[nH]2)cc3)cc4)nc5c6,,1.5,,C29H24N4O2,460.537,,,,bisbenzimidazole,active,"10.1021/cr400552x;
    10.1016/j.bmcl.2008.03.020

",
c6ccc5[nH]c(c4ccc(OCCCCOc3ccc(c2nc1ccccc1[nH]2)cc3)cc4)nc5c6,,4.9,,C30H26N4O2,474.564,,,,bisbenzimidazole,active,"10.1021/cr400552x;
    10.1016/j.bmcl.2008.03.020

",
c6ccc5[nH]c(c4ccc(OCCCCCOc3ccc(c2nc1ccccc1[nH]2)cc3)cc4)nc5c6,,1.4,,C31H28N4O2,488.591,,,,bisbenzimidazole,active,"10.1021/cr400552x;
    10.1016/j.bmcl.2008.03.020

",
Cc1ncc(C(F)F)n1c2ccc(Cl)cc2,difluoromethylated azole,1.7,,C11H9ClF2N2,242.656,,synthetic,,,active,10.1021/cr400552x,
O=Cc2cn(c1cccc(Cl)c1)nn2,carbaldehyde,2.8,,C9H6ClN3O,207.62,,synthetic,,,active,10.1021/cr400552x,
FC(F)c2cn(c1cccc(Cl)c1)nn2,difluoromethylated azole,2.6,,C9H6ClF2N3,229.617,,synthetic,,,active,10.1021/cr400552x,
COC1=CC=C(CC(N)C(N)CC2=CC=C(OC)C=C2)C=C1,"1,2-Bis(p-methoxybenzyl)ethylenediamine",,1.9,C18H24N2O2,300.402,,,Imidazolidine Derivative,,active,"10.1021/cr400552x;
    10.1100/tsw.2010.176",
COC1=CC=C(CC(N)C(N)CC2=CC=C(OC)C=C2)C=C1,"1,2-Bis(p-methoxybenzyl)ethylenediamine",,1.8,C18H24N2O2,300.402,,,Imidazolidine Derivative,,active,"10.1021/cr400552x;
    10.1100/tsw.2010.176",
COc3ccc(CN2CCN(Cc1ccc(OC)cc1)C2)cc3,"2-Substituted-1,3-Bis(p-
methoxybenzyl)imidazolidine",,4.7,C19H24N2O2,312.413,,synthetic,Imidazolidine Derivative,,active,"10.1021/cr400552x;
    10.1100/tsw.2010.176",
COc3ccc(CN2CCN(Cc1ccc(OC)cc1)C2)cc3,"2-Substituted-1,3-Bis(p-
methoxybenzyl)imidazolidine",,2.4,C19H24N2O2,312.413,,synthetic,Imidazolidine Derivative,,active,"10.1021/cr400552x;
    10.1100/tsw.2010.176",
COc4ccc(CN2CCN(Cc1ccc(OC)cc1)C2c3ccccc3)cc4,"2-Substituted-1,3-Bis(p-
methoxybenzyl)imidazolidines",,13.6,C25H28N2O2,388.511,,synthetic,Imidazolidine Derivative,,active,"10.1021/cr400552x;
    10.1100/tsw.2010.176",
COc4ccc(CN2CCN(Cc1ccc(OC)cc1)C2c3ccccc3)cc4,"2-Substituted-1,3-Bis(p-
methoxybenzyl)imidazolidines",,4,C25H28N2O2,388.511,,synthetic,Imidazolidine Derivative,,active,"10.1021/cr400552x;
    10.1100/tsw.2010.176",
COc4ccc(CN2CCN(Cc1ccc(OC)cc1)C2c3ccc(OC)cc3)cc4,"2-Substituted-1,3-Bis(p-
methoxybenzyl)imidazolidines",,9,C26H30N2O3,418.537,,synthetic,Imidazolidine Derivative,,active,"10.1021/cr400552x;
    10.1100/tsw.2010.176",
COc4ccc(CN2CCN(Cc1ccc(OC)cc1)C2c3ccc(OC)cc3)cc4,"2-Substituted-1,3-Bis(p-
methoxybenzyl)imidazolidines",,3,C26H30N2O3,418.537,,synthetic,Imidazolidine Derivative,,active,"10.1021/cr400552x;
    10.1100/tsw.2010.176",
