CompoundID,SMILES,Biological Activity,% Inhibition ,IC50(µM/ml) ,IC50(µg/ml),Weight,Origin,Formula,Common name,Nature,Family,Sub family,References,References_
21,CC1OC1c3ccc2ccccc2n3,Inactive,,,,185.222,,C12H11NO,chimanine D,,alkaloid,quinoline,"    
10.1016/j.bmc.2013.11.048

",
22,C/C=C/c2ccc1ccccc1n2,Active,,147.73,,169.222,Galipea longiflora Krause (Rutaceae),C12H11N,chimanine B,natural,alkaloid,quinoline,"    
10.1016/j.bmc.2013.11.048

",
24,COc3c1ccoc1nc4cc2OCOc2cc34,Active,,25.5,,243.218,stem bark of Helietta apiculata,C13H9NO4,masculine,natural,alkaloid,quinoline,"10.1016/j.bmc.2013.11.048
;10.1016/j.phymed.2009.09.009

",
24,COc3c1ccoc1nc4cc2OCOc2cc34,Active,,20.8,,243.218,stem bark of Helietta apiculata,C13H9NO4,masculine,natural,alkaloid,quinoline,"10.1016/j.bmc.2013.11.048
;10.1016/j.phymed.2009.09.009

",
24,COc3c1ccoc1nc4cc2OCOc2cc34,Active,,29,,243.218,stem bark of Helietta apiculata,C13H9NO4,masculine,natural,alkaloid,quinoline,"10.1016/j.bmc.2013.11.048
;10.1016/j.phymed.2009.09.009

",
25,CC/C=C/CC3CCc2cc(=O)c1ccccc1n2C3 ,Inactive,,,,267.372,Dictyoloma peruviana (Rutaceae),C18H21NO,dictylomide A,natural,alkaloid,quinoline,"10.1016/j.bmc.2013.11.048
;PMID:7546553",
26,CCCCCC(O)C3CCc2cc(=O)c1ccccc1n2C3,Active,,,,299.414,Dictyoloma peruviana (Rutaceae),C19H25NO2,dictylomide  B,natural,alkaloid,quinoline,"10.1016/j.bmc.2013.11.048
;PMID:7546553",
27,CC4CC3CN5CCc1c([nH]c2cc(OC)ccc12)[C@](C(=O)OC)(C3)C45,Active,,32.56,,338.443,Peschirea australis (Apocynaceae),C21H26N2O2,Coronaridine,natural,alkaloid,iboga-type indole alkaloid,"10.1016/j.bmc.2013.11.048

",
28,[H][C@@]12C[C@]([H])(C(/C=C/OC)C(=O)OC)[C@@H](CC)CN1CCc3c2[nH]c4ccccc34,Active,,1.65,,368.469,bark of Corynanthe pachyceras (Rubiaceae),C22H28N2O3,dihydrocorynantheine,natural,alkaloid,indole,"10.1016/j.bmc.2013.11.048
;PMID:10985079 ",
29,[H][C@]4(C=C)CN3CCc1c([nH]c2ccccc12)[C@]3([H])C[C@]4([H])C(/C=C/OC)C(=O)OC,Active,,1.12,,366.453,the bark of Corynanthe pachyceras (Rubiaceae),C22H26N2O3,corynantheine,natural,alkaloid,indole,"10.1016/j.bmc.2013.11.048
;PMID:10985079 ",
30,[H][C@@]4(CC)CN3CCc1c([nH]c2ccccc12)[C@]3([H])C[C@]4([H])C(/C=C/OC)C(=O)OC,Active,,2.81,,368.469,the bark of Corynanthe pachyceras (Rubiaceae),C22H28N2O3,corynantheidine,natural,alkaloid,indole,"10.1016/j.bmc.2013.11.048
;PMID:10985079 ",
31,[H][C@]/7([C@@]([H])(C(=O)OC)[C@@]1([H])NCCc2c1[nH]c3ccccc23)C[C@@]6([H])c5[nH]c4ccccc4c5CCN6CC7=C\C,Active,,<3.15,,494.627,Kopsia griffithii (Apocynaceae),C31H34N4O2,buchtienine,natural,alkaloid,indole,"10.1016/j.bmc.2013.11.048

",
32,Cc2nccc3c1ccccc1[nH]c23,Active,,34.29,,182.221,Kopsia griffithii (Apocynaceae),C12H10N2,harmane,natural,alkaloid,indole,"10.1016/j.bmc.2013.11.048

",
33,[H][C@]13N5CCC[C@@]1(C)CC(C(=O)OC)[C@@]4(C)N(C(=O)OC)c2ccccc2C34CC5,Inactive,,,,396.479,Kopsia griffithii (Apocynaceae),C23H28N2O4,pleiocarpine,natural,alkaloid,indole,"10.1016/j.bmc.2013.11.048

",
36,C/C=C\1CN[C@H](C)C(C(=O)OC)C1CC(CCCCCCCCCCCc5c([Co])ccc6c4CC[N@]2C[C@H]3CC(CC)C2[C@@](C(=O)OC)(C3)c4[nH]c56)c8[nH]c7ccccc7c8C,Active,,,,690.87,Peschiera van heurkii (Apocynaceae),C42H50N4O5,Gabunine,natural,alkaloid,bis-indole alkaloid,"10.1016/j.bmc.2013.11.048
;PMID:7997477 ",
37,C/C=C\1CN(C)[C@H](C)C(C(=O)OC)C1CC(CCCCCCCCCCCc5c([Co])ccc6c4CC[N@]2C[C@H]3CC(CC)C2[C@@](C(=O)OC)(C3)c4[nH]c56)c8[nH]c7ccccc7c8C,Active,,,,704.897,Conopharyngia durissima (Apocynacea),C43H52N4O5,conodurine,natural,alkaloid,indole,"10.1016/j.bmc.2013.11.048
;PMID:7997477 ",
38,Oc2c(OC)c3ccnc4c(=O)c1ccccc1c(c2OC)c34,Active,,<60,,307.305,Annona foetida (Annonaceae),C19H15NO4,O-methylmoschatoline,natural,alkaloid,isoquinoline,"10.1016/j.bmc.2013.11.048

",
39,O=c3c1ccccc1c5c2OCOc2cc4ccnc3c45,Active,,21.5,,275.263,Annona foetida (Annonaceae),C17H9NO3,liriodenine,natural,alkaloid,isoquinoline,"10.1016/j.bmc.2013.11.048

",
39,O=c3c1ccccc1c5c2OCOc2cc4ccnc3c45,Inactive,,,,275.263,"stem bark of Rollinia emarginata
(Annonaceae)",C17H9NO3,liriodenine,natural,alkaloid,isoquinoline,"10.1016/j.bmc.2013.11.048

",
40,COc5ccc4cc3c2cc1OCOc1cc2CC[n+]3cc4c5OC,Inactive,,,,336.367,"many plant families (Annonaceae,
Menispermaceae, and Berberifaceae)",C20H18NO4,Berberine,natural,alkaloid,isoquinoline,"10.1016/j.bmc.2013.11.048

",
41,COC2=C4c1ccc(O)cc1C(C)(O)C3=NC=CC(C(C(C)=O)=C2O)C34,Active,,294.68,,353.374,"the bark of Guatteria foliosa
(Annonaceae)",C19H19NO5,isoguattouregidine,natural,alkaloid,isoquinoline,10.1016/j.bmc.2013.11.048 , PMID:7964785
42,Oc1ccc3c(c1)CC5NCCc4cc2OCOc2c3c45,Active,,,,281.311,Guatteria dumetorum (Annonaceae),C17H15NO2,anonaine,natural,alkaloid,isoquinoline,"10.1016/j.bmc.2013.11.048
;10.1055/s-2005-916179

",
43,COc3c(O)cc4CCN(C)C5Cc2cc1CCCc1cc2c3c45,Active,,73.3,,321.42,Guatteria dumetorum (Annonaceae),C19H19NO4,isodomesticine,natural,alkaloid,isoquinoline,"10.1016/j.bmc.2013.11.048
;10.1055/s-2005-916179

",
44,COc3c(O)cc4CCNC5Cc2cc1CCCc1cc2c3c45,Active,,48.2,,307.393,Guatteria dumetorum (Annonaceae),C18H17NO4,norisodomesticine,natural,alkaloid,isoquinoline,"10.1016/j.bmc.2013.11.048
;10.1055/s-2005-916179

",
45,COc3cc4CCN(C)C5Cc2cc1CCCc1cc2c(c3OC)c45,Active,,41,,335.447,Guatteria dumetorum (Annonaceae),C20H21NO4,nantenine,natural,alkaloid,isoquinoline,"10.1016/j.bmc.2013.11.048
;10.1055/s-2005-916179

",
47,COc3cc2cc4c1c(cc(OC)c(OC)c1c2cc3O)CCN4C,Active,,210,,339.391,Guatteria dumetorum (Annonaceae),C20H21NO4,"lirioferine 
",natural,alkaloid,isoquinoline,"10.1016/j.bmc.2013.11.048;10.1055/s-2005-916179

",
48,COc1cc2c(cc1O)cc4c3c(cc(OC)c(OC)c23)CCN4C,Active,,395,,339.391,Guatteria dumetorum (Annonaceae),C20H21NO4,N-methylaurotetanine,natural,alkaloid,isoquinoline,"10.1016/j.bmc.2013.11.048
;10.1055/s-2005-916179

",
49,COc2cc1cc4NCCc3cc(OC)c(OC)c(c1cc2O)c34,Active,,>916,,325.364,Guatteria dumetorum (Annonaceae),C19H19NO4,norlirioferine,natural,alkaloid,isoquinoline,"10.1016/j.bmc.2013.11.048
;10.1055/s-2005-916179

",
50,COc2cc3CCN(C)c4cc1cc(O)c(OC)cc1c(c2)c34,Active,,>916,,309.365,Guatteria dumetorum (Annonaceae),C19H21NO4,isoboldine,natural,alkaloid,isoquinoline,"10.1016/j.bmc.2013.11.048
:10.1055/s-2005-916179

",
51,COc3ccc(CC2c1cc(O)c(OC)cc1CCN2C)cc3O,Active,,518,,329.396,Guatteria dumetorum (Annonaceae),C19H23NO4,reticuline,natural,alkaloid,isoquinoline,"10.1016/j.bmc.2013.11.048
;10.1055/s-2005-916179

",
55,c1ccc8c(c1)c(c4c2ccccc2c6c3OCOc3cc5cc[nH]c4c56)c%10[nH]ccc9cc7OCOc7c8c9%10,Active,,,,520.544,the Unonopsis buchtienii (Annonaceae),C34H24N2O4,"unonopsine 
",natural,alkaloid,isoquinoline,"    
10.1016/j.bmc.2013.11.048

",
61,COc3ccc(c2c(O)cc1C[C@H](C)N(C)[C@@H](C)c1c2OC)c4cc(C)cc(O)c34,Active,,7.6,3.1,407.51,"Ancistrocladus griffithii
(Ancistrocladaceae)",C25H29NO4,Ancistrogriffine A,natural,alkaloid,naphthylisoquinoline,"10.1016/j.bmc.2013.11.048

",
62,COc3cc(O)c(c1ccc(OC)c2c(O)cc(C)cc12)c4C[C@H](C)N=C(C)c34,Active,,15.06,,391.467,roots of Ancistrocladus likoko (Ancistrocladaceae),C24H25NO4,Ancistrolikokine D,natural,alkaloid,naphthylisoquinoline,"10.1016/j.bmc.2013.11.048

",
63,COc2cc(OC)c1c(C)nc(C)cc1c2c3c(C)cc(OC)c4c(OC)cccc34 ,Active,,4.1,,417.505,"Ancistrocladus
ealaensis (Ancistrocladaceae)",C26H29NO4,Ancistroealaine A,natural,alkaloid,naphthylisoquinoline,"10.1016/j.bmc.2013.11.048

",
69,[H][C@@]46Cc1ccc(OC)c(c1)Oc2ccc(cc2)C[C@@]7([H])c3c(cc(OC)c(O)c3Oc5cc4c(cc5OC)CCN6)CCN7C,Active,,,,594.708,Albertisia papuana (Menispermaceae),C36H38N2O6,"daphanandrine 
",natural,alkaloid,Bisbenzylisoquinolinic alkaloid,"10.1016/j.bmc.2013.11.048

",
70,[H][C@@]46Cc1ccc(OC)c(c1)Oc2ccc(cc2)C[C@@]7([H])c3c(cc(OC)c(OC)c3Oc5cc4c(cc5OC)CCN6C)CCN7C ,Inactive,,,,622.762,Pseudoxandra sclerocarpa (Annonaceae),C38H42N2O6,obaberine,natural,alkaloid,Bisbenzylisoquinolinic,"10.1016/j.bmc.2013.11.048

",
71,[H][C@]46Cc1ccc(OC)c(c1)Oc2ccc(cc2)C[C@]7([H])c3c(cc(O)c(OC)c3Oc5cc4c(cc5OC)CCN6C)CCN7C ,Inactive,,,,608.735,Gyrocarpus americanus (Hernandiaceae),C37H40N2O6,"gyrocarpine
",natural,alkaloid,Bisbenzylisoquinolinic,"10.1016/j.bmc.2013.11.048

",
72,COc1ccc3cc1Oc2ccc(cc2)CC7c6cc(Oc5c(O)c(OC)cc4CCN(C)C(C3)c45)c(OC)cc6CCN7C ,Inactive,,,,608.735,Caryomene olivasans (Menispermaceae),C37H40N2O6,"limacine
",natural,alkaloid,Benzylisoquinoline,"10.1016/j.bmc.2013.11.048

",
73,[H][C@]46Cc1ccc(cc1)Oc2cc(ccc2OC)C[C@]7([H])c3c(cc(OC)c(OC)c3Oc5cc4c(cc5OC)CCN6C)CCN7C,Active,,,,622.762,Limaciopsis loangensis (Menispermaceae),C38H42N2O6,isotetradrin,natural,alkaloid,bis-benzylisoquinoline,"10.1016/j.bmc.2013.11.048

",
74,COc5cc7CCN=C6Cc1ccc(cc1)Oc2cc(ccc2O)CC3=NCCc4cc(OC)c(cc34)Oc(c5O)c67,Active,,177.74,,562.622,Guatteria boliviana (Annonaceae),C34H30N2O6,puertogaline A,natural,alkaloid,benzylisoquinoline,"10.1016/j.bmc.2013.11.048

",
75,COc3cc5CCN=C4Cc1ccc(O)c(c1)Oc2ccc(cc2)CC6=NCCc7cc(OC)c(OC)c(Oc3cc45)c67,Active,,173.42,,576.649,Guatteria boliviana (Annonaceae),C35H32N2O6,puertogaline B,natural,alkaloid,benzylisoquinoline,"10.1016/j.bmc.2013.11.048

",
76,C[C@H]5CCC[C@](C)(C(C)[C@H]3CCC4C2CC=C1C[C@@H](N)CC[C@]1(C)C2CC[C@]34C)NC5 ,Active,,24.23,,426.733,Saracha punctata (Solanaceae),C27H46N2,Sarachine,natural,alkaloid,steroidal alkaloid,"10.1016/j.bmc.2013.11.048

",
77,[H][C@@]1(C)CC[C@H](C(C)=O)[C@@]1(CC)CC[C@@]3([H])CCC=C2CC(N)CCC23C ,Active,,4.94 > IC 50 > 1.23,,345.571,Holarrhena curtisii (Apocynaceae),C21H33NO,holamine,natural,alkaloid,steroidal alkaloid,"10.1016/j.bmc.2013.11.048

",
78,[H][C@@]1(C)[C@@H](O)C[C@H](C(C)=O)[C@@]1(CC)CC[C@@]3([H])CCC=C2CC(N)CCC23C,Active,,18.85 > IC 50 > 3.17,,361.57,Holarrhena curtisii (Apocynaceae),C23H39NO2,15-alpha-hydroxyholamine,natural,alkaloid,steroidal alkaloid,"10.1016/j.bmc.2013.11.048

",
79,[H][C@@]35CCC1[C@]([H])(CC[C@]2(C)[C@@]([H])(C(C)=O)CC[C@@]12O)C3(C)CC[C@H](OC4CC(OC)C(NC)C(C)O4)C5,Active,,18.85 > IC 50 > 3.17,,491.713,Holarrhena curtisii (Apocynaceae),C29H49NO5,holacurtine,natural,alkaloid,steroidal alkaloid,"10.1016/j.bmc.2013.11.048

",
80,[H][C@@]35CCC1[C@]([H])(CC[C@]2(C)[C@@]([H])(C(C)=O)CC[C@@]12O)C3(C)CC[C@H](OC4CC(OC)C(N)C(C)O4)C5 ,Active,,18.85 > IC 50 > 3.17,,477.686,Holarrhena curtisii (Apocynaceae),C28H47NO5,N-desmethylholacurtine,natural,alkaloid,steroidal alkaloid,"10.1016/j.bmc.2013.11.048

",
83,[H][C@]3(CC)CN2CCc1cc(OC)c(OC)cc1[C@]2([H])CC3CC5NCCc4cc(OC)c(OC)cc45,Active,,,0.45,480.649,Psychotria klugii (Rubiaceae),C28H38N2O4,isocephaeline,natural,alkaloid,benzoquinolizidine alkaloid,"10.1021/np030086k;10.1016/j.bmc.2013.11.048

",
84,[H][C@]3(CC)CN2CCc1cc(OC)c(OC)cc1[C@]2([H])CC3CC5NCCc4cc(O)c(OC)cc45,Active,,,0.03,466.622,Psychotria klugii (Rubiaceae),C29H40N2O4,emetine,natural,alkaloid,benzoquinolizidine alkaloid,"10.1021/np030086k ;10.1016/j.bmc.2013.11.048

",
91,COc1ccc2c(c1)[nH]c3c(C)nccc23,Active,,3.7,,212.252,Peganum harmala (Nitrariaceae),C13H12N2O,harmine,natural,alkaloid,Pyrimidine-beta-carboline alkaloid,"10.1016/j.exppara.2004.04.002;10.1016/j.bmc.2013.11.048

",
91,COc1ccc2c(c1)[nH]c3c(C)nccc23,Active,,0.23,,212.252,Peganum harmala (Nitrariaceae),C13H12N2O,harmine,natural,alkaloid,Pyrimidine-beta-carboline alkaloid,"10.1016/j.exppara.2004.04.002;10.1016/j.bmc.2013.11.048

",
94,CCc5c(OC)ccc4c3ccc2cc1OCOc1cc2c3N(C)Cc45 ,Active,,2,,347.414,stem bark of Garcinia lucida (Clusiaceae),C21H19NO4,"dihydrochelerythrine
",natural,alkaloid,"benzo[c]phenanthridine alkaloid 
","10.1016/j.bmc.2013.11.048

",
95,CCc5c(OC)ccc4c3ccc2cc1OCOc1cc2c3N(C)C(CC(C)=O)c45,Active,,6.6,,403.478,stem bark of Garcinia lucida (Clusiaceae),C24H23NO5,6-acetonyldihydrochelerythrine,natural,alkaloid,"benzo[c]phenanthridine alkaloid 
","10.1016/j.bmc.2013.11.048

",
100,[H][C@]13CCCCCCC[C@@]5(C)CCCN4CC[C@]([H])(CCCCCC[C@]2([H])CCCN(CC1)C2O3)O[C@]45[H] ,Active,,214.26,,474.774000000001,a marine sponge Haliclona exigua,C30H54N2O2,Araguspongin C,natural,alkaloid,,10.1016/j.bmc.2013.11.048 , PMID 17294216 
103,C=CCCCCCCCC(=O)N(C)[C@@H](Cc1ccccc1)C(=O)NC2CCCNC2=O ,Inactive,,,,427.589,Aaptos ciliate,C25H37N3O3,ciliatamide C,natural,alkaloid,,10.1016/j.bmc.2013.11.048 , 10.1021/np8000317
104,C(=O)CCCCC[C@@H](C)C(=O)N(C)[C@@H](C(=O)N(C)[C@H](C(=O)N[C@@H](C(=O)N(C)[C@@H](C)C(=O)N(C)C(Cc1ccccc1)C(N)=O)C(C)C)C(C)C)C(C)C ,Inactive,,,,743.003,cyanobacterium Lyngbya majuscule,C40H66N6O7,almiramide A,natural,alkaloid,,10.1016/j.bmc.2013.11.048 , 10.1021/jm100265s
105,C#CCCCCC[C@@H](C)C(=O)N(C)[C@@H](C(=O)N(C)[C@H](C(=O)N[C@@H](C(=O)N(C)[C@@H](C)C(=O)N(C)C(Cc1ccccc1)C(N)=O)C(C)C)C(C)C)C(C)C ,Inactive,,,,739.015,cyanobacterium Lyngbya majuscule,C40H64N6O6,"almiramide B
",natural,alkaloid,,10.1016/j.bmc.2013.11.048 , 10.1021/jm100265s
106,C=CCCCCC[C@@H](C)C(=O)N(C)[C@@H](C(=O)N(C)[C@H](C(=O)N[C@@H](C(=O)N(C)[C@@H](C)C(=O)N(C)C(Cc1ccccc1)C(N)=O)C(C)C)C(C)C)C(C)C ,Inactive,,,,741.031,cyanobacterium Lyngbya majuscule,C40H66N6O6,almiramide C,natural,alkaloid,,10.1016/j.bmc.2013.11.048 , 10.1021/jm100265s
107,C#CCCCCC(C)C(=O)N(C)[C@H](C(=O)N(C)[C@@H](C(=O)N(C)[C@H](C(=O)N(C)[C@H](Cc1ccccc1)C(N)=O)C(C)C)C(C)C)C(C)C ,Inactive,,,,653.909,cyanobacterium Lyngbya majuscule,C37H59N5O5,Dragonamide A,natural,alkaloid,,10.1016/j.bmc.2013.11.048 , 10.1021/np900622m
108,C#CCC/C=C/C(C)C(=O)N(C)[C@H](C(=O)N(C)[C@@H](C(=O)N(C)[C@H](C(=O)N(C)[C@H](Cc1ccccc1)C(N)=O)C(C)C)C(C)C)C(C)C ,Inactive,,,,651.893,cyanobacterium Lyngbya majuscule,C37H57N5O5,Dragonamide E,natural,alkaloid,,10.1016/j.bmc.2013.11.048 , 10.1021/np900622m
109,C/C(=C\C=C\C[C@@H](C)C(Cl)(Cl)Cl)C(=O)N[C@H](c1nccs1)C(C)C,Inactive,,,,409.81,cyanobacterium Lyngbya majuscule,C17H23Cl3N2OS,herbamide B,natural,alkaloid,,10.1016/j.bmc.2013.11.048 , 10.1021/np900622m
111,Cc1oc4nc1C(=O)N[C@H](C)c2nc(cs2)C(=O)N[C@H](C(C)C)c3nc(cs3)C(=O)N[C@@H]4C,Active,,,,488.595,cyanobacterium Oscillatoria species,C21H24N6O4S2,Venturamide A,natural,alkaloid,,"10.1016/j.bmc.2013.11.048


",
112,Cc1oc4nc1C(=O)NC(C(C)O)c2nc(cs2)C(=O)N[C@H](C(C)C)c3nc(cs3)C(=O)N[C@@H]4C ,Inactive,,,,518.621,cyanobacterium Oscillatoria species,C22H26N6O5S2,Venturamide B,natural,alkaloid,,10.1016/j.bmc.2013.11.048,
113,C[C@H]1C(=O)N[C@H](C(=O)O[C@@H](C(=O)N[C@@H](C(=O)O[C@H](C(=O)N[C@H](C(=O)O[C@@H](C(=O)N[C@@H](C(=O)O[C@H](C(=O)N[C@H](C(=O)O[C@@H](C(=O)N[C@@H](C(=O)O1)C(C)C)C(C)C)C(C)C)C)C(C)C)C(C)C)C(C)C)C)C(C)C)C(C)C)C(C)C,Active,,,,1111.338,Streptomyces strains,C54H90N6O18,Valinomycin,natural,alkaloid,,"10.1016/j.bmc.2013.11.048;10.3390/md8020373

",
123,[H][C@@]24C(C(=O)OC)=CO[C@@H](OC1OC(CO)C(O)C(O)C1O)[C@]2([H])[C@@H](C)[C@@H](OC(=O)/C=C/c3ccc(O)c(O)c3)[C@H]4O,Active,,,,568.528,Nyctanthes arbortristis (Oleaceae),C26H32O15,arbortristoside B,natural,iridoid,,"10.1016/j.bmc.2013.11.048

",
1,"CC1C(C(C(C(O1)OC2C(C(OC(C2OC(=O)C=CC3=CC(=C(C=C3)O)O)CO)OCCC4=CC(=C(C=C4)O)O)O)O)O)O
",Inactive,,,,624.587,"S. cayennensis,Buddleja davidii, Phlomis brunneogaleata and olive oil mill wastewater",C29H36O15,Verbascoside,natural,phenylethanoid glycoside,,10.1021/acs.jnatprod.5b00875,
126,c1ccc(cc1)/C=C/C(=O)O[C@H]2[C@@H]3C=CO[C@H]([C@@H]3[C@@]4([C@H]2O4)CO)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O,Active,,,,492.477,Picrorhiza kurroa,C24H28O11,picroside I,naturam,iridoid,,"10.1016/j.bmc.2013.11.048

",
127,"[H]C12C=CO[C@@H](OC3OC(O)C(O)C(O)C3O)[C@]1([H])[C@]1(OCc3ccc(O)c(OC)c3)O[C@@H]1[C@H]2O

",Inactive,,,,470.427,Picrorhiza kurroa,C21H26O12,"kutkoside 
",natural,iridoid,,"10.1016/j.bmc.2013.11.048

",
128,[H][C@]5(C=C)[C@H](O[C@@H]1OC(CO)[C@H](O)C(O)C1OC(=O)c2c(O)cc(O)cc2c3cccc(O)c3)OC=C4C(O)OCC[C@]45[H] ,Inactive,,,,588.562,Swertia chirata (Gentiaceae),C29H30O13,Amarogentin,natural,iridoid,,"10.1016/j.bmc.2013.11.048

",
129,COc1cc(C)c(O)c(OC)c1C(C)C ,Inactive,,,,210.273,"the bark of Oxandra espintana
(Annonaceae)",C12H18O3,Espintanol,natural,terpenoid,monoterpene,"10.1016/j.bmc.2013.11.048

",
130,C=CC(C)(O)CC/C=C(C)\C,Active,,0.028,,154.253,Croton cajucara (Euphorbiaceae),C10H18O,linalool,natural,terpenoid,monoterpene,"10.1016/j.bmc.2013.11.048
;10.1128/AAC.47.6.1895-1901.2003",
130,C=CC(C)(O)CC/C=C(C)\C,Active,,0.143,,154.253,Croton cajucara (Euphorbiaceae),C10H18O,linalool,natural,terpenoid,monoterpene,"10.1016/j.bmc.2013.11.048
;10.1128/AAC.47.6.1895-1901.2003",
131,[H][C@@]23CCC(=C)[C@]1([H])CC(=O)C(=C)[C@]1([H])[C@H]2OC(=O)C3C,Active,,,,246.306,the leaves of Munnozia maronii (Asteraceae),C15H18O3,dehydrozaluzanin C,natural,terpenoid,sesquiterpene lactone,"10.1016/j.bmc.2013.11.048

",
132,[H][C@]3(CC)C(=O)O[C@]4(C)C[C@H](OC(=O)C(=C)CO)C1=C(COC(C)O)C(=O)O[C@@H]1[C@H]2O[C@]2(C)CC[C@@]34O ,Active,,33.45,,510.536,Vernonia brachycalyx (Asteraceae),C25H34O11,"16,17-dihydrobrachycalyoxide",natural,terpenoid,sesquiterpene,"10.1016/j.bmc.2013.11.048
;10.1055/s-2006-957514",
133,C=C1CCC[C@]2(C)CCC([C@@](C)(O)CO)C[C@@]12O,Active,,982.82,,254.37,the aerial parts of Jasonia glutinosa (Asteraceae),C15H26O3,Kudtriol,natural,terpenoid,sesquiterpene,"10.1016/j.bmc.2013.11.048

",
133,C=C1CCC[C@]2(C)CCC([C@@](C)(O)CO)C[C@@]12O,Inactive,,,,254.37,the aerial parts of Jasonia glutinosa (Asteraceae),C15H26O3,Kudtriol,natural,terpenoid,sesquiterpene,"10.1016/j.bmc.2013.11.048

",
134,C/C(C)=C\CCC(C)c1ccc(C)cc1O ,Active,,33.45,,218.34,sponge Myrmekioderma styx,C15H22O,(+)-curcuphenol,natural,terpenoid,sesquiterpene,"10.1016/j.bmc.2013.11.048
;10.1016/j.bbagen.2007.05.011

",
135,CC(=O)O[C@@H]4[C@H](OC(=O)c1ccccc1)C3[C@H](OC(=O)c2ccccc2)CCC(C)[C@]35O[C@H](C)[C@H]4[C@H]5OC(=O)c6cccnc6,Active,,,,613.663,root barks of Maytenus apurimacensis,C35H35NO9,"(1S, 4S, 5S, 6R, 7R, 8S, 9R, 10R)-8-acetoxy-1,9-
dibenzoyloxy-6-nicotynoyloxy-dihydro-beta-agarofuran 
",natural,terpenoid,sesquiterpene,"10.1016/j.bmc.2013.11.048
;10.1016/j.bmc.2007.10.071",
136,CC(=O)O[C@@H]4[C@H](OC(=O)c1ccccc1)C3[C@H](OC(=O)c2ccccc2)CC[C@](C)(O)[C@]35O[C@H](C)[C@H]4[C@H]5OC(=O)c6cccnc6,Active,,,,629.662,root barks of Maytenus apurimacensis,C35H35NO10,"(1S,4R,5R,6R,7R,8S,9R,10R)-8-acetoxy-1,9-dibenzoyloxy-4-hydro-
xy-6-nicotynoyloxy-dihydro-beta-agarofuran",natural,terpenoid,sesquiterpene,"10.1016/j.bmc.2013.11.048
;10.1016/j.bmc.2007.10.071",
137,[H][C@@]23C=C(CO)C[C@]1(O)C(=O)C(C)=CC1[C@]2(O)[C@@H](C)[C@@H](OC(=O)CCCCCCCCCCCCC)[C@@]4(OC(C)=O)C3[C@@]4(C)C ,Inactive,,,,616.836,the croton plant,C36H56O8,"12-O-tetradecanoyl phorbol-13-acetate
",natural,terpenoid,diterpene,"10.1016/j.bmc.2013.11.048

",
138,[H][C@@]23C=C(C)C(=O)C1=C(C(O)C(C)[C@H]1O)[C@@]2([H])C(=C)CCC3C(=C)C ,Inactive,,,,314.425,Euphorbiaceae species,C20H26O3,jatrogrossidione,natural,terpenoid,diterpene,"10.1016/j.bmc.2013.11.048

",
139,CC3=CC1=C[C@H](C)CC12OC(=C(C)C2=O)CC(C)(C)CCC3=O,Active,,,,314.425,Euphorbiaceae species,C20H24O3,jatrophone,natural,diterpene,terpenoid,"10.1016/j.bmc.2013.11.048

",
140,[H][C@@]12CCC(=C)[C@H](CC/C(C)=C/C(=O)OC)[C@@]1(C)CCC[C@@]2(C)C(=O)O ,Inactive,,,,348.483,the stem bark of Polyalthia macropoda (Annonaceae),C20H30O4,dehydropinifolic acid,natural,terpenoid,diterpene,"10.1016/j.bmc.2013.11.048

",
141,C=C[C@@]3(C)CCC2[C@](C)(CCC1[C@@](C)(C)[C@H](O)CC[C@]12C)O3 ,Inactive,,,,306.49,Sideritis varoi (Lamiaceae),C20H34O2,"ribenol 
",natural,terpenoid,diterpene,"10.1016/j.bmc.2013.11.048

",
142,[H][C@@]14C[C@](C)(C=C)CC[C@@]1(C)[C@]23CCC[C@@](C)(C(=O)O2)[C@]3([H])[C@H](O)C4=O ,Inactive,,,,332.44,the bark of Holarrhena floribunda (Apocynaceae),C20H28O4,6-beta-hydroxyrosenonolactone,natural,terpenoid,diterpene,"10.1016/j.bmc.2013.11.048
;10.1021/np990332l",
143,COc2cc1C3=C(C(O)C(O)=c1c(=O)c2C(C)C)[C@](C)(C)CC=C3,Active,,0.17,,328.408,roots of Salvia cilicica (Lamiaceae),C20H24O4,"7-hydroxy-12-methoxy-20-nor-abieta-1,5(10), 7,9,12-pentaen-6,14-dione",,terpenoid,diterpene,"10.1016/j.bmc.2013.11.048

",
143,COc2cc1C3=C(C(O)C(O)=c1c(=O)c2C(C)C)[C@](C)(C)CC=C3,Active,,0.29,,328.408,roots of Salvia cilicica (Lamiaceae),C20H24O4,"7-hydroxy-12-methoxy-20-nor-abieta-1,5(10), 7,9,12-pentaen-6,14-dione",,terpenoid,diterpene,"10.1016/j.bmc.2013.11.048

",
144,CC(C)c3cc(=O)c1c(CCC2[C@](C)(C)CC=C[C@]12C)c3=O,Active,,0.12,,298.426,roots of Salvia cilicica (Lamiaceae),C20H28O2,"abieta-8,12-dien-11,14- dione",natural,terpenoid,diterpene,"10.1016/j.bmc.2013.11.048

",
