,ID_compound,SMILES,Common name,Biological Activity,Pathogen,Category,IC50 (µM),IC50(µg/ml),% Inhibition,Tested at [C],Molecular Weight,Origin,Formula,Reference,PUBCHEM_CID
3109,3110,C1CN(C(=O)NCc2ccc(C#N)cc2)CCO1,,Active,SARS_CoV-2,3CLpro_cov-2,,,,,245.28,,C13H15N3O2,5rfe.pdb,0
3110,3111,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,,Inactive,SARS_CoV,3CLpro_cov,,,2.84,6 µM,234.34,,C14H22N2O,AID_1706,3676
3111,3112,CC(C)(C)C1=CC=C(C=C1)C(=O)NC2=CC=C(C=C2)S(=O)(=O)NC3=NC4=CC=CC=C4N=C3,,Active,SARS_CoV,3CLpro_cov,,,14.11,6 µM,460.56,,C25H24N4O3S,AID_1706,1009382
3112,3113,C/C(=C\C1=CC=CC=C1)/C=C\2/C(=O)N(C(=S)S2)CC(=O)O,,Inactive,SARS_CoV,3CLpro_cov,,,8.28,6 µM,319.41,,C15H13NO3S2,AID_1706,1549120
3113,3114,CC(C)CC(C(=O)NC(CC(C)C)C(=O)NC(CCCN=C(N)N)C=O)NC(=O)C,leupeptin,Active,,,,,,,426.56,,C20H38N6O4,ResNet-Elsevier,72429
3114,3115,C1=CC=C(C=C1)CNC(=S)NNC(=S)NC2=CC=CC(=C2)C(F)(F)F,,Active,SARS_CoV,3CLpro_cov,,,13.58,6 µM,384.45,,C16H15F3N4S2,AID_1706,1907744
3115,3116,CC1=C(C=CC=C1O)C(=O)N[C@@H](CSC2=CC=CC=C2)[C@@H](CN3C[C@H]4CCCC[C@H]4C[C@H]3C(=O)NC(C)(C)C)O,,Inactive,SARS_CoV,3CLpro_cov,,,-2.13,6 µM,567.8,,C32H45N3O4S,AID_1706,64143
3116,3117,n1cc(CC(=O)Nc2ccccc2)c2c(c1)cccc2,,Active,SARS_CoV-2,3CLpro_cov-2,,,,,262.31,,C17H14N2O,5rgv.pdb,0
3117,3118,COC1=CC=C(C=C1)NC(=O)C2=CC3=C(C=C2)C(=O)N(C(=S)N3)C4=C(C=C(C=C4)OC)OC,,Active,SARS_CoV,3CLpro_cov,,,13.61,6 µM,463.52,,C24H21N3O5S,AID_1706,16195219
3118,3119,C1=CC=C2C(=C1)C=CC(=C2/C=N/NC3=NC4=CC=CC=C4C(=O)N3O)O,,Active,SARS_CoV,PLpro_cov,,,,,346.35,,C19H14N4O3,AID_652038,135510946
3119,3120,CC1=CC=C(O1)C2=NN(C(C2)C3=CC=CS3)C(=O)CCl,,Active,SARS_CoV,3CLpro_cov,,,14.26,6 µM,308.79,,C14H13ClN2O2S,AID_1706,4961648
3120,3121,O=C(CSc3nccc(c2csc(c1ccccc1)n2)n3)Nc4cc(Cl)cc(Cl)c4,,Active,SARS_CoV,3CLpro_cov,3,,,,473.41,,C21H14Cl2N4OS2,10.1021/acs.jmedchem.5b01461,0
3121,3122,CCOC(=O)O[C@@]1(CC[C@@H]2[C@@]1(C[C@@H]([C@H]3[C@H]2CCC4=CC(=O)C=C[C@]34C)O)C)C(=O)OCCl,,Active,SARS_CoV-2,Viral_cov-2,17.92,,,,466.96,,C24H31ClO7,AID_1409599,444025
3122,3123,NC(=O)CCn1c(C(=O)c2ccc(Cl)cc2)c2ccccc2[n+]1[O-],,Active,SARS_CoV,3CLpro_cov,4.877,,,,343.77,,C17H14ClN3O3,AID_1890,0
3123,3124,CC1=CC=CC=C1SCC(=O)N/N=C/C2=C(C(=CC=C2)OC)O,,Active,SARS_CoV,PLpro_cov,,,,,330.41,,C17H18N2O3S,AID_652038,135401386
3124,3125,CC(=O)N[C@@H](CO)C(=O)N[C@@H](C)C(=O)N[C@H](C(=O)N[C@@H](CC1CCCCC1)C(=O)N[C@H](C=O)Cc2c[nH]cn2)C(C)C,,Active,SARS_CoV,3CLpro_cov,0.065,,,,591.71,,C28H45N7O7,10.1021/acs.jmedchem.5b01461,0
3125,3126,O=C(CSc3nccc(c2cc(c1ccccc1)no2)n3)Nc4ccc(Cl)cc4,,Active,SARS_CoV,3CLpro_cov,15,,,,422.9,,C21H15ClN4O2S,10.1021/acs.jmedchem.5b01461,0
3126,3127,N(C(=O)C)CCc1c[nH]c2c1cc(cc2)F,,Active,SARS_CoV-2,3CLpro_cov-2,,,,,220.25,,C12H13FN2O,5r7z.pdb,0
3127,3128,CC1=CC(=NN1C2=CC3=CC=CC=C3C=C2)OCCN4CCOCC4,,Inactive,SARS_CoV-2,Viral_cov-2,0.14028,,,,337.42,,C20H23N3O2,AID_1409607,44247568
3128,3129,CC1=C(SC2=C1C(=N[C@H](C3=NN=C(N32)C)CC(=O)NCCCCCCCCNC(=O)COC4=CC=CC5=C4C(=O)N(C5=O)C6CCC(=O)NC6=O)C7=CC=C(C=C7)Cl)C,,Active,SARS_CoV-2,Viral_cov-2,3.17687,,,,841.39,,C42H45ClN8O7S,AID_1409607,121427831
3129,3130,COC1=CC=C(C=C1)CCN2CCC(CC2)NC3=NC4=CC=CC=C4N3CC5=CC=C(C=C5)F,,Active,Sigma intracellular receptor 2,Sigma2_cov-2,,,,,458.58,,C28H31FN4O,AID_1409615,2247
3130,3131,COC1=CC=C(C=C1)CCN2CCC(CC2)NC3=NC4=CC=CC=C4N3CC5=CC=C(C=C5)F,,Active,Sigma intracellular receptor 2,Sigma2_cov-2,,,,,458.58,,C28H31FN4O,AID_1409615,2247
3131,3132,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=C3C=CC(=C4)OC5CCCC5,,Inactive,SARS_CoV,3CLpro_cov,,,-1.95,6 µM,364.53,,C25H32O2,AID_1706,9046
3132,3133,COC1=CC=CC=C1/C=C/C(=O)C2=C(C=CC(=C2)Br)OC(=O)C3=CC=CO3,,Active,SARS_CoV,3CLpro_cov,,,14.79,6 µM,427.25,,C21H15BrO5,AID_1706,5734490
3133,3134,C1=CC2=C(N([N+](=C2C=C1)[O-])CCC(=O)N)C(=O)C3=CC=C(C=C3)Cl,,Active,SARS_CoV,3CLpro_cov,,,46.47,6 µM,343.77,,C17H14ClN3O3,AID_1706,24817257
3134,3135,CC1=CC(=C(N1CCC2=CC(=C(C=C2)OC)OC)C)C(=O)CCl,,Active,SARS_CoV,PLpro_cov,,,,,335.83,,C18H22ClNO3,AID_652038,2526884
3135,3136,O=C(N[C@@H](Cc1ccccc1)C(=O)Nc2ccc(N(=O)=O)cc2Cl)c3ccccc3,,Inactive,SARS_CoV,3CLpro_cov,11,,,,423.86,,C22H18ClN3O4,10.1021/acs.jmedchem.5b01461,0
3136,3137,CC1CCC2CC(C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)CC(OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C(C)CC4CCC(C(C4)OC)OCCO)C)C)O)OC)C)C)C)OC,everolimus,Active,,,,,,,958.24,,C53H83NO14,ResNet-Elsevier,6442177
3137,3138,CC1=C(C(=CC=C1)C)NC(=S)NN2CCN(CC2)C,,Active,SARS_CoV,PLpro_cov,,,,,278.42,,C14H22N4S,AID_652038,2377815
3138,3139,CCC(C)(C)NC(=O)C(c1cccn1C)N(C(=O)Cn1nnc2ccccc21)c1ccc(NC(C)=O)cc1,,Active,SARS_CoV,3CLpro_cov,6.288,,,,515.62,,C28H33N7O3,AID_1890,0
3139,3140,CC1=C(C=C(C=C1)C(=O)N2C(=CC(=N2)C)C)Br,,Active,SARS_CoV,3CLpro_cov,,,13.91,6 µM,293.16,,C13H13BrN2O,AID_1706,675749
3140,3141,C[C@@H](NC(=O)c1c(C)ccc(NC2CNC2)c1)c1cccc(c2ccc(CN[C@H]3CC[C@@H](O)C3)s2)c1,,Active,SARS_CoV-2,PLpro_cov-2,,,,,504.7,,C29H36N4O2S,7LBR.pdb,0
3141,3142,C1CN(CCN1C/C=C/C2=CC=CC=C2)C(C3=CC=CC=C3)C4=CC=CC=C4,,Inactive,SARS_CoV,3CLpro_cov,,,2.9,6 µM,368.52,,C26H28N2,AID_1706,1547484
3142,3143,Cn5ccc(CN(C(=O)Cn2nnc1ccccc12)c4ccc(NC(=O)C3CC3)cc4)c5,,Active,SARS_CoV,3CLpro_cov,4.11,,,,428.5,,C24H24N6O2,10.1021/acs.jmedchem.5b01461,0
3143,3144,CCC1=CC2=C(C=C1)N(C(=O)C2NC(=O)C)CCN3CCOCC3.Cl,,Active,SARS_CoV,3CLpro_cov,,,13.94,6 µM,367.88,,C18H26ClN3O3,AID_1706,24747373
3144,3145,CC(C)(C)OC(=O)NCC1=CC=C(C=C1)CNC(=O)C2=C(N=CN2)C(=O)N[C@@H](CC3=CC=CC=C3)C(=O)OCC4=CC=CC=C4,,Active,SARS_CoV,3CLpro_cov,,,14.0,6 µM,611.7,,C34H37N5O6,AID_1706,24789504
3145,3146,C1CCN(CC1)S(=O)(=O)C2=CC=C(C=C2)OCC(=O)NC3=CC=CC=C3F,,Active,SARS_CoV,3CLpro_cov,,,12.27,6 µM,392.45,,C19H21FN2O4S,AID_1706,2229132
3146,3147,O=c1sn(-c2cccc3ccccc23)c(=O)n1Cc1ccccc1,,Active,SARS_CoV,3CLpro_cov,1.39,,,,334.4,,C19H14N2O2S,https://www.nature.com/articles/s41586-020-2223-y,0
3147,3148,C1CCC(CC1)(CC(=O)O)CN,,Inactive,SARS_CoV,3CLpro_cov,,,-6.92,6 µM,171.24,,C9H17NO2,AID_1706,3446
3148,3149,CC(=O)OC1=CC=CC=C1C(=O)NC2=NC=C(S2)[N+](=O)[O-],,Active,SARS_CoV-2,Viral_cov-2,2.81838,,,,307.29,,C12H9N3O5S,AID_1409607,41684
3149,3150,CC(=O)OC1=CC=CC=C1C(=O)NC2=NC=C(S2)[N+](=O)[O-],nitazoxanide,Active,,,,,,,307.29,,C12H9N3O5S,ResNet-Elsevier,41684
3150,3151,C1=CC=C(C=C1)C(C2=CC=CC=C2)NC(=O)COC(=O)CCC3=CNC4=CC=CC=C43,,Active,SARS_CoV,3CLpro_cov,,,13.14,6 µM,412.49,,C26H24N2O3,AID_1706,2106192
3151,3152,CCN1C(=NN=C1SCC(=O)C(C)(C)C)COC2=CC=CC=C2,,Active,SARS_CoV,3CLpro_cov,,,14.56,6 µM,333.46,,C17H23N3O2S,AID_1706,665102
3152,3153,CC1=CC(=CC=C1)NS(=O)(=O)C2=NN=C(S2)NC(=O)C3=CC=C(C=C3)Cl,,Active,SARS_CoV,3CLpro_cov,,,13.2,6 µM,408.89,,C16H13ClN4O3S2,AID_1706,22517479
3153,3154,N#Cc3c(c1cccc(N(=O)=O)c1)nc(SCc2ccc(N(=O)=O)cc2)[nH]c3=O,,Active,SARS_CoV,3CLpro_cov,10.6,,,,409.38,,C18H11N5O5S,10.1021/acs.jmedchem.5b01461,0
3154,3155,Cc1cc(S(=O)(=O)c2c([N+](=O)[O-])cc(C(F)(F)F)cc2[N+](=O)[O-])c(Cl)cc1Cl,,Active,SARS_CoV,3CLpro_cov,0.3,,,,459.18,,C14H7Cl2F3N2O6S,AID_269112,0
3155,3156,CC(C)N1CCN(CC1)C2=CC=C(C=C2)OCC3COC(O3)(CN4C=NC=N4)C5=C(C=C(C=C5)Cl)Cl,terconazole,Active,,,,,,,532.47,,C26H31Cl2N5O3,ResNet-Elsevier,441383
3156,3157,C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O)O,luteolin,Active,,,,,,,286.24,,C15H10O6,ResNet-Elsevier,5280445
3157,3158,N1(Cc2ccsc2)CCN(CC1)C(=O)C,,Active,SARS_CoV-2,3CLpro_cov-2,,,,,224.33,,C11H16N2OS,5rfs.pdb,0
3158,3159,CC(C)CCCCCCCCC(=O)NC1C(C(C(OC1OC2=C3C=C4C=C2OC5=C(C=C(C=C5)C(C6C(=O)NC(C7=C(C(=CC(=C7)O)OC8C(C(C(C(O8)CO)O)O)O)C9=C(C=CC(=C9)C(C(=O)N6)NC(=O)C4NC(=O)C1C2=C(C(=CC(=C2)OC2=C(C=CC(=C2)C(C(=O)NC(CC2=CC=C(O3)C=C2)C(=O)N1)NC)O)O)Cl)O)C(=O)NCCCN(C)C)O)Cl)C(=O)O)O)O,dalbavancin,Active,,,,,,,1816.72,,C88H100Cl2N10O28,ResNet-Elsevier,23724878
3159,3160,O=C(Cn1nnc2ccccc21)N(Cc1ccsc1)c1ccc(-c2cccnc2)cc1,,Active,SARS_CoV,3CLpro_cov,0.97,,,,425.52,,C24H19N5OS,http://dx.doi.org/10.1016/j.bmcl.2013.08.112,0
3160,3161,CC1=CC(=CC=C1)N2C(=CC(=C2C)/C=N/NC(=S)N)C,,Active,SARS_CoV,PLpro_cov,,,,,286.4,,C15H18N4S,AID_652038,5347423
3161,3162,CCN(CC)CCNC1=C2C(=C(C=C1)CO)SC3=CC=CC=C3C2=O,,Inactive,SARS_CoV,3CLpro_cov,,,-6.47,6 µM,356.49,,C20H24N2O2S,AID_1706,3634
3162,3163,CCN(CC)C(=S)SSC(=S)N(CC)CC,,Active,SARS_CoV,3CLpro_cov,9.35,,,,296.55,,C10H20N2S4,https://www.nature.com/articles/s41586-020-2223-y,0
3163,3164,CN1CCC2=CC3=C(C4=C2[C@@H]1CC5=CC=C(C=C5)OC6=C(C=CC(=C6)C[C@@H]7C8=CC(=C(C=C8CCN7C)OC)O4)OC)OCO3,,Active,SARS_CoV-2,Viral_cov-2,4.47,,,,606.72,,C37H38N2O6,AID_1409579,16779
3164,3165,CCCC1=NC2=C(N1CC3=CC=C(C=C3)C4=CC=CC=C4C(=O)O)C=C(C=C2C)C5=NC6=CC=CC=C6N5C,,Inactive,SARS_CoV,3CLpro_cov,,,-3.1,6 µM,514.63,,C33H30N4O2,AID_1706,65999
3165,3166,CC(C)(CC(CC1=CC2=C(N1)C=NC=C2)(C(F)(F)F)O)C3=C(C=CC(=C3)F)O,glucocorticoid,Active,,,,,,,396.38,,C20H20F4N2O2,ResNet-Elsevier,11502129
3166,3167,CS(=O)(=O)O.CS(=O)(=O)O.C=CCNC1=NC(=NC(=N1)N2CCN(CC2)C(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F)NCC=C,,Active,SARS_CoV-2,Viral_cov-2,1.42,,,,669.78,,C28H37F2N7O6S2,AID_1409599,6918543
3167,3168,C1=CC(=CN=C1)OC(=O)C2=CC=C(C=C2)Cl.Cl,,Active,SARS_CoV,3CLpro_cov,,,24.13,6 µM,270.12,,C12H9Cl2NO2,AID_1706,6602830
3168,3169,CS(=O)(=O)N(CC1=CC=C(C=C1)C(=O)NC2=CC=CC=C2SC3=CC=CC=C3)C4=CC=CC=C4,,Active,SARS_CoV,3CLpro_cov,,,12.54,6 µM,488.63,,C27H24N2O3S2,AID_1706,1295693
3169,3170,N1(CCN(c2ccc(OC)cc2)CC1)C(=O)C,,Active,SARS_CoV-2,3CLpro_cov-2,,,,,234.3,,C13H18N2O2,5rfx.pdb,0
3170,3171,C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)OC4C(OC(C(C4O)O)O)CO)CO)CO)O)O)O)O,mannan,Active,,,,,,,666.58,,C24H42O21,ResNet-Elsevier,25147451
3171,3172,CNC1=CC=C(C=C(C1=O)C(=O)/C=C/C2=CC3=C(C=C2)OCO3)Br,,Active,SARS_CoV,3CLpro_cov,,,13.19,6 µM,388.22,,C18H14BrNO4,AID_1706,7314640
3172,3173,CCCCNC(=O)N(C1C(SC(=S)N1/N=C/C2=CC=C(C=C2)N(C)C)(C)C)O,,Active,SARS_CoV,3CLpro_cov,,,77.3,6 µM,423.61,,C19H29N5O2S2,AID_1706,9636511
3173,3174,CC1CCCCC1NC(=O)NC(=O)CCl.Cl,,Active,SARS_CoV,PLpro_cov,,,,,269.17,,C10H18Cl2N2O2,AID_652038,15945331
3174,3175,CCC(CC)COC(=O)[C@H](C)N[P@](=O)(OC[C@@H]1[C@H]([C@H]([C@](O1)(C#N)C2=CC=C3N2N=CN=C3N)O)O)OC4=CC=CC=C4,,Active,SARS_CoV-2,Viral_cov-2,11.41,,,,602.58,,C27H35N6O8P,AID_1409579,121304016
3175,3176,CN(C)S(=O)(=O)C1=CC=CC(=C1)NC(=S)N/N=C/C2=C(C=CC(=C2)Br)O,,Active,SARS_CoV,3CLpro_cov,,,15.29,6 µM,457.38,,C16H17BrN4O3S2,AID_1706,135684269
3176,3177,C[C@H]1C[C@H]2[C@@H]3CC[C@@]([C@]3(C[C@@H]([C@@]2([C@@]4(C1=CC(=O)C=C4)C)F)O)C)(C(=O)C)O,,Inactive,SARS_CoV,3CLpro_cov,,,-4.68,6 µM,376.47,,C22H29FO4,AID_1706,9878
3177,3178,C1=NN(C(=O)NC1=O)C2C(C(C(O2)CO)O)O,6-azauridine,Active,,,,,,,245.19,,C8H11N3O6,ResNet-Elsevier,5901
3178,3179,CC1=CC=C(O1)/C=C/2\C(=O)NC(=S)N(C2=O)C3=CC(=CC=C3)OC,,Active,SARS_CoV,3CLpro_cov,,,13.02,6 µM,342.38,,C17H14N2O4S,AID_1706,710241
3179,3180,CC1=CC(=NN1)C(=O)NC2CCCC3=C2C=NN3C4=CC=C(C=C4)C(C)(C)C,,Active,SARS_CoV,3CLpro_cov,,,13.19,6 µM,377.49,,C22H27N5O,AID_1706,24791295
3180,3181,C1=NC(=C(N1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)O)C(=O)N,,Inactive,SARS_CoV,3CLpro_cov,,,-4.37,6 µM,259.22,,C9H13N3O6,AID_1706,104762
3181,3182,CC1=CC(=C(S1)NC(=O)CCl)C(=O)C2=CC=CC=C2,,Active,SARS_CoV,3CLpro_cov,,,75.78,6 µM,293.77,,C14H12ClNO2S,AID_1706,859620
3182,3183,CSc1n[nH]c(NC(=O)c2cccs2)c1S(=O)(=O)c1ccccc1,,Active,SARS_CoV,3CLpro_cov,15,,,,379.49,,C15H13N3O3S3,AID_269112,0
3183,3184,N1(CCC(C(=O)Nc2ccccc2O)CC1)C(=O)C,,Active,SARS_CoV-2,3CLpro_cov-2,,,,,262.31,,C14H18N2O3,5rfl.pdb,0
3184,3185,CCNC(=S)NC1=CC(=C(C=C1)C)Cl,,Active,SARS_CoV,PLpro_cov,,,,,228.75,,C10H13ClN2S,AID_652038,899452
3185,3186,Clc1c(C(=O)Nc2c(C(=O)NC3CCNCC3)n[nH]c2)c(Cl)ccc1,,Active,SARS_CoV-2,3CLpro_cov-2,,,,,382.25,,C16H17Cl2N5O2,7AGA.pdb,0
3186,3187,O=C(Oc1cncc(Cl)c1)c2cccs2,,Active,SARS_CoV,3CLpro_cov,0.5,,,,239.68,,C10H6ClNO2S,10.1016/j.chembiol .2004.08.011,0
3187,3188,N1(Cc2ccc(s2)Cl)CCN(CC1)C(=O)C,,Active,SARS_CoV-2,3CLpro_cov-2,,,,,258.77,,C11H15ClN2OS,5rfh.pdb,0
3188,3189,CC1=CC(=CC=C1)N2C3=C(C(=N2)C)C(=CC(=N3)C4=CC=CS4)C(=O)O,,Active,SARS_CoV,3CLpro_cov,,,12.68,6 µM,349.42,,C19H15N3O2S,AID_1706,4542341
3189,3190,CCN(C1=CC=CC=C1)S(=O)(=O)C2=NN=C(S2)NC(=O)C3=CC=CC=C3OC,,Active,SARS_CoV,3CLpro_cov,,,12.74,6 µM,418.5,,C18H18N4O4S2,AID_1706,16017324
3190,3191,N#Cc4ccc(N3NC(c1ccccc1)/C(=C/c2ccc(C(=O)O)cc2)C3=O)cc4,,Active,SARS_CoV,3CLpro_cov,5.5,,,,395.42,,C24H17N3O3,10.1021/acs.jmedchem.5b01461,0
3191,3192,CC(C)(C)OC(=O)[C@H](CC1=CC=CC=C1)NC(=O)C2=C(N=CN2)C(=O)N[C@@H](CC3=CC=CC=C3)C(=O)OCC4=CC=CC=C4,,Active,SARS_CoV,3CLpro_cov,,,12.68,6 µM,596.68,,C34H36N4O6,AID_1706,24789276
3192,3193,COC1=CC(=C(C=C1)/C=N/NC(=O)C2=NN(C(=N2)C3=CC=CC=C3)C4=CC=CC=C4)O,,Active,SARS_CoV,PLpro_cov,,,,,413.44,,C23H19N5O3,AID_652038,135479518
3193,3194,C1=NC(=C(N1C2C(C(C(O2)CO)O)O)O)C(=O)N,mizoribine,Active,,,,,,,259.22,,C9H13N3O6,ResNet-Elsevier,104762
3194,3195,Cc2c(C(=O)CC1OC(=O)/C(Cl)=C1/Cl)sc3ccc(Cl)cc23,,Active,SARS_CoV,3CLpro_cov,7,,,,375.66,,C15H9Cl3O3S,10.1016/j.chembiol .2004.08.011,0
3195,3196,CC1=CC=C(C=C1)C(=O)NC(=C(Cl)Cl)C#N,,Active,SARS_CoV,3CLpro_cov,,,12.96,6 µM,255.1,,C11H8Cl2N2O,AID_1706,843322
3196,3197,CC(=O)C1=C(NC(=C1)C2=CC=CC=C2)N3CCOCC3,,Active,SARS_CoV,3CLpro_cov,,,45.58,6 µM,270.33,,C16H18N2O2,AID_1706,3237586
3197,3198,CC1=C(ON=C1C)NS(=O)(=O)C2=CC=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)Cl,,Active,SARS_CoV,3CLpro_cov,,,15.85,6 µM,455.32,,C18H16Cl2N4O4S,AID_1706,1188014
3198,3199,CCOC1=C(C=C(C=C1)CC2=NC=CC3=CC(=C(C=C32)OCC)OCC)OCC.Cl,,Active,SARS_CoV-2,Viral_cov-2,0.64,,,,431.96,,C24H30ClNO4,AID_1409599,5702159
3199,3200,CC1=CN(C(=O)NC1=O)[C@H]2C=C[C@H](O2)CO,,Inactive,SARS_CoV,3CLpro_cov,,,1.29,6 µM,224.22,,C10H12N2O4,AID_1706,18283
3200,3201,CC1=CN(C(=O)NC1=O)[C@H]2C=C[C@H](O2)CO,,Inactive,SARS_CoV,3CLpro_cov,,,-4.02,6 µM,224.22,,C10H12N2O4,AID_1706,18283
3201,3202,C1=CC2=C(C=C1Cl)NC(=O)O2,,Inactive,SARS_CoV,3CLpro_cov,,,-2.83,6 µM,169.57,,C7H4ClNO2,AID_1706,2733
3202,3203,CCOC(=O)c1ccccc1NC(=O)N3CCCN(CCc2csc(C)n2)CC3,,Active,,,,,,,416.55,,C21H28N4O3S,10.1021/ja1098325,0
3203,3204,O=C(Oc1cncc(Cl)c1)c3cc2ccccc2[nH]3,,Active,SARS_CoV,3CLpro_cov,0.065,,,,272.69,,C14H9ClN2O2,10.1021/acs.jmedchem.5b01461,0
3204,3205,COC1=C(C=C(C=C1)C2=NN(C(=C2)N)S(=O)(=O)C3=C(C(=C(C(=C3F)F)F)F)F)OC,,Active,SARS_CoV,3CLpro_cov,,,13.57,6 µM,449.36,,C17H12F5N3O4S,AID_1706,3237441
3205,3206,O=C(c2ccc(c1ccc(Cl)cc1)o2)C(F)c3cncc(Br)c3,,Active,SARS_CoV,3CLpro_cov,28,,,,394.63,,C17H10BrClFNO2,10.1021/acs.jmedchem.5b01461,0
3206,3207,CC1=CC=C(C=C1)OCC(=O)N/N=C/C2=CC=C(O2)[N+](=O)[O-],,Active,SARS_CoV,3CLpro_cov,,,12.55,6 µM,303.27,,C14H13N3O5,AID_1706,9563422
3207,3208,CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN2CCCCCC2,,Inactive,SARS_CoV,3CLpro_cov,,,-4.95,6 µM,311.41,,C14H21N3O3S,AID_1706,5503
3208,3209,C1=CC2=C(C=C1C(=O)O)SC=N2,,Active,SARS_CoV,3CLpro_cov,,,16.52,6 µM,179.2,,C8H5NO2S,AID_1706,601670
3209,3210,C1=CC=C(C(=C1)/C=C/C(=O)C2=C(C(=O)C=CC=C2)O)Cl,,Active,SARS_CoV,PLpro_cov,,,,,286.71,,C16H11ClO3,AID_652038,8219205
3210,3211,C1CN(CCN1CCOCC(=O)O)[C@H](C2=CC=CC=C2)C3=CC=C(C=C3)Cl,,Inactive,SARS_CoV,3CLpro_cov,,,4.34,6 µM,388.9,,C21H25ClN2O3,AID_1706,1549000
3211,3212,CC1=CC(=CC=C1)NC(=S)N=NC2=C(N(C3=CC=CC=C32)CC=C)O,,Active,SARS_CoV,PLpro_cov,,,,,350.45,,C19H18N4OS,AID_652038,5190015
3212,3213,O=C(On1nnc2ccccc21)c1ccc2[nH]ccc2c1,,Active,SARS_CoV,3CLpro_cov,0.2,,,,278.27,,C15H10N4O2,http://10.1016/j.bmcl.2008.08.082,0
3213,3214,c1(ccccc1)CN1[C@H](C)[C@H](CCC1)O,,Active,SARS_CoV-2,3CLpro_cov-2,,,,,205.3,,C13H19NO,5ree.pdb,0
3214,3215,CC1=CC(=CC=C1)C(=O)NC2=NN=C(S2)CC3=CNC4=CC=CC=C43,,Active,SARS_CoV,3CLpro_cov,,,13.43,6 µM,348.43,,C19H16N4OS,AID_1706,778154
3215,3216,C1=CC2=C3C(=C1)C(=O)N(C(=O)C3=CC=C2)CCCC(=O)O,,Inactive,SARS_CoV,3CLpro_cov,,,-1.01,6 µM,283.28,,C16H13NO4,AID_1706,145949
3216,3217,CCCCOC(=O)C1=CC=C(C=C1)N,,Inactive,SARS_CoV,3CLpro_cov,,,-2.78,6 µM,193.25,,C11H15NO2,AID_1706,2482
3217,3218,COC1=CC=CC(=C1O)/C=N/NC(=O)C2=NC(=CC(=N2)C3=CC=CC=C3)C4=CC=CC=C4,,Active,SARS_CoV,PLpro_cov,,,,,424.46,,C25H20N4O3,AID_652038,135425007
3218,3219,COC1=CC(=CC(=C1OC)OC)/C=N\NC(=O)CN2C3=CC=CC=C3N=N2,,Active,SARS_CoV,3CLpro_cov,,,37.45,6 µM,369.38,,C18H19N5O4,AID_1706,5509654
3219,3220,CCC1=NN=C(O1)NC(=O)C2=CC=C(C=C2)S(=O)(=O)N(CC(C)C)CC(C)C,,Active,SARS_CoV,PLpro_cov,,,,,408.52,,C19H28N4O4S,AID_652038,2155600
3220,3221,CN1CCN2C(C1)C3(CC4=C2C=CC(=C4)N)C(=O)NC(=O)NC3=O,,Active,SARS_CoV,3CLpro_cov,,,21.93,6 µM,329.36,,C16H19N5O3,AID_1706,16745830
3221,3222,CC1C(CC/C=C/C2=CC(=CC=C2)C(OC(=O)C3CCCN(N3)C(=O)C(NC(=O)C(NC1=O)C(C)C)C)CCNC(=O)OC(C)(C)C)OC,,Inactive,SARS_CoV-2,Viral_cov-2,47.863,,,,685.86,,C36H55N5O8,AID_1409607,146047985
3222,3223,CC1=CC=C(C=C1)N2C(=NN=C2SCC(=O)NC3=CC4=C(C=C3)OCO4)CC5=CC=CN5C,,Active,SARS_CoV,3CLpro_cov,,,13.97,6 µM,461.55,,C24H23N5O3S,AID_1706,3239069
3223,3224,C1COC(=O)N1C(=O)[C@H]2[C@@H](C(=NN2C3=CC=CC=C3)C4=CC(=CC=C4)Cl)C5=CC=CC=C5,,Active,SARS_CoV,PLpro_cov,,,,,445.91,,C25H20ClN3O3,AID_652038,16060039
3224,3225,CCOC(=O)C(=CNc1ccc(S(=O)(=O)c2ccc(NC=C(C(=O)OCC)C(=O)OCC)cc2)cc1)C(=O)OCC,,Active,SARS_CoV,3CLpro_cov,32,,,,588.64,,C28H32N2O10S,AID_269112,0
3225,3226,CC1=C2C(=CC=C1)C(=O)C(=O)N2CCOC3=CC=CC=C3,,Active,SARS_CoV,3CLpro_cov,,,17.77,6 µM,281.31,,C17H15NO3,AID_1706,2145491
3226,3227,CC1=C(C(C(=C(N1)C)C(=O)OC(C)C)C2=CC=CC3=NON=C32)C(=O)OC,,Inactive,SARS_CoV,3CLpro_cov,,,2.12,6 µM,371.39,,C19H21N3O5,AID_1706,3784
3227,3228,C1CN(CCN1CC(CO)O)C2=CC=CC=C2,,Inactive,SARS_CoV,3CLpro_cov,,,-6.57,6 µM,236.32,,C13H20N2O2,AID_1706,3169
