,smiles,common_name,IC50micromol,IC50microgML,formula,weight,origin,nature,family,sub_family,active_or_inactive,refs
712,CCCC\C=C\C1=NC2=CC(OC)=CC=C2N2C=CC=C12,"4-(E)-Alkenylpyrrolo[1,2-
a]quinoxaline Analogue",2,,C18H20N2O,280.37100000000004,,synthetic,Quinoxaline Derivative,,active,"10.1021/cr400552x;
    10.1080/14756360701425089 "
713,CCCC\C=C\C1=NC2=CC(OC)=CC=C2N2C=CC=C12,"4-(E)-Alkenylpyrrolo[1,2-
a]quinoxaline Analogue",2.5,,C18H20N2O,280.37100000000004,,synthetic,Quinoxaline Derivative,,active,"10.1021/cr400552x;
    10.1080/14756360701425089 "
714,CCCC\C=C\C1=NC2=CC=C(OC)C=C2N2C=CC=C12,"4-(E)-Alkenylpyrrolo[1,2-
a]quinoxaline Analogue",2.5,,C18H20N2O,280.37100000000004,,synthetic,Quinoxaline Derivative,,active,"10.1021/cr400552x;
    10.1080/14756360701425089 "
715,CCCC\C=C\C1=NC2=CC=C(OC)C=C2N2C=CC=C12,"4-(E)-Alkenylpyrrolo[1,2-
a]quinoxaline Analogue",2.5,,C18H20N2O,280.37100000000004,,synthetic,Quinoxaline Derivative,,active,"10.1021/cr400552x;
    10.1080/14756360701425089 "
716,CCCCC\C=C\C1=NC2=CC=CC=C2N2C=CC=C12,"4-(E)-Alkenylpyrrolo[1,2-
a]quinoxaline Analogue",1,,C18H20N2,264.372,,synthetic,Quinoxaline Derivative,,active,"10.1021/cr400552x;
    10.1080/14756360701425089 "
717,CCCCC\C=C\C1=NC2=CC=CC=C2N2C=CC=C12,"4-(E)-Alkenylpyrrolo[1,2-
a]quinoxaline Analogue",1.5,,C18H20N2,264.372,,synthetic,Quinoxaline Derivative,,active,"10.1021/cr400552x;
    10.1080/14756360701425089 "
718,CCCCC\C=C\C1=NC2=CC(OC)=CC=C2N2C=CC=C12,"4-(E)-Alkenylpyrrolo[1,2-
a]quinoxaline Analogue",2,,C19H22N2O,294.398,,synthetic,Quinoxaline Derivative,,active,"10.1021/cr400552x;
    10.1080/14756360701425089 "
719,CCCCC\C=C\C1=NC2=CC(OC)=CC=C2N2C=CC=C12,"4-(E)-Alkenylpyrrolo[1,2-
a]quinoxaline Analogue",0.5,,C19H22N2O,294.398,,synthetic,Quinoxaline Derivative,,active,"10.1021/cr400552x;
    10.1080/14756360701425089 "
720,CCCCCC\C=C\C1=NC2=CC=CC=C2N2C=CC=C12,"4-(E)-alkenylpyrrolo[1,2-a]quinoxaline
analogue",0.5,,"C19H22N2
",278.399,,synthetic,Quinoxaline Derivative,,active,10.1021/cr400552x;     10.1080/14756360701425089 
721,CCCCCC\C=C\C1=NC2=CC=CC=C2N2C=CC=C12,"4-(E)-alkenylpyrrolo[1,2-a]quinoxaline
analogue",0.6,,"C19H22N2
",278.399,,synthetic,Quinoxaline Derivative,,active,10.1021/cr400552x;     10.1080/14756360701425089 
722,CCCCCC\C=C\C1=NC2=CC(OC)=CC=C2N2C=CC=C12,"4-(E)-alkenylpyrrolo[1,2-a]quinoxaline
analogue",2,,C20H24N2O,308.425,,synthetic,Quinoxaline Derivative,,active,"10.1021/cr400552x; 
    10.1080/14756360701425089 "
723,CCCCCC\C=C\C1=NC2=CC(OC)=CC=C2N2C=CC=C12,"4-(E)-alkenylpyrrolo[1,2-a]quinoxaline
analogue",1.2,,C20H24N2O,308.425,,synthetic,Quinoxaline Derivative,,active,"10.1021/cr400552x; 
    10.1080/14756360701425089 "
724,CCCCCCC\C=C\C1=NC2=CC(OC)=CC=C2N2C=CC=C12,"4-(E)-alkenylpyrrolo[1,2-a]quinoxaline
analogue",2,,C21H26N2O,322.45200000000006,,synthetic,Quinoxaline Derivative,,active,"10.1021/cr400552x; 
10.1080/14756360701425089"
725,CCCCCCC\C=C\C1=NC2=CC(OC)=CC=C2N2C=CC=C12,"4-(E)-alkenylpyrrolo[1,2-a]quinoxaline
analogue",4,,C21H26N2O,322.45200000000006,,synthetic,Quinoxaline Derivative,,active,"10.1021/cr400552x; 
10.1080/14756360701425089"
726,CCCCCCCC\C=C\C1=NC2=CC(OC)=CC=C2N2C=CC=C12,"4-(E)-alkenylpyrrolo[1,2-a]quinoxaline
analogue",1,,C22H28N2O,336.47900000000004,,synthetic,Quinoxaline Derivative,,active,"10.1021/cr400552x; 
10.1080/14756360701425089"
727,CCCCCCCC\C=C\C1=NC2=CC(OC)=CC=C2N2C=CC=C12,"4-(E)-alkenylpyrrolo[1,2-a]quinoxaline
analogue",4,,C22H28N2O,336.47900000000004,,synthetic,Quinoxaline Derivative,,active,"10.1021/cr400552x; 
10.1080/14756360701425089"
728,FC(F)(F)c4ccc(OC2C(Cn1ccnc1)CCCC2Cn3ccnc3)cc4,"2,6-bisimidazolyl-methyl-1-aryloxycyclohexane",,3.284,C21H23F3N4O,404.4360000000002,,synthetic, imidazole derivative,,active,"10.1021/cr400552x;
    10.1016/j.bmcl.2008.11.094"
729,FC(F)(F)c4ccc(OC2C(Cn1ccnc1)CCCC2Cn3ccnc3)cc4,"2,6-bisimidazolyl-methyl-1-aryloxycyclohexane",,1.13,C21H23F3N4O,404.4360000000002,,synthetic, imidazole derivative,,active,"10.1021/cr400552x;
    10.1016/j.bmcl.2008.11.094"
730,FC(F)(F)c4ccc(OC2C(Cn1ccnc1)CCCC2Cn3ccnc3)cc4,"2,6-bisimidazolyl-methyl-1-aryloxycyclohexane",,,C21H23F3N4O,404.4360000000002,,synthetic, imidazole derivative,,inactive,"10.1021/cr400552x;
    10.1016/j.bmcl.2008.11.094"
731,[O-][N+](=O)c1ccc(OC2C(Cn3ccnc3)CCCC2Cn2ccnc2)cc1,"2,6-bisimidazolyl-methyl-1-aryloxycyclohexane",,5.524,C20H23N5O3,381.4360000000001,,synthetic, imidazole derivative,,active,"10.1021/cr400552x;
    10.1016/j.bmcl.2008.11.094"
732,[O-][N+](=O)c1ccc(OC2C(Cn3ccnc3)CCCC2Cn2ccnc2)cc1,"2,6-bisimidazolyl-methyl-1-aryloxycyclohexane",,1.97,C20H23N5O3,381.4360000000001,,synthetic, imidazole derivative,,active,"10.1021/cr400552x;
    10.1016/j.bmcl.2008.11.094"
733,[O-][N+](=O)c1ccc(OC2C(Cn3ccnc3)CCCC2Cn2ccnc2)cc1,"2,6-bisimidazolyl-methyl-1-aryloxycyclohexane",,,C20H23N5O3,381.4360000000001,,synthetic, imidazole derivative,,inactive,"10.1021/cr400552x;
    10.1016/j.bmcl.2008.11.094"
734,[O-][N+](=O)c1ccccc1OC1C(Cn2ccnc2)CCCC1Cn1ccnc1,"2,6-bisimidazolyl-methyl-1-aryloxycyclohexane",,9.57,C20H23N5O3,381.4360000000002,,synthetic, imidazole derivative,,active,"10.1021/cr400552x;
    10.1016/j.bmcl.2008.11.094"
735,[O-][N+](=O)c1ccccc1OC1C(Cn2ccnc2)CCCC1Cn1ccnc1,"2,6-bisimidazolyl-methyl-1-aryloxycyclohexane",,2.437,C20H23N5O3,381.4360000000002,,synthetic, imidazole derivative,,active,"10.1021/cr400552x;
    10.1016/j.bmcl.2008.11.094"
736,[O-][N+](=O)c1ccc(OC2C(Cn3ccnc3)CCCC2Cn2ccnc2)c(c1)C(F)(F)F,"2,6-bisimidazolyl-methyl-1-aryloxycyclohexane",,6.725,C21H22F3N5O3,449.4330000000001,,synthetic, imidazole derivative,,active,"10.1021/cr400552x;
    10.1016/j.bmcl.2008.11.094"
737,[O-][N+](=O)c1ccc(OC2C(Cn3ccnc3)CCCC2Cn2ccnc2)c(c1)C(F)(F)F,"2,6-bisimidazolyl-methyl-1-aryloxycyclohexane",,0.588,C21H22F3N5O3,449.4330000000001,,synthetic, imidazole derivative,,active,"10.1021/cr400552x;
    10.1016/j.bmcl.2008.11.094"
738,[O-][N+](=O)c1ccc(OC2C(Cn3ccnc3)CCCC2Cn2ccnc2)c(F)c1,"2,6-bisimidazolyl-methyl-1-aryloxycyclohexane",,3.57,C20H22FN5O3,399.4260000000001,,synthetic,imidazole derivative,,active,"10.1021/cr400552x;
    10.1016/j.bmcl.2008.11.094"
739,[O-][N+](=O)c1ccc(OC2C(Cn3ccnc3)CCCC2Cn2ccnc2)c(F)c1,"2,6-bisimidazolyl-methyl-1-aryloxycyclohexane",,1.17,C20H22FN5O3,399.4260000000001,,synthetic,imidazole derivative,,active,"10.1021/cr400552x;
    10.1016/j.bmcl.2008.11.094"
740,[O-][N+](=O)c1ccc(OC2C(Cn3ccnc3)CCCC2Cn2ccnc2)c(F)c1,"2,6-bisimidazolyl-methyl-1-aryloxycyclohexane",,,C20H22FN5O3,399.4260000000001,,synthetic,imidazole derivative,,inactive,"10.1021/cr400552x;
    10.1016/j.bmcl.2008.11.094"
741,FC(F)(F)c3ccc(O[C@H]1CCCC[C@@H]1Cn2ccnc2)cc3,"2,6-bis-
imidazolylmethyl-cyclohexyl aryl ether",,0.81,C17H19F3N2O,324.34599999999995,,synthetic, imidazole derivative,,active,"10.1021/cr400552x;
    10.1016/j.bmcl.2008.11.094"
742,FC(F)(F)c3ccc(O[C@H]1CCCC[C@@H]1Cn2ccnc2)cc3,"2,6-bis-
imidazolylmethyl-cyclohexyl aryl ether",,3.83,C17H19F3N2O,324.34599999999995,,synthetic, imidazole derivative,,active,"10.1021/cr400552x;
    10.1016/j.bmcl.2008.11.094"
743,[O-][N+](=O)c1ccc(O[C@H]2CCCC[C@@H]2Cn2ccnc2)cc1,1-(2-aryloxycyclohexylmethyl)-1H-imidazole,,0.82,C16H19N3O3,301.34599999999995,,synthetic,imidazole derivative,,active,"10.1021/cr400552x;
    10.1016/j.bmcl.2008.11.094"
744,[O-][N+](=O)c1ccc(O[C@H]2CCCC[C@@H]2Cn2ccnc2)cc1,1-(2-aryloxycyclohexylmethyl)-1H-imidazole,,4.57,C16H19N3O3,301.34599999999995,,synthetic,imidazole derivative,,active,"10.1021/cr400552x;
    10.1016/j.bmcl.2008.11.094"
745,[O-][N+](=O)c1ccccc1O[C@H]1CCCC[C@@H]1Cn1ccnc1,"2,6-bis-
imidazolylmethyl-cyclohexyl aryl ether",,4.23,C16H19N3O3,301.34599999999995,,synthetic,imidazole derivative,,active,"10.1021/cr400552x;
    10.1016/j.bmcl.2008.11.094"
749,[O-][N+](=O)c1ccc(O[C@H]2CCCC[C@@H]2Cn2ccnc2)c(F)c1,"2,6-bis-
imidazolylmethyl-cyclohexyl aryl ether",,1.09,C16H18FN3O3,319.33599999999996,,synthetic,imidazole derivative,,active,"10.1021/cr400552x;
    10.1016/j.bmcl.2008.11.094"
750,[O-][N+](=O)c1ccc(O[C@H]2CCCC[C@@H]2Cn2ccnc2)c(F)c1,"2,6-bis-
imidazolylmethyl-cyclohexyl aryl ether",,0.71,C16H18FN3O3,319.33599999999996,,synthetic,imidazole derivative,,active,"10.1021/cr400552x;
    10.1016/j.bmcl.2008.11.094"
751,[O-][N+](=O)c1ccc(O[C@H]2CCCC[C@@H]2Cn2ccnc2)c(F)c1,"2,6-bis-
imidazolylmethyl-cyclohexyl aryl ether",,,C16H18FN3O3,319.33599999999996,,synthetic,imidazole derivative,,inactive,"10.1021/cr400552x;
    10.1016/j.bmcl.2008.11.094"
752,FC(F)(F)c4ccc(OC2C(n1ccnc1)CCCC2n3ccnc3)cc4,"1-aryloxy-2, 6-bisimidazolyl
cyclohexane",,2.06,C19H19F3N4O,376.3820000000001,,synthetic,imidazole derivative,,active,"10.1021/cr400552x;
    10.1016/j.bmcl.2008.11.094"
753,FC(F)(F)c4ccc(OC2C(n1ccnc1)CCCC2n3ccnc3)cc4,"1-aryloxy-2, 6-bisimidazolyl
cyclohexane",,3,C19H19F3N4O,376.3820000000001,,synthetic,imidazole derivative,,active,"10.1021/cr400552x;
    10.1016/j.bmcl.2008.11.094"
754,FC(F)(F)c4ccc(OC2C(n1ccnc1)CCCC2n3ccnc3)cc4,"1-aryloxy-2, 6-bisimidazolyl
cyclohexane",,,C19H19F3N4O,376.3820000000001,,synthetic,imidazole derivative,,inactive,"10.1021/cr400552x;
    10.1016/j.bmcl.2008.11.094"
755,[O-][N+](=O)c1ccc(OC2C(CCCC2n2ccnc2)n2ccnc2)cc1,"1-aryloxy-2, 6-bisimidazolyl
cyclohexane",,4.67,C18H19N5O3,353.382,,synthetic,imidazole derivative,,active,"10.1021/cr400552x;
    10.1016/j.bmcl.2008.11.094"
756,[O-][N+](=O)c1ccc(OC2C(CCCC2n2ccnc2)n2ccnc2)cc1,"1-aryloxy-2, 6-bisimidazolyl
cyclohexane",,8.76,C18H19N5O3,353.382,,synthetic,imidazole derivative,,active,"10.1021/cr400552x;
    10.1016/j.bmcl.2008.11.094"
757,Fc1cc([NO2])ccc1OC3C(n2ccnc2)CCCC3n4ccnc4,"1-aryloxy-2, 6-bisimidazolyl
cyclohexane",,6.13,Invalid,,,synthetic,imidazole derivative,,active,"10.1021/cr400552x;
    10.1016/j.bmcl.2008.11.094"
758,Fc1cc([NO2])ccc1OC3C(n2ccnc2)CCCC3n4ccnc4,"1-aryloxy-2, 6-bisimidazolyl
cyclohexane",,3.02,Invalid,,,synthetic,imidazole derivative,,active,"10.1021/cr400552x;
    10.1016/j.bmcl.2008.11.094"
759,Fc1cc([NO2])ccc1OC3C(n2ccnc2)CCCC3n4ccnc4,"1-aryloxy-2, 6-bisimidazolyl
cyclohexane",,,Invalid,,,synthetic,imidazole derivative,,inactive,"10.1021/cr400552x;
    10.1016/j.bmcl.2008.11.094"
760,FC(F)(F)c3ccc(OC(CCn1ccnc1)c2ccccc2)cc3,,,,C19H17F3N2O,346.35200000000003,,synthetic,imidazole derivative,Aryloxyalkyl Imidazole,inactive,"10.1021/cr400552x;
    10.1016/j.bmcl.2009.10.117

"
761,FC(F)(F)c3ccc(OC(CCn1ccnc1)c2ccccc2)cc3,,,0.47,C19H17F3N2O,346.35200000000003,,synthetic,imidazole derivative,Aryloxyalkyl Imidazole,active,"10.1021/cr400552x;
    10.1016/j.bmcl.2009.10.117

"
762,[O-][N+](=O)c1ccc(OC(CCn2ccnc2)c2ccccc2)cc1,,,,C18H17N3O3,323.352,,synthetic,imidazole derivative,Aryloxyalkyl Imidazole,inactive,"10.1021/cr400552x;
    10.1016/j.bmcl.2009.10.117

"
763,[O-][N+](=O)c1ccc(OC(CCn2ccnc2)c2ccccc2)cc1,,,3.82,C18H17N3O3,323.352,,synthetic,imidazole derivative,Aryloxyalkyl Imidazole,active,"10.1021/cr400552x;
    10.1016/j.bmcl.2009.10.117

"
764,[O-][N+](=O)c1ccccc1OC(CCn1ccnc1)c1ccccc1,,,,C18H17N3O3,323.35200000000003,,synthetic,imidazole derivative,Aryloxyalkyl Imidazole,inactive,"10.1021/cr400552x;
    10.1016/j.bmcl.2009.10.117

"
765,[O-][N+](=O)c1ccccc1OC(CCn1ccnc1)c1ccccc1,,,0.48,C18H17N3O3,323.35200000000003,,synthetic,imidazole derivative,Aryloxyalkyl Imidazole,active,"10.1021/cr400552x;
    10.1016/j.bmcl.2009.10.117

"
766,[O-][N+](=O)c1ccc(OC(CCn2ccnc2)c2ccccc2)c(F)c1,,,,C18H16FN3O3,341.342,,synthetic,imidazole derivative,Aryloxyalkyl Imidazole,inactive,"10.1021/cr400552x;
    10.1016/j.bmcl.2009.10.117

"
767,[O-][N+](=O)c1ccc(OC(CCn2ccnc2)c2ccccc2)c(F)c1,,,2.83,C18H16FN3O3,341.342,,synthetic,imidazole derivative,Aryloxyalkyl Imidazole,active,"10.1021/cr400552x;
    10.1016/j.bmcl.2009.10.117

"
768,CC(Cn1ccnc1)C(Oc2ccc(C(F)(F)F)cc2)c3ccccc3,,,,C20H19F3N2O,360.379,,synthetic,imidazole derivative,Aryloxyalkyl Imidazole,inactive,"10.1021/cr400552x;
    10.1016/j.bmcl.2009.10.117

"
769,CC(Cn1ccnc1)C(Oc2ccc(C(F)(F)F)cc2)c3ccccc3,,,1.85,C20H19F3N2O,360.379,,synthetic,imidazole derivative,Aryloxyalkyl Imidazole,active,"10.1021/cr400552x;
    10.1016/j.bmcl.2009.10.117

"
770,CC(Cn1ccnc1)C(Oc1ccccc1[N+]([O-])=O)c1ccccc1,,,,C19H19N3O3,337.379,,synthetic,imidazole derivative,aryloxyalkyl imidazole,inactive,"10.1021/cr400552x;
    10.1016/j.bmcl.2009.10.117

"
771,CC(Cn1ccnc1)C(Oc1ccccc1[N+]([O-])=O)c1ccccc1,,,2.27,C19H19N3O3,337.379,,synthetic,imidazole derivative,aryloxyalkyl imidazole,active,"10.1021/cr400552x;
    10.1016/j.bmcl.2009.10.117

"
772,FC(F)(F)c3ccc(OC(Cn1ccnc1)c2ccccc2)cc3,,,,C18H15F3N2O,332.32500000000005,,synthetic,imidazole derivative,aryloxyalkyl imidazole,inactive,"10.1021/cr400552x;
    10.1016/j.bmcl.2009.10.117

"
773,FC(F)(F)c3ccc(OC(Cn1ccnc1)c2ccccc2)cc3,,,2.05,C18H15F3N2O,332.32500000000005,,synthetic,imidazole derivative,aryloxyalkyl imidazole,active,"10.1021/cr400552x;
    10.1016/j.bmcl.2009.10.117

"
774,[O-][N+](=O)c1ccc(OC(Cn2ccnc2)c2ccccc2)cc1,,,,C17H15N3O3,309.325,,synthetic,imidazole derivative,aryloxyalkyl imidazole,inactive,"10.1021/cr400552x;
    10.1016/j.bmcl.2009.10.117

"
775,[O-][N+](=O)c1ccc(OC(Cn2ccnc2)c2ccccc2)cc1,,,3.71,C17H15N3O3,309.325,,synthetic,imidazole derivative,aryloxyalkyl imidazole,active,"10.1021/cr400552x;
    10.1016/j.bmcl.2009.10.117

"
776,[O-][N+](=O)c1ccc(OC(Cn2ccnc2)c2ccccc2)c(F)c1,,,2.76,C17H14FN3O3,327.315,,synthetic,imidazole derivative,aryloxyalkyl imidazole,active,"10.1021/cr400552x;
    10.1016/j.bmcl.2009.10.117

"
777,[O-][N+](=O)c1ccc(OC(Cn2ccnc2)c2ccccc2)c(F)c1,,,,C17H14FN3O3,327.315,,synthetic,imidazole derivative,aryloxyalkyl imidazole,inactive,"10.1021/cr400552x;
    10.1016/j.bmcl.2009.10.117

"
778,[O-][N+](=O)c1ccccc1OC(Cn1ccnc1)c1ccccc1,,,,C17H15N3O3,309.325,,synthetic,imidazole derivative,aryloxyalkyl imidazole,inactive,"10.1021/cr400552x;
    10.1016/j.bmcl.2009.10.117

"
779,[O-][N+](=O)c1ccccc1OC(Cn1ccnc1)c1ccccc1,,,2.25,C17H15N3O3,309.325,,synthetic,imidazole derivative,aryloxyalkyl imidazole,active,"10.1021/cr400552x;
    10.1016/j.bmcl.2009.10.117

"
780,FC(F)(F)c1ccc(OC(Cn2ccnc2)OCC2=CC=CC=C2)cc1,,,,C19H17F3N2O2,362.3510000000001,,synthetic,imidazole derivative,diaryloxyalkyl imidazole,inactive,"10.1021/cr400552x;
    10.1016/j.bmcl.2009.10.117

"
781,FC(F)(F)c1ccc(OC(Cn2ccnc2)OCC2=CC=CC=C2)cc1,,,0.56,C19H17F3N2O2,362.3510000000001,,synthetic,imidazole derivative,diaryloxyalkyl imidazole,active,"10.1021/cr400552x;
    10.1016/j.bmcl.2009.10.117

"
782,[O-][N+](=O)c1ccccc1OC(Cn1ccnc1)OCC1=CC=CC=C1,,,,C18H17N3O4,339.35100000000006,,synthetic,imidazole derivative,diaryloxyalkyl imidazole,inactive,"10.1021/cr400552x; 
    10.1016/j.bmcl.2009.10.117

"
783,[O-][N+](=O)c1ccccc1OC(Cn1ccnc1)OCC1=CC=CC=C1,,,4.82,C18H17N3O4,339.35100000000006,,synthetic,imidazole derivative,diaryloxyalkyl imidazole,active,"10.1021/cr400552x; 
    10.1016/j.bmcl.2009.10.117

"
784,Clc3cccc(COC(CCn1ccnc1)c2ccco2)c3,,3.04-9.39,,C17H17ClN2O2,316.788,synthetic,synthetic,Imidazolidine Derivative,furanyl azole derivative,active,"10.1021/cr400552x; 
    10.1100/tsw.2010.176"
785,Clc3ccc(COC(CCn1ccnc1)c2ccco2)c(Cl)c3,,3.04-9.39,,C17H16Cl2N2O2,351.23300000000006,,synthetic,Imidazolidine Derivative,furanyl azole derivative,active,"10.1021/cr400552x;
    10.1100/tsw.2010.176"
786,Clc3ccc(Cl)c(COC(CCn1ccnc1)c2ccco2)c3,,3.04-9.39,,C17H16Cl2N2O2,351.23300000000006,,synthetic,Imidazolidine Derivative,furanyl azole derivative,active,"10.1021/cr400552x;
    10.1100/tsw.2010.176"
787,Fc3ccc(COC(CCn1ccnc1)c2ccco2)c(F)c3,,3.04-9.39,,C17H16F2N2O2,318.32300000000004,,synthetic,Imidazolidine Derivative,furanyl azole derivative,active,"10.1021/cr400552x;
    10.1100/tsw.2010.176"
788,Fc3ccc(F)c(COC(CCn1ccnc1)c2ccco2)c3,,3.04-9.39,,C17H16F2N2O2,318.32300000000004,,synthetic,Imidazolidine Derivative,furanyl azole derivative,active,"10.1021/cr400552x;
    10.1100/tsw.2010.176"
789,Clc3cccc(COC(CCn1cncn1)c2ccco2)c3,,3.04-9.39,,C16H16ClN3O2,317.776,,synthetic,Imidazolidine Derivative,furanyl azole derivative,active,"10.1021/cr400552x;
    10.1100/tsw.2010.176"
790,Clc3ccc(Cl)c(COC(CCn1cncn1)c2ccco2)c3,,3.04-9.39,,C16H15Cl2N3O2,352.22100000000006,,synthetic,Imidazolidine Derivative,furanyl azole derivative,active,"10.1021/cr400552x
    10.1100/tsw.2010.176"
791,Clc3cccc(COC(CCn1ccnc1)c2cccs2)c3,,5.14-7.81,,C17H17ClN2OS,332.856,,synthetic,Imidazolidine Derivative,thiophenyl azole,active,"10.1021/cr400552x;
    10.1100/tsw.2010.176"
792,Clc3ccc(COC(CCn1ccnc1)c2cccs2)c(Cl)c3,,5.14-7.81,,C17H16Cl2N2OS,367.30100000000004,,synthetic,Imidazolidine Derivative,thiophenyl azole,active,"10.1021/cr400552x;
    10.1100/tsw.2010.176"
793,Clc3ccc(Cl)c(COC(CCn1ccnc1)c2cccs2)c3,,5.14-7.81,,C17H16Cl2N2OS,367.30100000000004,,synthetic,Imidazolidine Derivative,thiophenyl azole,active,"10.1021/cr400552x;
    10.1100/tsw.2010.176"
794,Fc3ccc(COC(CCn1ccnc1)c2cccs2)c(F)c3,,5.14-7.81,,C17H16F2N2OS,334.391,,synthetic,Imidazolidine Derivative,thiophenyl azole,active,"10.1021/cr400552x;
    10.1100/tsw.2010.176"
795,Fc3ccc(F)c(COC(CCn1ccnc1)c2cccs2)c3,,5.14-7.81,,C17H16F2N2OS,334.391,,synthetic,Imidazolidine Derivative,thiophenyl azole,active,"10.1021/cr400552x;
    10.1100/tsw.2010.176"
796,c6ccc5[nH]c(c4ccc(OCCCOc3ccc(c2nc1ccccc1[nH]2)cc3)cc4)nc5c6,,1.5,,C29H24N4O2,460.53700000000003,,,,bisbenzimidazole,active,"10.1021/cr400552x;
    10.1016/j.bmcl.2008.03.020

"
797,c6ccc5[nH]c(c4ccc(OCCCCOc3ccc(c2nc1ccccc1[nH]2)cc3)cc4)nc5c6,,4.9,,C30H26N4O2,474.5640000000001,,,,bisbenzimidazole,active,"10.1021/cr400552x;
    10.1016/j.bmcl.2008.03.020

"
798,c6ccc5[nH]c(c4ccc(OCCCCCOc3ccc(c2nc1ccccc1[nH]2)cc3)cc4)nc5c6,,1.4,,C31H28N4O2,488.59100000000007,,,,bisbenzimidazole,active,"10.1021/cr400552x;
    10.1016/j.bmcl.2008.03.020

"
799,Cc1ncc(C(F)F)n1c2ccc(Cl)cc2,difluoromethylated azole,1.7,,C11H9ClF2N2,242.656,,synthetic,,,active,10.1021/cr400552x
800,O=Cc2cn(c1cccc(Cl)c1)nn2,carbaldehyde,2.8,,C9H6ClN3O,207.61999999999998,,synthetic,,,active,10.1021/cr400552x
801,FC(F)c2cn(c1cccc(Cl)c1)nn2,difluoromethylated azole,2.6,,C9H6ClF2N3,229.617,,synthetic,,,active,10.1021/cr400552x
802,COC1=CC=C(CC(N)C(N)CC2=CC=C(OC)C=C2)C=C1,"1,2-Bis(p-methoxybenzyl)ethylenediamine",,1.9,C18H24N2O2,300.402,,,Imidazolidine Derivative,,active,"10.1021/cr400552x;
    10.1100/tsw.2010.176"
803,COC1=CC=C(CC(N)C(N)CC2=CC=C(OC)C=C2)C=C1,"1,2-Bis(p-methoxybenzyl)ethylenediamine",,1.8,C18H24N2O2,300.402,,,Imidazolidine Derivative,,active,"10.1021/cr400552x;
    10.1100/tsw.2010.176"
804,COc3ccc(CN2CCN(Cc1ccc(OC)cc1)C2)cc3,"2-Substituted-1,3-Bis(p-
methoxybenzyl)imidazolidine",,4.7,C19H24N2O2,312.413,,synthetic,Imidazolidine Derivative,,active,"10.1021/cr400552x;
    10.1100/tsw.2010.176"
805,COc3ccc(CN2CCN(Cc1ccc(OC)cc1)C2)cc3,"2-Substituted-1,3-Bis(p-
methoxybenzyl)imidazolidine",,2.4,C19H24N2O2,312.413,,synthetic,Imidazolidine Derivative,,active,"10.1021/cr400552x;
    10.1100/tsw.2010.176"
806,COc4ccc(CN2CCN(Cc1ccc(OC)cc1)C2c3ccccc3)cc4,"2-Substituted-1,3-Bis(p-
methoxybenzyl)imidazolidines",,13.6,C25H28N2O2,388.511,,synthetic,Imidazolidine Derivative,,active,"10.1021/cr400552x;
    10.1100/tsw.2010.176"
807,COc4ccc(CN2CCN(Cc1ccc(OC)cc1)C2c3ccccc3)cc4,"2-Substituted-1,3-Bis(p-
methoxybenzyl)imidazolidines",,4,C25H28N2O2,388.511,,synthetic,Imidazolidine Derivative,,active,"10.1021/cr400552x;
    10.1100/tsw.2010.176"
808,COc4ccc(CN2CCN(Cc1ccc(OC)cc1)C2c3ccc(OC)cc3)cc4,"2-Substituted-1,3-Bis(p-
methoxybenzyl)imidazolidines",,9,C26H30N2O3,418.5370000000001,,synthetic,Imidazolidine Derivative,,active,"10.1021/cr400552x;
    10.1100/tsw.2010.176"
809,COc4ccc(CN2CCN(Cc1ccc(OC)cc1)C2c3ccc(OC)cc3)cc4,"2-Substituted-1,3-Bis(p-
methoxybenzyl)imidazolidines",,3,C26H30N2O3,418.5370000000001,,synthetic,Imidazolidine Derivative,,active,"10.1021/cr400552x;
    10.1100/tsw.2010.176"
810,COc4ccc(CN2CCN(Cc1ccc(OC)cc1)C2c3ccccc3O)cc4,"2-Substituted-1,3-Bis(p-
methoxybenzyl)imidazolidines",,12.4,C25H28N2O3,404.51000000000005,,synthetic,Imidazolidine Derivative,,active,"10.1021/cr400552x;
    10.1100/tsw.2010.176"
811,COc4ccc(CN2CCN(Cc1ccc(OC)cc1)C2c3ccccc3O)cc4,"2-Substituted-1,3-Bis(p-
methoxybenzyl)imidazolidines",,"6.7
",C25H28N2O3,404.51000000000005,,synthetic,Imidazolidine Derivative,,active,"10.1021/cr400552x;
    10.1100/tsw.2010.176"
812,Cc3nc(c1ccccn1)nc(N2CCCC2)c3Cl,,0.53,,C14H15ClN4,274.7549999999999,,synthetic,Pyrimidine,Pyridyl Pyrimidine,active,"10.1021/cr400552x;
    10.1016/j.bmcl.2008.11.098"
813,Cc3nc(c1ccccn1)nc(NCc2ccccc2)c3Cl,,0.47,,C17H15ClN4,310.788,,synthetic, Pyrimidine,2-Pyridyl Pyrimidine,active,"10.1021/cr400552x;
    10.1016/j.bmcl.2008.11.098"
814,Cc3nc(c1ccccn1)nc(NCCc2ccccc2)c3Cl,,0.5,,C18H17ClN4,324.81499999999994,,synthetic,Pyrimidine,2-Pyridyl Pyrimidine,active,"10.1021/cr400552x;
    10.1016/j.bmcl.2008.11.098"
815,Cc3nc(c1ccccn1)nc(NCCCc2ccccc2)c3Cl,,0.48,,C19H19ClN4,338.842,,synthetic,Pyrimidine,2-Pyridyl Pyrimidine,active,"10.1021/cr400552x;
    10.1016/j.bmcl.2008.11.098"
