,smiles,chemical_name,common_name,formula,weight,origin,nature,family,sub_family,active_or_inactive,refs
516,[O-][N+](=O)c1ccc(OC2C(Cn3ccnc3)CCCC2Cn2ccnc2)cc1,,"2,6-bisimidazolyl-methyl-1-aryloxycyclohexane",C20H23N5O3,381.4360000000001,,synthetic, imidazole derivative,,,"10.1021/cr400552x;
    10.1016/j.bmcl.2008.11.094"
517,[O-][N+](=O)c1ccccc1OC1C(Cn2ccnc2)CCCC1Cn1ccnc1,,"2,6-bisimidazolyl-methyl-1-aryloxycyclohexane",C20H23N5O3,381.4360000000002,,synthetic, imidazole derivative,,,"10.1021/cr400552x;
    10.1016/j.bmcl.2008.11.094"
518,[O-][N+](=O)c1ccc(OC2C(Cn3ccnc3)CCCC2Cn2ccnc2)c(c1)C(F)(F)F,,"2,6-bisimidazolyl-methyl-1-aryloxycyclohexane",C21H22F3N5O3,449.4330000000001,,synthetic, imidazole derivative,,,"10.1021/cr400552x;
    10.1016/j.bmcl.2008.11.094"
519,[O-][N+](=O)c1ccc(OC2C(Cn3ccnc3)CCCC2Cn2ccnc2)c(F)c1,,"2,6-bisimidazolyl-methyl-1-aryloxycyclohexane",C20H22FN5O3,399.4260000000001,,synthetic,imidazole derivative,,,"10.1021/cr400552x;
    10.1016/j.bmcl.2008.11.094"
520,FC(F)(F)c3ccc(O[C@H]1CCCC[C@@H]1Cn2ccnc2)cc3,,"2,6-bis-
imidazolylmethyl-cyclohexyl aryl ether",C17H19F3N2O,324.34599999999995,,synthetic, imidazole derivative,,,"10.1021/cr400552x;
    10.1016/j.bmcl.2008.11.094"
521,[O-][N+](=O)c1ccc(O[C@H]2CCCC[C@@H]2Cn2ccnc2)cc1,,1-(2-aryloxycyclohexylmethyl)-1H-imidazole,C16H19N3O3,301.34599999999995,,synthetic,imidazole derivative,,,"10.1021/cr400552x;
    10.1016/j.bmcl.2008.11.094"
522,[O-][N+](=O)c1ccccc1O[C@H]1CCCC[C@@H]1Cn1ccnc1,,"2,6-bis-
imidazolylmethyl-cyclohexyl aryl ether",C16H19N3O3,301.34599999999995,,synthetic,imidazole derivative,,,"10.1021/cr400552x;
    10.1016/j.bmcl.2008.11.094"
523,[O-][N+](=O)c1ccc(O[C@H]2CCCC[C@@H]2Cn2ccnc2)c(c1)C(F)(F)F,,"2,6-bis-
imidazolylmethyl-cyclohexyl aryl ether",C17H18F3N3O3,369.34299999999996,,synthetic,imidazole derivative,,,"10.1021/cr400552x;
    10.1016/j.bmcl.2008.11.094"
524,[O-][N+](=O)c1ccc(O[C@H]2CCCC[C@@H]2Cn2ccnc2)c(F)c1,,"2,6-bis-
imidazolylmethyl-cyclohexyl aryl ether",C16H18FN3O3,319.33599999999996,,synthetic,imidazole derivative,,,"10.1021/cr400552x;
    10.1016/j.bmcl.2008.11.094"
525,FC(F)(F)c4ccc(OC2C(n1ccnc1)CCCC2n3ccnc3)cc4,,"1-aryloxy-2, 6-bisimidazolyl
cyclohexane",C19H19F3N4O,376.3820000000001,,synthetic,imidazole derivative,,,"10.1021/cr400552x;
    10.1016/j.bmcl.2008.11.094"
526,[O-][N+](=O)c1ccc(OC2C(CCCC2n2ccnc2)n2ccnc2)cc1,,"1-aryloxy-2, 6-bisimidazolyl
cyclohexane",C18H19N5O3,353.382,,synthetic,imidazole derivative,,,"10.1021/cr400552x;
    10.1016/j.bmcl.2008.11.094"
528,FC(F)(F)c3ccc(OC(CCn1ccnc1)c2ccccc2)cc3,,,C19H17F3N2O,346.35200000000003,,synthetic,imidazole derivative,Aryloxyalkyl Imidazole,,"10.1021/cr400552x;
    10.1016/j.bmcl.2009.10.117

"
529,[O-][N+](=O)c1ccc(OC(CCn2ccnc2)c2ccccc2)cc1,,,C18H17N3O3,323.352,,synthetic,imidazole derivative,Aryloxyalkyl Imidazole,,"10.1021/cr400552x;
    10.1016/j.bmcl.2009.10.117

"
530,[O-][N+](=O)c1ccccc1OC(CCn1ccnc1)c1ccccc1,,,C18H17N3O3,323.35200000000003,,synthetic,imidazole derivative,Aryloxyalkyl Imidazole,,"10.1021/cr400552x;
    10.1016/j.bmcl.2009.10.117

"
531,[O-][N+](=O)c1ccc(OC(CCn2ccnc2)c2ccccc2)c(F)c1,,,C18H16FN3O3,341.342,,synthetic,imidazole derivative,Aryloxyalkyl Imidazole,,"10.1021/cr400552x;
    10.1016/j.bmcl.2009.10.117

"
532,CC(Cn1ccnc1)C(Oc2ccc(C(F)(F)F)cc2)c3ccccc3,,,C20H19F3N2O,360.379,,synthetic,imidazole derivative,Aryloxyalkyl Imidazole,,"10.1021/cr400552x;
    10.1016/j.bmcl.2009.10.117

"
533,CC(Cn1ccnc1)C(Oc1ccccc1[N+]([O-])=O)c1ccccc1,,,C19H19N3O3,337.379,,synthetic,imidazole derivative,aryloxyalkyl imidazole,,"10.1021/cr400552x;
    10.1016/j.bmcl.2009.10.117

"
534,FC(F)(F)c3ccc(OC(Cn1ccnc1)c2ccccc2)cc3,,,C18H15F3N2O,332.32500000000005,,synthetic,imidazole derivative,aryloxyalkyl imidazole,,"10.1021/cr400552x;
    10.1016/j.bmcl.2009.10.117

"
535,[O-][N+](=O)c1ccc(OC(Cn2ccnc2)c2ccccc2)cc1,,,C17H15N3O3,309.325,,synthetic,imidazole derivative,aryloxyalkyl imidazole,,"10.1021/cr400552x;
    10.1016/j.bmcl.2009.10.117

"
536,[O-][N+](=O)c1ccc(OC(Cn2ccnc2)c2ccccc2)c(F)c1,,,C17H14FN3O3,327.315,,synthetic,imidazole derivative,aryloxyalkyl imidazole,,"10.1021/cr400552x;
    10.1016/j.bmcl.2009.10.117

"
537,[O-][N+](=O)c1ccccc1OC(Cn1ccnc1)c1ccccc1,,,C17H15N3O3,309.325,,synthetic,imidazole derivative,aryloxyalkyl imidazole,,"10.1021/cr400552x;
    10.1016/j.bmcl.2009.10.117

"
538,FC(F)(F)c1ccc(OC(Cn2ccnc2)OCC2=CC=CC=C2)cc1,,,C19H17F3N2O2,362.3510000000001,,synthetic,imidazole derivative,diaryloxyalkyl imidazole,,"10.1021/cr400552x;
    10.1016/j.bmcl.2009.10.117

"
539,[O-][N+](=O)c1ccccc1OC(Cn1ccnc1)OCC1=CC=CC=C1,,,C18H17N3O4,339.35100000000006,,synthetic,imidazole derivative,diaryloxyalkyl imidazole,,"10.1021/cr400552x; 
    10.1016/j.bmcl.2009.10.117

"
540,Clc3cccc(COC(CCn1ccnc1)c2ccco2)c3,,,C17H17ClN2O2,316.788,synthetic,synthetic,Imidazolidine Derivative,furanyl azole derivative,,"10.1021/cr400552x; 
    10.1100/tsw.2010.176"
541,Clc3ccc(COC(CCn1ccnc1)c2ccco2)c(Cl)c3,,,C17H16Cl2N2O2,351.23300000000006,,synthetic,Imidazolidine Derivative,furanyl azole derivative,,"10.1021/cr400552x;
    10.1100/tsw.2010.176"
542,Clc3ccc(Cl)c(COC(CCn1ccnc1)c2ccco2)c3,,,C17H16Cl2N2O2,351.23300000000006,,synthetic,Imidazolidine Derivative,furanyl azole derivative,,"10.1021/cr400552x;
    10.1100/tsw.2010.176"
543,Fc3ccc(COC(CCn1ccnc1)c2ccco2)c(F)c3,,,C17H16F2N2O2,318.32300000000004,,synthetic,Imidazolidine Derivative,furanyl azole derivative,,"10.1021/cr400552x;
    10.1100/tsw.2010.176"
544,Fc3ccc(F)c(COC(CCn1ccnc1)c2ccco2)c3,,,C17H16F2N2O2,318.32300000000004,,synthetic,Imidazolidine Derivative,furanyl azole derivative,,"10.1021/cr400552x;
    10.1100/tsw.2010.176"
545,Clc3cccc(COC(CCn1cncn1)c2ccco2)c3,,,C16H16ClN3O2,317.776,,synthetic,Imidazolidine Derivative,furanyl azole derivative,,"10.1021/cr400552x;
    10.1100/tsw.2010.176"
546,Clc3ccc(Cl)c(COC(CCn1cncn1)c2ccco2)c3,,,C16H15Cl2N3O2,352.22100000000006,,synthetic,Imidazolidine Derivative,furanyl azole derivative,,"10.1021/cr400552x
    10.1100/tsw.2010.176"
547,Clc3cccc(COC(CCn1ccnc1)c2cccs2)c3,,,C17H17ClN2OS,332.856,,synthetic,Imidazolidine Derivative,thiophenyl azole,,"10.1021/cr400552x;
    10.1100/tsw.2010.176"
548,Clc3ccc(COC(CCn1ccnc1)c2cccs2)c(Cl)c3,,,C17H16Cl2N2OS,367.30100000000004,,synthetic,Imidazolidine Derivative,thiophenyl azole,,"10.1021/cr400552x;
    10.1100/tsw.2010.176"
549,Clc3ccc(Cl)c(COC(CCn1ccnc1)c2cccs2)c3,,,C17H16Cl2N2OS,367.30100000000004,,synthetic,Imidazolidine Derivative,thiophenyl azole,,"10.1021/cr400552x;
    10.1100/tsw.2010.176"
550,Fc3ccc(COC(CCn1ccnc1)c2cccs2)c(F)c3,,,C17H16F2N2OS,334.391,,synthetic,Imidazolidine Derivative,thiophenyl azole,,"10.1021/cr400552x;
    10.1100/tsw.2010.176"
551,Fc3ccc(F)c(COC(CCn1ccnc1)c2cccs2)c3,,,C17H16F2N2OS,334.391,,synthetic,Imidazolidine Derivative,thiophenyl azole,,"10.1021/cr400552x;
    10.1100/tsw.2010.176"
552,c6ccc5[nH]c(c4ccc(OCCCOc3ccc(c2nc1ccccc1[nH]2)cc3)cc4)nc5c6,,,C29H24N4O2,460.53700000000003,,,,bisbenzimidazole,,"10.1021/cr400552x;
    10.1016/j.bmcl.2008.03.020

"
553,c6ccc5[nH]c(c4ccc(OCCCCOc3ccc(c2nc1ccccc1[nH]2)cc3)cc4)nc5c6,,,C30H26N4O2,474.5640000000001,,,,bisbenzimidazole,,"10.1021/cr400552x;
    10.1016/j.bmcl.2008.03.020

"
554,c6ccc5[nH]c(c4ccc(OCCCCCOc3ccc(c2nc1ccccc1[nH]2)cc3)cc4)nc5c6,,,C31H28N4O2,488.59100000000007,,,,bisbenzimidazole,,"10.1021/cr400552x;
    10.1016/j.bmcl.2008.03.020

"
555,Cc1ncc(C(F)F)n1c2ccc(Cl)cc2,,difluoromethylated azole,C11H9ClF2N2,242.656,,synthetic,,,,10.1021/cr400552x
556,O=Cc2cn(c1cccc(Cl)c1)nn2,,carbaldehyde,C9H6ClN3O,207.61999999999998,,synthetic,,,,10.1021/cr400552x
557,FC(F)c2cn(c1cccc(Cl)c1)nn2,,difluoromethylated azole,C9H6ClF2N3,229.617,,synthetic,,,,10.1021/cr400552x
558,COC1=CC=C(CC(N)C(N)CC2=CC=C(OC)C=C2)C=C1,,"1,2-Bis(p-methoxybenzyl)ethylenediamine",C18H24N2O2,300.402,,,Imidazolidine Derivative,,,"10.1021/cr400552x;
    10.1100/tsw.2010.176"
559,COc3ccc(CN2CCN(Cc1ccc(OC)cc1)C2)cc3,,"2-Substituted-1,3-Bis(p-
methoxybenzyl)imidazolidine",C19H24N2O2,312.413,,synthetic,Imidazolidine Derivative,,,"10.1021/cr400552x;
    10.1100/tsw.2010.176"
560,COc4ccc(CN2CCN(Cc1ccc(OC)cc1)C2c3ccccc3)cc4,,"2-Substituted-1,3-Bis(p-
methoxybenzyl)imidazolidines",C25H28N2O2,388.511,,synthetic,Imidazolidine Derivative,,,"10.1021/cr400552x;
    10.1100/tsw.2010.176"
561,COc4ccc(CN2CCN(Cc1ccc(OC)cc1)C2c3ccc(OC)cc3)cc4,,"2-Substituted-1,3-Bis(p-
methoxybenzyl)imidazolidines",C26H30N2O3,418.5370000000001,,synthetic,Imidazolidine Derivative,,,"10.1021/cr400552x;
    10.1100/tsw.2010.176"
562,COc4ccc(CN2CCN(Cc1ccc(OC)cc1)C2c3ccccc3O)cc4,,"2-Substituted-1,3-Bis(p-
methoxybenzyl)imidazolidines",C25H28N2O3,404.51000000000005,,synthetic,Imidazolidine Derivative,,,"10.1021/cr400552x;
    10.1100/tsw.2010.176"
563,Cc3nc(c1ccccn1)nc(N2CCCC2)c3Cl,,,C14H15ClN4,274.7549999999999,,synthetic,Pyrimidine,Pyridyl Pyrimidine,,"10.1021/cr400552x;
    10.1016/j.bmcl.2008.11.098"
564,Cc3nc(c1ccccn1)nc(NCc2ccccc2)c3Cl,,,C17H15ClN4,310.788,,synthetic, Pyrimidine,2-Pyridyl Pyrimidine,,"10.1021/cr400552x;
    10.1016/j.bmcl.2008.11.098"
565,Cc3nc(c1ccccn1)nc(NCCc2ccccc2)c3Cl,,,C18H17ClN4,324.81499999999994,,synthetic,Pyrimidine,2-Pyridyl Pyrimidine,,"10.1021/cr400552x;
    10.1016/j.bmcl.2008.11.098"
566,Cc3nc(c1ccccn1)nc(NCCCc2ccccc2)c3Cl,,,C19H19ClN4,338.842,,synthetic,Pyrimidine,2-Pyridyl Pyrimidine,,"10.1021/cr400552x;
    10.1016/j.bmcl.2008.11.098"
567,Cc3nc(c1ccccn1)nc(CNCCc2ccccc2)c3Cl,,,C19H19ClN4,338.842,,synthetic,Pyrimidine,2-Pyridyl Pyrimidine,,"10.1021/cr400552x;
    10.1016/j.bmcl.2008.11.098"
568,Cc3nc(c1ccccn1)nc(NCC2CCCCC2)c3Cl,,,C17H21ClN4,316.836,,synthetic,Pyrimidine,2-Pyridyl Pyrimidine,,"10.1021/cr400552x;
    10.1016/j.bmcl.2008.11.098"
569,Cc3nc(c1ccccn1)nc(NCCC2CCCCC2)c3Cl,,,C18H23ClN4,330.86300000000006,,synthetic,Pyrimidine,2-Pyridyl Pyrimidine,,"10.1021/cr400552x;
10.1016/j.bmcl.2008.11.098"
570,Cc3nc(c1ccccn1)nc(NCCc2cccc(Cl)c2)c3Cl,,,C18H16Cl2N4,359.26,,synthetic,Pyrimidine,2-Pyridyl Pyrimidine,,"10.1021/cr400552x;
    10.1016/j.bmcl.2008.11.098"
571,Cc3nc(c1ccccn1)nc(NCCc2ccc(Cl)cc2)c3Cl,,,C18H16Cl2N4,359.26,,synthetic,Pyrimidine,2-Pyridyl Pyrimidine,,"10.1021/cr400552x;
    10.1016/j.bmcl.2008.11.098"
572,COc3ccc(CCNc2nc(c1ccccn1)nc(C)c2Cl)cc3,,2-pyridyl pyrimidine,C19H19ClN4O,354.8410000000001,,synthetic,pyrimidine,,,"10.1021/cr400552x;
    10.1016/j.bmcl.2008.11.098"
573,Cc4nc(c1ccccn1)nc(NC3C/C\2=C(CC/C=C2)\C3)c4Cl,,2-pyridyl pyrimidine,C19H19ClN4,338.842,,synthetic,pyrimidine,,,"10.1021/cr400552x;
    10.1016/j.bmcl.2008.11.098"
574,Cc3nc(c1ccccn1)nc(NCCCc2ccccc2)c3Cl,,2-pyridyl pyrimidine,C19H19ClN4,338.842,,synthetic,pyrimidine,,,"10.1021/cr400552x;
    10.1016/j.bmcl.2008.11.098"
575,Cc4nc(c1ccccn1)nc(C3CCC(c2ccccc2)N3)c4Cl,,2-pyridyl pyrimidine,C20H19ClN4,350.85299999999995,,synthetic,pyrimidine,,,"10.1021/cr400552x;
    10.1016/j.bmcl.2008.11.098"
576,Cc4nc(c1ccccn1)nc(C3CNC(Cc2ccccc2)C3)c4Cl,,,C21H21ClN4,364.88,,synthetic,pyrimidine,2-pyridyl pyrimidine,,"10.1021/cr400552x;
    10.1016/j.bmcl.2008.11.098"
577,Cc3nc(c1ccccn1)nc(C2CCCN2)c3Cl.CCc1ccccc1,,,C22H25ClN4,380.92300000000006,,synthetic,pyrimidine,2-pyridyl pyrimidine,,"10.1021/cr400552x;
    10.1016/j.bmcl.2008.11.098"
578,Cc3nc(c1ccccn1)nc(NCCNc2cc(C(F)(F)F)ccn2)c3Cl,,,C18H16ClF3N6,408.81499999999994,,synthetic,pyrimidine,2-pyridyl pyrimidine,,"10.1021/cr400552x;
    10.1016/j.bmcl.2008.11.098"
579,CC(=O)/C2=C(C)/Nc1c(c(=O)n(C)c(=O)n1C)C2c3ccc(C(C)C)cc3,"6-Acetyl-5-(4-isopro 6-Acetyl-5-(4-isopropyl-phenyl)-1,3,7-trimethyl-5,8-pyl-phenyl)-1,3,7-trimethyl-5,8-dihydro-1H-pyrido[2,3-d]pyrimidine-2,4-dione","Dihydropyrido[2,3-d]pyrimidine",C21H25N3O3,367.44900000000007,,synthetic,pyrimidine,,,"10.1021/cr400552x;
    10.1016/j.bmc.2005.07.043"
580,CC(=O)/C2=C(C)/Nc1c(c(=O)n(C)c(=O)n1C)C2c3ccc(C)c(C)c3," 6-Acetyl-5-(3,4-dichloro-phenyl)-1,3,7-trimethyl-5,8-
dihydro-1
H
-pyrido[2,3-
d
]pyrimidine-2,4-dione","Dihydropyrido[2,3-d]pyrimidine",C20H23N3O3,353.4220000000001,,synthetic,pyrimidine,,,"10.1021/cr400552x;
    10.1016/j.bmc.2005.07.043"
581,CC(=O)/C2=C(C)/Nc1c(c(=O)n(C)c(=O)n1C)C2c3ccc(C#N)cc3,"6-Acetyl-1,3,7-trimethyl-2,4-dioxo-1,2,3,4,5,8-hexa-
hydro-pyrido[2,3-
d
]pyrimidine-5-yl-benzonitrile","Dihydropyrido[2,3-d]pyrimidine",C19H18N4O3,350.37800000000004,,synthetic,pyrimidine,,,"10.1021/cr400552x;
    10.1016/j.bmc.2005.07.043"
583,CC(=O)/C2=C(C)/Nc1c(c(=O)n(C)c(=O)n1C)C2c3ccc(C)cc3,"6-Acetyl-1,3,7-trimethyl-5-
p
-tolyl-5,8-dihydro-1
H
-
pyrido[2,3-
d
]pyrimidine-2,4-dione","Dihydropyrido[2,3-d]pyrimidine",C19H21N3O3,339.39500000000004,,synthetic,pyrimidine,,,"10.1021/cr400552x;
    10.1016/j.bmc.2005.07.043"
584,CC(=O)/C2=C(C)/Nc1c(c(=O)n(C)c(=O)n1C)C2c3ccc(C)c(C)c3," 6-Acetyl-5-(4-chloro-phe
nyl)-1,3,7-trimethyl-5,8-dihy-
dro-1
H
-pyrido[2,3-
d
]pyrimidine-2,4-dione","Dihydropyrido[2,3-d]pyrimidine",C20H23N3O3,353.4220000000001,,synthetic,pyrimidine,,,"10.1021/cr400552x;
    10.1016/j.bmc.2005.07.043"
585,CC(=O)/C2=C(C)/Nc1c(c(=O)n(C)c(=O)n1C)C2c3ccc(F)cc3," 6-Acetyl-5-(4-fluoro-phenyl)-1,3,7-trimethyl-5,8-dihy-
dro-1
H
-pyrido[2,3-
d
]pyrimidine-2,4-dione","Dihydropyrido[2,3-d]pyrimidine",C18H18FN3O3,343.358,,synthetic,pyrimidine,,,"10.1021/cr400552x;
    10.1016/j.bmc.2005.07.043"
586,CC(=O)/C2=C(C)/Nc1c(c(=O)n(C)c(=O)n1C)C2c3ccc(Cl)cc3," 6-Acetyl-5-(4-chloro
-phenyl)-1,3,7
-trimethyl-1
H
-pyri-
do[2,3-
d
]pyrimidine-2,4-dion","Dihydropyrido[2,3-d]pyrimidine",C18H18ClN3O3,359.813,,synthetic,pyrimidine,,,"10.1021/cr400552x;
    10.1016/j.bmc.2005.07.043"
587,CC(=O)C1=C(C)Nc2c(C1c1ccc(cc1)[N+]([O-])=O)c(=O)n(C)c(=O)n2C," 6-Acetyl-1,3,7-trimethyl-5-(4-nitro-phenyl-5,8-dihy-
dro-1
H
-pyrido[2,3-
d
]pyrimidine-2,4-dione","Dihydropyrido[2,3-d]pyrimidine",C18H18N4O5,370.3650000000002,,synthetic,pyrimidine,,,"10.1021/cr400552x;
    10.1016/j.bmc.2005.07.043"
588,COc3ccc(Nc2cc(/C=C/C1/C(C)=C\CCC1(C)C)nc(N)n2)cc3,,terpenyl pyrimidine,C22H28N4O,364.49300000000005,,synthetic,pyrimidine,,,10.1021/cr400552x
589,C/C1=C/CCC(C)(C)C1/C=C/c3cc(Nc2ccc(Cl)cc2)nc(N)n3,,terpenyl pyrimidine,C21H25ClN4,368.9120000000001,,synthetic,pyrimidine,,,10.1021/cr400552x
590,C/C1=C/CCC(C)(C)C1/C=C/c3cc(N2CCNCC2)nc(N)n3,,terpenyl pyrimidine,C19H29N5,327.4760000000001,,synthetic,pyrimidine,,,10.1021/cr400552x
591,C/C1=C/CCC(C)(C)C1/C=C/c3cc(N2CCCCC2)nc(N)n3,,terpenyl pyrimidine,C20H30N4,326.48800000000006,,synthetic,pyrimidine,,,10.1021/cr400552x
592,C/C1=C/CCC(C)(C)C1/C=C/c3cc(N2CCOCC2)nc(N)n3,,terpenyl pyrimidine,C19H28N4O,328.4600000000001,,synthetic,pyrimidine,,,10.1021/cr400552x
593,C/C1=C/CCC(C)(C)C1/C=C/c4cc(N3CCN(c2ccccc2)CC3)nc(N)n4,,terpenyl pyrimidine,C25H33N5,403.5740000000001,,synthetic,pyrimidine,,,10.1021/cr400552x
594,COc2cc(/C=C/C1/C(C)=C\CCC1(C)C)nc(N)n2,,terpenyl pyrimidine,C16H23N3O,273.37999999999994,,synthetic,pyrimidine,,,10.1021/cr400552x
595,CCOc2cc(/C=C/C1/C(C)=C\CCC1(C)C)nc(N)n2,,terpenyl pyrimidine,C17H25N3O,287.407,,synthetic,pyrimidine,,,10.1021/cr400552x
596,CCCCOc2cc(/C=C/C1/C(C)=C\CCC1(C)C)nc(N)n2,,terpenyl pyrimidine,C19H29N3O,315.461,,synthetic,pyrimidine,,,10.1021/cr400552x
597,C/C1=C/CCC(C)(C)C1/C=C/c3cc(Nc2ccccc2)nc(N)n3,,terpenyl pyrimidine,C21H26N4,334.4670000000001,,synthetic,pyrimidine,,,10.1021/cr400552x
618,CC(C)(C)C1CCC(CC2=C(O)C(=O)c3ccccc3C2=O)CC1,"2-Hydroxy-3-{[trans-4-(2-methyl-2-propanyl)cyclohexyl]methyl}-1,4-naphthoquinone",buparvaquone,C21H26O3,326.43600000000015,,,,,,10.1021/cr400552x
619,CC(C)(C)C3CCC(Cc2c(OP(=O)(O)O)c(=O)c1ccccc1c2=O)CC3,,Buparvaquone-3-phosphate,C21H27O6P,406.4150000000002,,synthetic,Buparvaquone Derivative,,,10.1021/cr400552x
620,CC(C)(C)C3CCC(Cc2c(OCOP(=O)(O)O)c(=O)c1ccccc1c2=O)CC3,,3-phosphonooxymethylbuparvaquone,C22H29O7P,436.4410000000002,,synthetic,Buparvaquone Derivative,,,10.1021/cr400552x
621,F[B-](F)(F)F.COC1=CC(OC)=C2C(=C1)C=C(C)[N+](=C2C)C1=CC=C(C=C1)C1=CC2=CC=CC=C2C=C1,,,C29H26BF4NO2,507.33600000000024,,synthetic,"N,C-Linked Arylisoquinolinium Salt",,,"10.1021/cr400552x;
    10.1021/jm801084u"
622,F[B-](F)(F)F.COC1=CC(OC)=C2C(=C1)C=C(C)[N+](=C2C)C1=CC=C(C=C1)C1=CC=CC2=CC=CC=C12,,,C29H26BF4NO2,507.33600000000024,,synthetic,"N,C-Linked Arylisoquinolinium Salt",,,"10.1021/cr400552x;
    10.1021/jm801084u"
623,[O-]C(=O)C(F)(F)F.COC1=CC(OC)=C2C(=C1)C=C(C)[N+](=C2C)C1=CC=C(C=C1)C1=CC=CC2=CC3=CC=CC=C3C=C12,,,C35H28F3NO4,583.6060000000002,,synthetic,"N,C-Linked Arylisoquinolinium Salt",,,"10.1021/cr400552x;
    10.1021/jm801084u"
624,F[B-](F)(F)F.COC1=CC(OC)=C2C(=C1)C=C(C)[N+](=C2C)C1=CC=C(C=C1)C1=CC2=CC3=CC=CC=C3C=C2C=C1,,,C33H28BF4NO2,557.3960000000003,,synthetic,"N,C-Linked Arylisoquinolinium Salt",,,"10.1021/cr400552x;
    10.1021/jm801084u"
625,[O-]C(=O)C(F)(F)F.COC1=CC(OC)=C2C(=C1)C=C(C)[N+](=C2C)C1=CC=C(C=C1)C1=C2C=CC=CC2=CC=C1,,,C31H26F3NO4,533.5460000000003,,synthetic,"N,C-Linked Arylisoquinolinium Salt",,,"10.1021/cr400552x;
    10.1021/jm801084u"
626,F[B-](F)(F)F.COC1=CC=C(C=C1)[N+]1=C(C)C2=C(OC)C=C(OC)C=C2C=C1C,"N-(4'-Methylphenyl)-6,8-dimethoxy-1,3-dimethylisoquinolinium Tetrafluoroborate",,C20H22BF4NO3,411.20400000000024,,synthetic,"N,C-Linked Arylisoquinolinium Salt",,,"10.1021/cr400552x;
    10.1021/jm801084u"
627,F[B-](F)(F)F.COC1=CC(OC)=C(C=C1)[N+]1=C(C)C2=C(OC)C=C(OC)C=C2C=C1C,,,C21H24BF4NO4,441.2300000000003,,synthetic,"N,C-Linked Arylisoquinolinium Salt",,,"10.1021/cr400552x;
    10.1021/jm801084u"
628,F[B-](F)(F)F.COC1=CC(OC)=C2C(=C1)C=C(C)[N+](=C2C)C1=C(OC)C=CC=C1OC,"N-(2,6Dimethylphenyl)-6,8-dimethoxy-1,3-dimethylisoquinolinium Tetrafluoroborate ",,C21H24BF4NO4,441.23000000000025,,synthetic,"N,C-Linked Arylisoquinolinium Salt",,,"10.1021/cr400552x;
    10.1021/jm801084u"
629,F[B-](F)(F)F.COC1=CC(OC)=C(C(OC)=C1)[N+]1=C(C)C2=C(OC)C=C(OC)C=C2C=C1C,,,C22H26BF4NO5,471.2560000000003,,synthetic,"N,C-Linked Arylisoquinolinium Salt",,,"10.1021/cr400552x;
    10.1021/jm801084u"
630,F[B-](F)(F)F.CCCC1=CC=C(C=C1)[N+]1=C(C)C2=C(OC)C=C(OC)C=C2C=C1C,,,C22H26BF4NO2,423.25900000000024,,synthetic,"N,C-Linked Arylisoquinolinium Salt",,,"10.1021/cr400552x;
    10.1021/jm801084u"
631,[O-]C(=O)C(F)(F)F.COC1=CC(OC)=C2C(=C1)C=C(C)[N+](C1=CC=C(C=C1)C(C)C)=C2C,"N-(4-iPropylphenyl)-6,8-dimethoxy-1,3-dimethylisoquinolinium Trifluoroacetate",,C24H26F3NO4,449.4690000000002,,synthetic,"N,C-Linked Arylisoquinolinium Salt",,,"10.1021/cr400552x;
    10.1021/jm801084u"
632,F[B-](F)(F)F.COC1=CC(OC)=C2C(=C1)C=C(C)[N+](=C2C)C1=C(C=C(C=C1)C(C)C)C(C)C,,,C25H32BF4NO2,465.34000000000026,,synthetic,"N,C-Linked Arylisoquinolinium Salt",,,"10.1021/cr400552x;
    10.1021/jm801084u"
633,F[B-](F)(F)F.CCCCC1=CC=C(C=C1)[N+]1=C(C)C2=C(OC)C=C(OC)C=C2C=C1C,,,C23H28BF4NO2,437.2860000000003,,synthetic,"N,C-Linked Arylisoquinolinium Salt",,,"10.1021/cr400552x;
    10.1021/jm801084u"
634,F[B-](F)(F)F.COC1=CC(OC)=C2C(=C1)C=C(C)[N+](=C2C)C1=CC=C(C=C1)C(C)(C)C,,,C23H28BF4NO2,437.28600000000023,,synthetic,"N,C-Linked Arylisoquinolinium Salt",,,"10.1021/cr400552x;
    10.1021/jm801084u"
635,CC4(Cc1ccccc1)C/C(S(=O)(=O)c2ccc(/C(N)=N/O)cc2)=C(c3ccccc3)\O4,"4-(5-Benzyl-5-methyl-2-phenyl-4,5-dihydrofuran-3-yl-sulfonyl)-N0-hydroxybenzimidamide 
",,C25H24N2O4S,448.54400000000015,,,Amidoxime Derivative,,,"10.1021/cr400552x;
10.1016/j.bmc.2010.06.099
"
636,N/C(=N\O)c6ccc(S(=O)(=O)/C5=C(c2ccc(Nc1ccccc1/C(N)=N/O)cc2)/OC(Cc3ccccc3)(c4ccccc4)C5)cc6,"N'-Hydroxy-2-[4-{3-[4-(N'-hydroxycarbamimidoyl)-
phenylsulfonyl]-5,5-diphenyl-4,
5-dihydrofuran-2-yl}phenyla-
mino]benzimidamide",,C36H31N5O5S,659.7680000000001,,,Amidoxime Derivative,,,"10.1021/cr400552x;
10.1016/j.bmc.2010.06.099"
