ID_compound,SMILES,Common_name,Biological Activity,Pathogen,Category,IC50 (µM),Experiment Type,IC50(µg/ml),CC50,Ki,EC50_invitro,EC50_viral,% Inhibition,Tested at [C],Molecular Weight,Origin,Formula,Family,Sub_family,Nature,Reference,ID_ref,PUBCHEM_CID
1587,C[C@H]1C/C(=C/C=C/[C@@H]([C@H](OC(=O)/C(=C/C(=C/[C@H]([C@H]1O)C)/C)/OC)[C@@H](C)[C@H]([C@H](C)[C@]2(C[C@H]([C@@H]([C@H](O2)C(C)C)C)O)O)O)OC)/C,,Active,SARS_CoV-2,Viral_cov-2,,,,,,,,,,622.84,,C35H58O9,,,,AID_1409614,,6436223
1588,CC1=CC=C(O1)C(C(=O)NCCOC)N(C2=CC=CC=C2)C(=O)CN3C4=CC=CC=C4N=N3,,Active,SARS_CoV,3CLpro_cov,,,,,,,,13.8,6 µM,447.5,,C24H25N5O4,,,,AID_1706,,3211933
1589,CC(C)OP(=O)(C1(C=C(C(=O)C(=C1)Cl)Cl)NS(=O)(=O)C2=CC=C(C=C2)Cl)OC(C)C,,Active,SARS_CoV,3CLpro_cov,,,,,,,,17,6 µM,516.77,,C18H21Cl3NO6PS,,,,AID_1706,,1949127
1590,CC1CC2=CC=CC=C2N1C(=O)C3CCCN(C3)S(=O)(=O)C4=CC=CC5=NSN=C54,,Active,SARS_CoV,3CLpro_cov,,,,,,,,12.41,6 µM,442.57,,C21H22N4O3S2,,,,AID_1706,,3240186
1591,CC1=CC(=CC=C1)CN2CCN(CC2)C(=O)CCl,,Active,SARS_CoV,3CLpro_cov,,,,,,,,15.99,6 µM,266.77,,C14H19ClN2O,,,,AID_1706,,2454965
1592,O=C(N[C@@H](Cc1ccccc1)C(=O)Nc2ccc(N(=O)=O)cc2)c3ccccc3,,Inactive,SARS_CoV,3CLpro_cov,11,Enzymo,,,,,,,,389.41,,C22H19N3O4,,,,10.1021/acs.jmedchem.5b01461,32,
1593,CC1=CC(=CN=C1C2=CC(=NC=C2)C)CC(=O)NC3=NC=C(C=C3)C4=NC=CN=C4,,Active,SARS_CoV-2,Viral_cov-2,3.27,Viral,,,,,,,,396.45,,C23H20N6O,,,,AID_1409599,,46926973
1594,CC1=C2C(=O)NC3(N2C(=O)C(=C1)NC4=NC=NC(=C4)N)CCCCC3,,Active,SARS_CoV-2,Viral_cov-2,0.34674,Viral,,,,,,,,340.39,,C17H20N6O2,,,,AID_1409607,,118598754
1595,CC(=O)NC1=NN=C(S1)S(=O)(=O)N,,Inactive,SARS_CoV,3CLpro_cov,,,,,,,,-1.54,6 µM,222.25,,C4H6N4O3S2,,,,AID_1706,,1986
1596,C1=CC2=C(C=C1C(=O)NCCO)NC(=C(C2=O)O)C3=CC(=C(C(=C3)Cl)N)Cl,,Active,SARS_CoV,PLpro_cov,,,,,,,,,,408.24,,C18H15Cl2N3O4,,,,AID_652038,,24819115
1597,C1CC(OC1)N2C=C(C(=O)NC2=O)F,,Inactive,SARS_CoV,3CLpro_cov,,,,,,,,2.41,6 µM,200.17,,C8H9FN2O3,,,,AID_1706,,5386
1598,CC(=O)N=C1N(N=C(S1)S(=O)(=O)N)C,,Inactive,SARS_CoV,3CLpro_cov,,,,,,,,-0.17,6 µM,236.28,,C5H8N4O3S2,,,,AID_1706,,4100
1599,CCNC(=S)N/N=C(\C)/C1=CC=C(S1)Cl,,Active,SARS_CoV,PLpro_cov,,,,,,,,,,261.8,,C9H12ClN3S2,,,,AID_652038,,9659012
1600,C1=CC(=CN=C1)NC(=O)CC2=CC(=C(C=C2)Cl)Cl,,Active,SARS_CoV,3CLpro_cov,,,,,,,,22.7,6 µM,281.14,,C13H10Cl2N2O,,,,AID_1706,,2530053
1601,C1=CC=C2C(=C1)N=NN2CC(=O)C3=CC=C(C=C3)Br,,Active,SARS_CoV,3CLpro_cov,,,,,,,,57.21,6 µM,316.16,,C14H10BrN3O,,,,AID_1706,,761840
1602,CN[C@H]1CC[C@H](C2=CC=CC=C12)C3=CC(=C(C=C3)Cl)Cl,,Inactive,SARS_CoV,3CLpro_cov,,,,,,,,3.28,6 µM,306.24,,C17H17Cl2N,,,,AID_1706,,68617
1603,CCOC(=O)C1=C2CN(C(=O)C3=C(N2C=N1)C=CC(=C3)F)C,,Inactive,SARS_CoV,3CLpro_cov,,,,,,,,-0.98,6 µM,303.29,,C15H14FN3O3,,,,AID_1706,,3373
1604,CCOC(=O)C1=C2CN(C(=O)C3=C(N2C=N1)C=CC(=C3)F)C,,Inactive,SARS_CoV,3CLpro_cov,,,,,,,,-2.82,6 µM,303.29,,C15H14FN3O3,,,,AID_1706,,3373
1605,c1ccc2CN(C[C@H](c2c1)c1ccccc1)C(=O)C,T8A.pdb,Active,SARS_CoV-2,3CLpro_cov-2,,,,,,,,,,251.33,,C17H17NO,,,,5rft.pdb,,
1606,CCC(C1=CC=CC=C1)C(=O)NC2=CC=CC(=C2)C(F)(F)F,,Active,SARS_CoV,3CLpro_cov,,,,,,,,12.86,6 µM,307.32,,C17H16F3NO,,,,AID_1706,,2890716
1607,C1=CC=C(C(=C1)C(=O)NC2=CC(=C(C=C2)OCC(C(F)F)(F)F)C(F)(F)F)O,,Active,SARS_CoV,3CLpro_cov,,,,,,,,13.17,6 µM,411.27,,C17H12F7NO3,,,,AID_1706,,2294766
1608,CC1=CC(=CC=C1)N2C(C(C(=C2N)C#N)(C#N)C#N)C3=CC=CC=C3,,Active,SARS_CoV,3CLpro_cov,,,,,,,,14.22,6 µM,325.38,,C20H15N5,,,,AID_1706,,660907
1609,Cn2sc(=O)n(Cc1ccccc1)c2=O,TDZD-8,Active,SARS_CoV-2,3CLpro_cov-2,2.15,Enzymo,,,,,,,,222.27,,C10H10N2O2S,,,,https://doi.org/10.1038/s41586-020-2223-y,,
1610,CC1=C(C(=NO1)C)S(=O)(=O)N(CC(=O)NCC2=CC(=CC=C2)OC)C3=CC=C(C=C3)C(C)C,,Active,SARS_CoV,3CLpro_cov,,,,,,,,14.97,6 µM,471.58,,C24H29N3O5S,,,,AID_1706,,16007641
1611,C[C@H](CS)C(=O)N1CCC[C@H]1C(=O)O,,Inactive,SARS_CoV-2,Viral_cov-2,0.38905,Viral,,,,,,,,217.29,,C9H15NO3S,,,,AID_1409607,,44093
1612,O=C(O)c4ccc(/C=C/2C(=O)N(c1ccc(F)cc1)NC2c3ccccc3)cc4,,Active,SARS_CoV,3CLpro_cov,6.8,Enzymo,,,,,,,,388.4,,C23H17FN2O3,,,,10.1021/acs.jmedchem.5b01461,136,
1613,Cc1ccc(C(=O)N/C(=C\c2ccc(-c3cccc([N+](=O)[O-])c3)o2)C(=O)NCCCC(C)C)cc1,,Active,SARS_CoV,3CLpro_cov,9.1,Enzymo,,,,,,,,475.54,,C27H29N3O5,,,,http://dx.doi.org/10.1021/jm301580n,,
1614,c1c(ccc2CCCN(C)c12)S(=O)(=O)N,RZJ.pdb,Active,SARS_CoV-2,3CLpro_cov-2,,,,,,,,,,226.3,,C10H14N2O2S,,,,5r81.pdb,,
1615,C1CN(CCO1)Cc1cccc(c1)Cl,T1S.pdb,Active,SARS_CoV-2,3CLpro_cov-2,,,,,,,,,,211.69,,C11H14ClNO,,,,5rei.pdb,,
1616,N(NC(=O)C)C(=O)c1cc2CCCCc2s1,U1D.pdb,Active,SARS_CoV-2,3CLpro_cov-2,,,,,,,,,,238.31,,C11H14N2O2S,,,,5rgm.pdb,,
1617,C/C(N)=N\c2nc1nc(N)sc1cc2S,,Active,SARS_CoV,3CLpro_cov,2.6,Enzymo,,,,,,,,239.33,,C8H9N5S2,,,,10.1016/j.chembiol .2004.08.011,MAC-22272,
1618,COC1=C2C(=CC3=C1OC=C3)C=CC(=O)O2,,Inactive,SARS_CoV,3CLpro_cov,,,,,,,,-4.3,6 µM,216.19,,C12H8O4,,,,AID_1706,,4114
1619,CC1=C(C=C(C=C1)NC(=O)NC2=CN=CC=C2)Cl,,Active,SARS_CoV,3CLpro_cov,,,,,,,,21.3,6 µM,261.71,,C13H12ClN3O,,,,AID_1706,,2815694
1620,CC(=O)c1ccccc1S(=O)(=O)c1ccccc1C(=O)O,,Active,SARS_CoV,3CLpro_cov,16,Enzymo,,,,,,,,304.32,,C15H12O5S,,,,AID_269112,,
1621,C1=CN=C(C=N1)C(=O)N,,Inactive,SARS_CoV,3CLpro_cov,,,,,,,,4.9,6 µM,123.12,,C5H5N3O,,,,AID_1706,,1046
1622,CC1=CC(=O)OC2=C1C=CC(=C2)OC(=O)C3=CC=CO3,,Active,SARS_CoV,3CLpro_cov,,,,,,,,28.91,6 µM,270.24,,C15H10O5,,,,AID_1706,,728528
1623,CC(C1=CC(=C(C=C1)OC)OC)NC(=O)C2=CC=CC=C2Cl,,Active,SARS_CoV,PLpro_cov,,,,,,,,,,319.79,,C17H18ClNO3,,,,AID_652038,,2893281
1624,O=Nc3cc(B(O)O)cc(C(=O)Nc2ccc(NC(=O)c1cccc(N(=O)=O)c1)cc2)c3,,Active,SARS_CoV,3CLpro_cov,,,,,0.04,,,,,434.17,,C20H15BN4O7,,,,10.1021/acs.jmedchem.5b01461,177,
1625,CCCC[C@]1(CC2=CC(=C(C(=C2C1=O)Cl)Cl)OCCCC(=O)O)C3CCCC3,,Active,SARS_CoV-2,Viral_cov-2,12.78,Viral,,,,,,,,427.37,,C22H28Cl2O4,,,,AID_1409599,,12761153
1626,CC1=C(C=C(C=C1)C(=O)NC2=CC(=C(C=C2)CN3CCN(CC3)C)C(F)(F)F)C#CC4=CN=C5N4N=CC=C5,,Active,SARS_CoV-2,Viral_cov-2,,,,,,,,,,532.57,,C29H27F3N6O,,,,AID_1409614,,24826799
1627,C1=CC=C(C(=C1)/C=C/C(=O)C2=C(C=CC(=C2)Br)OC(=O)C3=CC=CO3)F,,Active,SARS_CoV,3CLpro_cov,,,,,,,,21.82,6 µM,415.21,,C20H12BrFO4,,,,AID_1706,,5734448
1628,O=C(c1cc(=O)[nH]c2ccccc12)N1CCN(c2cccc(C(F)(F)F)c2)CC1,,Active,SARS_CoV,3CLpro_cov,5.098,Enzymo,,,,,,,,401.39,,C21H18F3N3O2,,,,AID_1890,,
1629,N1(CCN(C(=O)C)CC1)S(=O)(=O)c1cccs1,T1V.pdb,Active,SARS_CoV-2,3CLpro_cov-2,,,,,,,,,,274.37,,C10H14N2O3S2,,,,5rej.pdb,,
1630,COC1=CC(=C(C=C1)C2=NNC(=C2C3=CC4=CC=CC=C4O3)C(F)(F)F)O,,Active,SARS_CoV,3CLpro_cov,,,,,,,,13.9,6 µM,374.32,,C19H13F3N2O3,,,,AID_1706,,2323124
1631,CCc1nc(N2CCN(C(=O)CCl)CC2)c2c3c(sc2n1)CC(C)CC3,,Active,SARS_CoV,3CLpro_cov,4.234,Enzymo,,,,,,,,392.96,,C19H25ClN4OS,,,,AID_1890,,
1632,CN1CCC2=CC(=C3C=C2[C@@H]1CC4=CC=C(C=C4)OC5=C(C=CC(=C5)C[C@@H]6C7=C(O3)C(=C(C=C7CCN6C)OC)OC)O)OC,,Active,SARS_CoV-2,Viral_cov-2,7.87,Viral,,,,,,,,608.74,,C37H40N2O6,,,,AID_1409579,,441207
1633,CCN1CCN(CC1)C2=C(C=C3C(=C2)N(C=C(C3=O)C(=O)O)C4CC4)F,,Inactive,SARS_CoV,3CLpro_cov,,,,,,,,-4.25,6 µM,359.4,,C19H22FN3O3,,,,AID_1706,,71188
1634,CC1=C(C2=C(N1C3=CC=CC=C3OC)C4=CC=CC=C4C(=C2)OC)C(=O)O,,Active,SARS_CoV,3CLpro_cov,,,,,,,,13.65,6 µM,361.4,,C22H19NO4,,,,AID_1706,,1224165
1635,c1c(C(=O)OC)ccc(c1)S(=O)(=O)N,RZG.pdb,Active,SARS_CoV-2,3CLpro_cov-2,,,,,,,,,,215.23,,C8H9NO4S,,,,5r80.pdb,,
1636,CC1=CC=C(C=C1)OCC2=NC(=C(O2)NC3=CC=C(C=C3)OC)C#N,,Active,SARS_CoV,3CLpro_cov,,,,,,,,12.69,6 µM,335.36,,C19H17N3O3,,,,AID_1706,,4377849
1637,CC(C)(C)OC(=O)NCCC(=O)OC1=CC2=C(C=C1)C=CC(=O)O2,,Active,SARS_CoV,3CLpro_cov,,,,,,,,28.95,6 µM,333.34,,C17H19NO6,,,,AID_1706,,657485
1638,CC(=O)NC1=C(C=CC(=C1)[As](=O)(O)O)O,,Inactive,SARS_CoV,3CLpro_cov,,,,,,,,5.27,6 µM,275.09,,C8H10AsNO5,,,,AID_1706,,1985
1639,CC(=O)NC1=C(C=CC(=C1)[As](=O)(O)O)O,,Inactive,SARS_CoV,3CLpro_cov,,,,,,,,-3.55,6 µM,275.09,,C8H10AsNO5,,,,AID_1706,,1985
1640,CC1=CC(=C(C=C1C2CCNCC2)OC(C)C)NC3=NC=C(C(=N3)NC4=CC=CC=C4S(=O)(=O)C(C)C)Cl,,Active,SARS_CoV-2,Viral_cov-2,2.86,Viral,,,,,,,,558.15,,C28H36ClN5O3S,,,,AID_1409579,,71496458
1641,CC(C)C1=CC2=C(C=C1)OC3=NC(=C(C=C3C2=O)C(=O)O)N,,Inactive,SARS_CoV,3CLpro_cov,,,,,,,,0.52,6 µM,298.3,,C16H14N2O4,,,,AID_1706,,2161
1642,CCN1CCC[C@H]1CNC(=O)C2=C(C=CC(=C2)S(=O)(=O)N)OC,,Inactive,SARS_CoV,3CLpro_cov,,,,,,,,1.41,6 µM,341.43,,C15H23N3O4S,,,,AID_1706,,688272
1643,CC(C)C(=O)NC1=CC=C(C=C1)N(C(C2=CSC=C2)C(=O)NC(C)(C)C)C(=O)CN3C=NC4=CC=CC=C43,,Active,SARS_CoV,3CLpro_cov,,,,,,,,59.78,100 µM,531.68,,C29H33N5O3S,,,,AID_488984,,45382036
1644,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,,Inactive,SARS_CoV-2,Viral_cov-2,0.07762,Viral,,,,,,,,405.5,,C21H31N3O5,,,,AID_1409607,,5362119
1645,C=C(CC)C(=O)c1ccc(OCC(=O)NC(=O)OC(C)(C)CC(N)=O)c(Cl)c1Cl,,Inactive,SARS_CoV,3CLpro_cov,11,Enzymo,,,,,,,,445.3,,C19H22Cl2N2O6,,,,10.1021/acs.jmedchem.5b01461,34,
1646,C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)OC4(C(C(C5=C(C=C(C=C5O4)O)O)O)O)C6=CC(=C(C=C6)O)O,proanthocyanidins,Active,,,,,,,,,,,,594.52,,C30H26O13,,,,ResNet-Elsevier,,107876
1647,C[C@H]1[C@@H]2CC[C@]3([C@H]([C@]2(CC[C@H]1O)C)[C@@H](C[C@@H]\4[C@@]3(C[C@@H](/C4=C(/CCC=C(C)C)\C(=O)O)OC(=O)C)C)O)C,,Active,,,,,,,,,,,,516.72,,C31H48O6,,,,,,
1648,CC1=CC2=C(N1)C=CC=C2OCC(CNC(C)(C)C)OC(=O)C3=CC=CC=C3,,Inactive,,,,,,,,,,,,380.49,,C23H28N2O3,,,,,,
1649,C1CCN(CC1)C2(CCN(CC2)CCCC(=O)C3=CC=C(C=C3)F)C(=O)N,,Inactive,,,,,,,,,,,,375.49,,C21H30FN3O2,,,,,,
1650,C[C@H]1/C=C/C=C(\C(=O)NC2=CC(=C3C(=C2O)C(=C(C4=C3C(=O)[C@](O4)(O/C=C/[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)/C,,Inactive,,,,,,,,,,,,697.78,,C37H47NO12,,,,,,
1651,COC1=CC(=CC(=C1OC)OC)C(=O)N2CCOCC2,,Inactive,,,,,,,,,,,,281.31,,C14H19NO5,,,,,,
1652,CC1=CC[C@@]23[C@H]1[C@@H]4[C@@H](CC[C@@]2(O3)C)C(=C)C(=O)O4,,Active,,,,,,,,,,,,246.31,,C15H18O3,,,,,,
1653,C1=CC=C2C(=C1)C=C(C(=C2CC3=C(C(=CC4=CC=CC=C43)C(=O)O)O)O)C(=O)O,,Inactive,,,,,,,,,,,,388.38,,C23H16O6,,,,,,
1654,C[C@@H](C1=CC(=C(C=C1)C2=CC=CC=C2)F)C(=O)O,,Inactive,,,,,,,,,,,,244.26,,C15H13FO2,,,,,,
1655,C1CN=C(N1)CC2=CC=CC3=CC=CC=C32,,Inactive,,,,,,,,,,,,210.28,,C14H14N2,,,,,,
1656,CC1=CC(=C(C=C1)NC2=NCCN2)Cl,,Active,,,,,,,,,,,,209.68,,C10H12ClN3,,,,,,
1657,CC(C)NCC(COC1=CC=C(C=C1)CCOCC2CC2)O,,Inactive,,,,,,,,,,,,307.43,,C18H29NO3,,,,,,
1658,CCC1=C(CN(C1=O)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCC(CC3)C)C,,Inactive,,,,,,,,,,,,490.63,,C24H34N4O5S,,,,,,
1659,C1=CC(=CC=C1CCC(=O)C2=C(C=C(C=C2O)O)O)O,,Inactive,,,,,,,,,,,,274.27,,C15H14O5,,,,,,
1660,C[C@H](CSC(=O)C1=CC=CC=C1)C(=O)N2C[C@H](C[C@H]2C(=O)[O-])SC3=CC=CC=C3.C[C@H](CSC(=O)C1=CC=CC=C1)C(=O)N2C[C@H](C[C@H]2C(=O)[O-])SC3=CC=CC=C3.[Ca+2],,Inactive,,,,,,,,,,,,897.19,,C44H44CaN2O8S4,,,,,,
1661,C(CS(=O)(=O)[O-])S.[Na+],,Inactive,,,,,,,,,,,,164.18,,C2H5NaO3S2,,,,,,
1662,C=CCN1CC[C@]23CCCC[C@H]2[C@H]1CC4=C3C=C(C=C4)O,,Inactive,,,,,,,,,,,,283.42,,C19H25NO,,,,,,
1663,CCC(=O)O[C@@]1([C@H](C[C@@H]2[C@@]1(C[C@@H]([C@]3([C@H]2C[C@@H](C4=CC(=O)C=C[C@@]43C)F)F)O)C)C)C(=O)CCl,,Inactive,,,,,,,,,,,,484.97,,C25H31ClF2O5,,,,,,
1664,CC(C)(C)C(=O)OC1=C(C=C(C=C1)C(CNC)O)OC(=O)C(C)(C)C,,Inactive,,,,,,,,,,,,351.44,,C19H29NO5,,,,,,
1665,CNC(=O)C1=CN(N=C1)C2=NC(=C3C(=N2)N(C=N3)[C@H]4[C@@H]([C@@H]([C@H](O4)CO)O)O)N,,Active,,,,,,,,,,,,390.36,,C15H18N8O5,,,,,,
1666,CCCNS(=O)(=O)NC1=C(C(=NC=N1)OCCOC2=NC=C(C=N2)Br)C3=CC=C(C=C3)Br,,Inactive,,,,,,,,,,,,588.28,,C19H20Br2N6O4S,,,,,,
1667,CC(C)(CC1=CC=CC=C1)N(C)C(=O)CN(CCO)CC(=O)N(C)C(C)(C)CC2=CC=CC=C2,,Inactive,,,,,,,,,,,,467.65,,C28H41N3O3,,,,,,
1668,COC1=CC(=CC(=C1O)C(=O)NCCO)CC=C,,Inactive,,,,,,,,,,,,251.28,,C13H17NO4,,,,,,
1669,CC1=CC=CC=C1O[C@H](CCNC)C2=CC=CC=C2,,Inactive,,,,,,,,,,,,255.36,,C17H21NO,,,,,,
1670,C1CC(C2=CC=CC=C2C1)C3=NCCN3,,Inactive,,,,,,,,,,,,200.28,,C13H16N2,,,,,,
1671,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@H]2CCCN3CCC[C@H](N3C2=O)C(=O)O,,Inactive,,,,,,,,,,,,417.51,,C22H31N3O5,,,,,,
1672,CC1=CC=CC=C1C(=O)NC2=CC=C(C=C2)C(=O)N3CCCC(C4=CC=CC=C43)N(C)C,,Inactive,,,,,,,,,,,,427.55,,C27H29N3O2,,,,,,
1673,CN1CCC2=C(C1)C3=CC=CC=C3N2CC4=CC=CC=C4,,Inactive,,,,,,,,,,,,276.38,,C19H20N2,,,,,,
1674,C1CC(CN(C1)C2=NC=NC3=C2C=CN3)NC(=O)CNC4=CC(=CC=C4)Cl,,Inactive,,,,,,,,,,,,384.87,,C19H21ClN6O,,,,,,
1675,C1CCC(CC1)C(CCN2CCCCC2)(C3=CC=CC=C3)O,,Inactive,,,,,,,,,,,,301.47,,C20H31NO,,,,,,
1676,C[C@@]12CCC3=C([C@H]1CC[C@]45[C@H]2CC[C@H](C4)[C@](C5)(CO)O)C=CO3,,Inactive,,,,,,,,,,,,316.44,,C20H28O3,,,,,,
1677,CN(C)C(=O)NC1CCC(CC1)CCN2CCN(CC2)C3=C(C(=CC=C3)Cl)Cl,,Inactive,,,,,,,,,,,,427.42,,C21H32Cl2N4O,,,,,,
1678,C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C,,Inactive,,,,,,,,,,,,408.58,,C24H40O5,,,,,,
1679,CN(CCOC1=CC=C(C=C1)CC2C(=O)NC(=O)S2)C3=CC=CC=N3,,Inactive,,,,,,,,,,,,357.44,,C18H19N3O3S,,,,,,
1680,COC(=O)N/N=C/C1=[N+](C2=CC=CC=C2[N+](=C1)[O-])[O-],,Inactive,,,,,,,,,,,,262.23,,C11H10N4O4,,,,,,
1681,C1CCN(CC1)CCC(C2=CC=CC=C2)(C3=CC=CC=C3)O,,Inactive,,,,,,,,,,,,295.43,,C20H25NO,,,,,,
1682,C[C@H](/C=C/[C@H](C)C(C)(C)O)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C3C[C@H](C[C@@H](C3)O)O)C,,Inactive,,,,,,,,,,,,416.65,,C27H44O3,,,,,,
1683,CN1CCC(CC1)OC(C2=CC=CC=C2)C3=CC=CC=C3,,Inactive,,,,,,,,,,,,281.4,,C19H23NO,,,,,,
1684,C[C@]12CC[C@H](C=C1CC[C@@H]3[C@@H]2C(=O)C[C@]4([C@H]3CC[C@@]4(C(=O)CO)O)C)O,,Inactive,,,,,,,,,,,,362.47,,C21H30O5,,,,,,
1685,C(=O)(N)N,,Inactive,,,,,,,,,,,,60.06,,CH4N2O,,,,,,
1686,CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)C(F)(F)F,,Inactive,,,,,,,,,,,,352.42,,C18H19F3N2S,,,,,,
1687,CO/N=C(/C1=CC=CO1)\C(=O)N[C@H]2[C@@H]3N(C2=O)C(=C(CS3)COC(=O)N)C(=O)O,,Inactive,,,,,,,,,,,,424.39,,C16H16N4O8S,,,,,,
1688,C1[C@@H]2CC3(C[C@@H](C2NC4=C5C=CNC5=NC=C4C(=O)N)CC1C3)O,,Inactive,,,,,,,,,,,,326.4,,C18H22N4O2,,,,,,
1689,C1CN2C(=NN=C2C(F)(F)F)CN1C(=O)C[C@@H](CC3=CC(=C(C=C3F)F)F)N,,Active,,,,,,,,,,,,407.32,,C16H15F6N5O,,,,,,
1690,CCCCNC1=CC=C(C=C1)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC,,Inactive,,,,,,,,,,,,603.75,,C30H53NO11,,,,,,
1691,CN(C)CCN1C(=NN=N1)SCC2=C(N3[C@@H]([C@@H](C3=O)NC(=O)CC4=CSC(=N4)N)SC2)C(=O)O,,Inactive,,,,,,,,,,,,525.64,,C18H23N9O4S3,,,,,,
1692,C1CC1COC2=C(C=CC(=C2)C(=O)NC3=C(C=NC=C3Cl)Cl)OC(F)F,,Inactive,,,,,,,,,,,,403.21,,C17H14Cl2F2N2O3,,,,,,
1693,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2C(=O)COC(=O)C(C)(C)C)CCC4=CC(=O)CC[C@]34C,,Inactive,,,,,,,,,,,,414.59,,C26H38O4,,,,,,
1694,C[C@H]1CCC[C@@]2([C@@H](O2)C[C@H](NC(=O)C[C@@H](C(C(=O)[C@@H]([C@H]1O)C)(C)C)O)/C(=C/C3=CSC(=N3)C)/C)C,,Inactive,,,,,,,,,,,,506.71,,C27H42N2O5S,,,,,,
1695,CC(C(=O)NCC(=O)O)SC(=O)C1=CC=CS1,,Inactive,,,,,,,,,,,,273.33,,C10H11NO4S2,,,,,,
1696,C[N+](C)(CCOC1=CC=CC=C1)CC2=CC=CC=C2.C1=CC=C2C=C(C(=CC2=C1)C(=O)O)[O-],,Inactive,,,,,,,,,,,,443.54,,C28H29NO4,,,,,,
1697,CC(=O)OC1=CC=CC=C1C(=O)O,,Inactive,,,,,,,,,,,,180.16,,C9H8O4,,,,,,
1698,COC1=CC2=NC=CC(=C2C=C1C(=O)N)OC3=CC(=C(C=C3)NC(=O)NC4CC4)Cl,,Inactive,,,,,,,,,,,,426.86,,C21H19ClN4O4,,,,,,
1699,C[C@@H]([C@@H](C1=CC=CC=C1)O)NCCC(=O)C2=CC(=CC=C2)OC,,Inactive,,,,,,,,,,,,313.4,,C19H23NO3,,,,,,
1700,CC(C)N(CCNC(=O)C1=CSC(=N1)NC(=O)C2=CC(=C(C=C2O)OC)OC)C(C)C.O.O.O.Cl,,Inactive,,,,,,,,,,,,541.07,,C21H37ClN4O8S,,,,,,
1701,CCOC(=O)NNC1=NN=CC2=CC=CC=C21,,Inactive,,,,,,,,,,,,232.24,,C11H12N4O2,,,,,,
1702,C(CNCCNCCNCCN)N,,Inactive,,,,,,,,,,,,189.31,,C8H23N5,,,,,,
1703,CC1=NC=C(C(=N1)N)CN(C=O)/C(=C(\CCO)/SSCC2CCCO2)/C,,Inactive,,,,,,,,,,,,398.55,,C17H26N4O3S2,,,,,,
1704,CC(=O)C1=CC2=C(C=C1)SC3=CC=CC=C3N2CCCN(C)C,,Inactive,,,,,,,,,,,,326.46,,C19H22N2OS,,,,,,
1705,C1C[C@@H](N(C1)C2=NC3=C(C=NN3C=C2)NC(=O)N4CC[C@@H](C4)O)C5=C(C=CC(=C5)F)F,,Inactive,,,,,,,,,,,,428.44,,C21H22F2N6O2,,,,,,
1706,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)C3=C(C=CC=C3OC)OC)C(=O)O)C,,Active,,,,,,,,,,,,380.42,,C17H20N2O6S,,,,,,
1707,CCCCCCCCCCCCCCCC(=O)O[C@@H]1[C@H]([C@H]([C@H](O[C@@H]1SC)[C@@H]([C@H](C)Cl)NC(=O)[C@@H]2C[C@H](CN2C)CCC)O)O,,Active,,,,,,,,,,,,663.41,,C34H63ClN2O6S,,,,,,
1708,CC(C)C(=O)OC[C@@]1([C@H]([C@H]([C@@H](O1)N2C=CC(=NC2=O)N)OC(=O)C(C)C)OC(=O)C(C)C)N=[N+]=[N-],,Active,,,,,,,,,,,,494.5,,C21H30N6O8,,,,,,
1709,CNC(=O)C1=CC(=CC=C1)NC(=O)N2CCC(CC2)OC3=CC=CC=C3Cl,,Inactive,,,,,,,,,,,,387.87,,C20H22ClN3O3,,,,,,
1710,C1=C(C=C(C(=C1S(=O)(=O)N)Cl)Cl)S(=O)(=O)N,,Inactive,,,,,,,,,,,,305.16,,C6H6Cl2N2O4S2,,,,,,
1711,CC[C@H]([C@H]1[C@H](C[C@@H]([C@@H](O1)[C@@H](C)[C@@H]([C@H](C)C(=O)[C@H](CC)[C@@H]2[C@H](C[C@H]([C@]3(O2)C=C[C@H]([C@@]4(O3)CC[C@@](O4)(C)[C@H]5CC[C@@]([C@@H](O5)C)(CC)O)O)C)C)O)C)C)C(=O)O,,Inactive,,,,,,,,,,,,765.04,,C43H72O11,,,,,,
1712,C1=CC(=C(C=C1Cl)Cl)CO/N=C(\CN2C=CN=C2)/C3=C(C=C(C=C3)Cl)Cl,,Inactive,,,,,,,,,,,,429.13,,C18H13Cl4N3O,,,,,,
1713,CC12CC3CC(C1)(CC(C3)(C2)N)C,,Inactive,,,,,,,,,,,,179.31,,C12H21N,,,,,,
