ID_compound,SMILES,Common_name,Biological Activity,Pathogen,Category,IC50 (µM),Experiment Type,IC50(µg/ml),CC50,Ki,EC50_invitro,EC50_viral,% Inhibition,Tested at [C],Molecular Weight,Origin,Formula,Family,Sub_family,Nature,Reference,ID_ref,PUBCHEM_CID
1723,CC1=C(C(=C2N1C=CC=C2)P(=O)(N3CCOCC3)N4CCOCC4)C5=CC=CC=C5,,Inactive,Leishmania,Extracellular,,,,,,,,-4.49372,1 µM,425.469,,C23H28N3O3P,,,,AID_1258,2305351,2305351
1724,CC1=NN(C2=C1C(N3C4=CC=CC=C4N=C3S2)O)C5=CC=CC=C5,,Inactive,Leishmania,Extracellular,,,,,,,,-7.03682,1 µM,334.404,,C18H14N4OS,,,,AID_1258,2999191,2999191
1725,C1=CC=C(C=C1)C2=NN(C=C2C3=NN=C(O3)N)C4=CC=CC=C4,,Inactive,Leishmania,Extracellular,,,,,,,,-15.7613,1 µM,303.325,,C17H13N5O,,,,AID_1258,702070,702070
1726,CC1=CC=C(S1)C(=O)OCC(=O)C2=CC=C(S2)Cl,,Inactive,Leishmania,Extracellular,,,,,,,,-8.17726,1 µM,300.788,,C12H9ClO3S2,,,,AID_1258,2346958,2346958
1727,CN(C1=CC=CC=C1)S(=O)(=O)C2=C(C=CC(=C2)C(=O)N3CCN(CC3)C4=CC=CC=N4)Cl,,Inactive,Leishmania,Extracellular,,,,,,,,-0.515583,1 µM,470.982,,C23H23ClN4O3S,,,,AID_1258,2999548,2999548
1728,CCN1C2=C(C=C(C=C2)C(=O)OCC)N=C1C3CCN(CC3)S(=O)(=O)C4=CC=CS4,,Inactive,Leishmania,Extracellular,,,,,,,,4.97348,1 µM,447.582,,C21H25N3O4S2,,,,AID_1258,2999624,2999624
1729,CC1=CC=CC=C1N=C2NC3=CC=CC=C3CS2,,Inactive,Leishmania,Extracellular,,,,,,,,5.88764,1 µM,254.358,,C15H14N2S,,,,AID_1258,135413417,135413417
1730,CC1=CC=C(C=C1)S(=O)(=O)C2=CN(C3=C2C=C(C=C3)OCC=C)COC,,Inactive,Leishmania,Extracellular,,,,,,,,-21.3278,1 µM,371.458,,C20H21NO4S,,,,AID_1258,2324910,2324910
1731,C1CN(CC2=CC=CC=C21)CC(COCC3COC4=CC=CC=C4O3)O.Cl,,Inactive,Leishmania,Extracellular,,,,,,,,2.41555,1 µM,391.895,,C21H26ClNO4,,,,AID_1258,2882730,2882730
1732,COC1=CC=CC=C1N2CCN(CC2)C3=C(C4=CC(=NC(=C4C(=N3)N)N)OC)C#N,,Inactive,Leishmania,Extracellular,,,,,,,,33.1912,1 µM,405.462,,C21H23N7O2,,,,AID_1258,2999946,2999946
1733,CCOC(=O)C1=C(SC=C1C2CC2)NC(=O)CSCC3=C(ON=C3C)C,,Inactive,Leishmania,Extracellular,,,,,,,,-3.55746,1 µM,394.518,,C18H22N2O4S2,,,,AID_1258,2576479,2576479
1734,CN1C=CN=C1SCC2=CN3C=C(C=CC3=N2)Br,,Inactive,Leishmania,Extracellular,,,,,,,,-0.807911,1 µM,323.219,,C12H11BrN4S,,,,AID_1258,3000090,3000090
1735,CC1=CC(=C(C=C1)NC(=O)C2=C(OC(=C2)C)C)S(=O)(=O)NC3=CC=C(C=C3)OC,,Inactive,Leishmania,Extracellular,,,,,,,,19.0003,1 µM,414.483,,C21H22N2O5S,,,,AID_1258,2354389,2354389
1736,CC1=C(C2=CC=CC=C2N1)C(C3=CC=CC=N3)N4CCC(CC4)C(=O)N,,Inactive,Leishmania,Extracellular,,,,,,,,5.08099,1 µM,348.45,,C21H24N4O,,,,AID_1258,3000162,3000162
1737,CCOC(=O)N1CCC(CC1)NS(=O)(=O)C2=C(C=C3C(=C2)OCC(=O)N3)Cl,,Inactive,Leishmania,Extracellular,,,,,,,,-8.28027,1 µM,417.871,,C16H20ClN3O6S,,,,AID_1258,3235625,3235625
1738,C1=CC(=C(C=C1Cl)N)O/C=C\C#N,,Inactive,Leishmania,Extracellular,,,,,,,,-12.9192,1 µM,194.621,,C9H7ClN2O,,,,AID_1258,5771281,5771281
1739,CC1=CC=C(C=C1)C2=NC(=C(O2)C)CSCC(=O)NCCN3CCN(CC3)CC4=CC=CC=C4,,Inactive,Leishmania,Extracellular,,,,,,,,-25.9531,1 µM,478.662,,C27H34N4O2S,,,,AID_1258,3236439,3236439
1740,CC1=C(C(=NO1)C)S(=O)(=O)NCCCN2CCN(CC2)CC3=CC=CC=C3,,Inactive,Leishmania,Extracellular,,,,,,,,-10.5355,1 µM,392.525,,C19H28N4O3S,,,,AID_1258,3236781,3236781
1741,C1=CC=C(C(=C1)N)NC2=CC=C(C=C2)N,,Inactive,Leishmania,Extracellular,,,,,,,,-0.211948,1 µM,199.257,,C12H13N3,,,,AID_1258,774866,774866
1742,CC1(N(C2=CC=CC3=C2C(=CC=C3)N1C)C)C,,Inactive,Leishmania,Extracellular,,,,,,,,-16.2231,1 µM,226.323,,C15H18N2,,,,AID_1258,144053,144053
1743,C1CC(CCC1CNC2=NC(=S)NC3=CC=CC=C32)C(=O)N4CCN(CC4)C5=CC=CC=N5,,Inactive,Leishmania,Extracellular,,,,,,,,38.5352,1 µM,462.623,,C25H30N6OS,,,,AID_1258,3237393,3237393
1744,CCN1CCC(=CC1)C2=CNC3=CC=CC=C32,,Inactive,Leishmania,Extracellular,,,,,,,,-4.97245,1 µM,226.323,,C15H18N2,,,,AID_1258,51703,51703
1745,CC1=CC=C(O1)CNC(=O)C2=CN(C(=O)C3=C2C4=CC=CC=C4N3C)C5CCCCC5,,Inactive,Leishmania,Extracellular,,,,,,,,-20.3572,1 µM,417.509,,C25H27N3O3,,,,AID_1258,3237751,3237751
1746,C1CC2C(=O)N(C(N2C1)C3=CN=CC=C3)C4=CC(=C(C=C4)Cl)Cl,,Inactive,Leishmania,Extracellular,,,,,,,,7.83659,1 µM,348.233,,C17H15Cl2N3O,,,,AID_1258,3237770,3237770
1747,C=CCOC1=NC(=NC(=N1)N2CCCC2)N3CCCC3,,Inactive,Leishmania,Extracellular,,,,,,,,-9.23206,1 µM,275.356,,C14H21N5O,,,,AID_1258,3238055,3238055
1748,C1CN(CCN1C2=CC=CC=C2)C(=O)C3=CC=C(C=C3)CN4C(=O)C5=CC=CC=C5NC4=O,,Inactive,Leishmania,Extracellular,,,,,,,,14.0952,1 µM,440.503,,C26H24N4O3,,,,AID_1258,3238372,3238372
1749,CC(C)OC(=O)C1=CC=CC(=N1)C(=O)OCC2=CC=CO2,,Inactive,Leishmania,Extracellular,,,,,,,,9.02031,1 µM,289.287,,C15H15NO5,,,,AID_1258,3238621,3238621
1750,CC(C)(C)N(CC1=CC=C(O1)C(=O)OC)CC2=CC=C(O2)C(=O)OC.Cl,,Inactive,Leishmania,Extracellular,,,,,,,,-11.7103,1 µM,385.844,,C18H24ClNO6,,,,AID_1258,2947006,2947006
1751,C1CNCC=C1C2=CNC3=CC=CC=C32,,Inactive,Leishmania,Extracellular,,,,,,,,46.7713,1 µM,198.269,,C13H14N2,,,,AID_1258,2761023,2761023
1752,CCOC(=O)N1CCN(CC1)C(=O)C2=CC3=C(C=C2)N4C=C(N=C4S3)C5=CC=CC=C5,,Inactive,Leishmania,Extracellular,,,,,,,,1.81861,1 µM,434.521,,C23H22N4O3S,,,,AID_1258,3238898,3238898
1753,CC1=C(C(=CC=C1)NC(=O)C2=C(N(N=N2)CC3=CC=CC=C3C)N)C,,Inactive,Leishmania,Extracellular,,,,,,,,-14.5896,1 µM,335.411,,C19H21N5O,,,,AID_1258,3239048,3239048
1754,CC1=CC=C(O1)CCC(C2=CC=C(C=C2)OC)N.Cl,,Inactive,Leishmania,Extracellular,,,,,,,,-14.9538,1 µM,281.783,,C15H20ClNO2,,,,AID_1258,6602911,6602911
1755,CC1=CC(=C(C=C1)OC2=C(C=C(C=C2)S(=O)(=O)N3CCOCC3)C(=O)N)N4N=C5C=CC=CC5=N4,,Inactive,Leishmania,Extracellular,,,,,,,,-7.96989,1 µM,493.545,,C24H23N5O5S,,,,AID_1258,1275933,1275933
1756,C1=CC=C(C=C1)NC2=NC3=C(C(=O)S2)SC=C3,,Inactive,Leishmania,Extracellular,,,,,,,,-16.442,1 µM,260.343,,C12H8N2OS2,,,,AID_1258,3239546,3239546
1757,C1CN2CC(C1C=C2)C3=CC=CC=C3.Cl,,Inactive,Leishmania,Extracellular,,,,,,,,-11.8863,1 µM,221.731,,C13H16ClN,,,,AID_1258,6603535,6603535
1758,C1=CN=CC=C1C2=NN=C3N2C4=C(S3)C=C(C(=C4)C#N)C#N,,Inactive,Leishmania,Extracellular,,,,,,,,16.5558,1 µM,302.322,,C15H6N6S,,,,AID_1258,709746,709746
1759,COC1=CC=C(C=C1)C2C(=O)N(CC(=O)N2CC3=CC4=C(C=C3)OCO4)C5CCCCC5,,Inactive,Leishmania,Extracellular,,,,,,,,-14.4073,1 µM,436.508,,C25H28N2O5,,,,AID_1258,3239999,3239999
1760,COC1=C2C=C(C(=O)NC2=C(C=C1)OC)CCNC(=O)C3=CC=C(C=C3)S(=O)(=O)N4CCCC4,,Inactive,Leishmania,Extracellular,,,,,,,,-8.57366,1 µM,485.562,,C24H27N3O6S,,,,AID_1258,3240997,3240997
1761,CCOC1=CC=C(C=C1)C(=O)NC2=C3CS(=O)CC3=NN2C4=CC(=CC=C4)Cl,,Inactive,Leishmania,Extracellular,,,,,,,,11.3643,1 µM,415.902,,C20H18ClN3O3S,,,,AID_1258,2160377,2160377
1762,CCN(C1=CC=C(C=C1)OCC)S(=O)(=O)C2=CC3=C(C=C2)N(C(=O)O3)C,,Inactive,Leishmania,Extracellular,,,,,,,,-11.9608,1 µM,376.434,,C18H20N2O5S,,,,AID_1258,3241213,3241213
1763,CCN(CC)C1(C(=O)NC2=C(S1)C=C(C=C2)C)C(=O)OCC,,Inactive,Leishmania,Extracellular,,,,,,,,-1.07461,1 µM,322.43,,C16H22N2O3S,,,,AID_1258,619280,619280
1764,C#CCSC1=C(C(=NS1)SCC#C)C#N,,Inactive,Leishmania,Extracellular,,,,,,,,-14.123,1 µM,250.373,,C10H6N2S3,,,,AID_1258,2803060,2803060
1765,C1=CC=C2C(=C1)N=C(O2)C3=CC4=C(C=C3)N=C(N4)C5=CC=C(C=C5)N,,Inactive,Leishmania,Extracellular,,,,,,,,-26.9526,1 µM,326.359,,C20H14N4O,,,,AID_1258,687466,687466
1766,CC12CC(C3=CC=CC=C3O1)NC(=O)N2C4=CC=C(C=C4)C(=O)N5CCN(CC5)C6=CC(=CC=C6)OC,,Inactive,Leishmania,Extracellular,,,,,,,,-10.2532,1 µM,498.583,,C29H30N4O4,,,,AID_1258,3243317,3243317
1767,C1CCN(C1)C(=O)C2=C(N(C(=S)S2)C3=CC=CC=C3C#N)N,,Inactive,Leishmania,Extracellular,,,,,,,,-0.235963,1 µM,330.438,,C15H14N4OS2,,,,AID_1258,3243329,3243329
1768,CCCOC1=C(C=C(C=C1)N)N.Cl,,Inactive,Leishmania,Extracellular,,,,,,,,-14.1274,1 µM,202.685,,C9H15ClN2O,,,,AID_1258,6603402,6603402
1769,CC1=CC=CC=C1NC2=CC3=CC=CC=C3C(=O)N2,,Inactive,Leishmania,Extracellular,,,,,,,,-9.52879,1 µM,250.301,,C16H14N2O,,,,AID_1258,2142222,2142222
1770,CCOC1=C(C=CC(=C1)C2C3=CC=CN3C4=CC=CC=C4CN2)O.Cl,,Inactive,Leishmania,Extracellular,,,,,,,,-17.8755,1 µM,356.853,,C20H21ClN2O2,,,,AID_1258,6602849,6602849
1771,CCN1C(=CC2=C1C=C(S2)Cl)C(=O)NCC3=CN=CC=C3,,Inactive,Leishmania,Extracellular,,,,,,,,2.03709,1 µM,319.817,,C15H14ClN3OS,,,,AID_1258,3244102,3244102
1772,COC1=C(C=C(C=C1)C2=CC(=NC(=N2)S(=O)(=O)C)C(F)(F)F)OC,,Inactive,Leishmania,Extracellular,,,,,,,,36.4142,1 µM,362.329,,C14H13F3N2O4S,,,,AID_1258,3244140,3244140
1773,CC1=C(C=C(C=C1)N(C2CS(=O)(=O)C=C2)C(=O)C3CCCC3)C,,Inactive,Leishmania,Extracellular,,,,,,,,-8.8935,1 µM,333.453,,C18H23NO3S,,,,AID_1258,3244561,3244561
1774,CCOC(=O)C1=C(SC2=C1CCN(C2)C)NC(=O)C3=CC=C(C=C3)S(=O)(=O)N4CCOCC4,,Inactive,Leishmania,Extracellular,,,,,,,,-15.7249,1 µM,493.607,,C22H27N3O6S2,,,,AID_1258,3244654,3244654
1775,COC(=O)C1=C(N(C2=C(C1C3=CC4=C(C=C3)OCO4)C(=O)CCC2)C5=CC=C(C=C5)F)N,,Inactive,Leishmania,Extracellular,,,,,,,,14.5492,1 µM,436.439,,C24H21FN2O5,,,,AID_1258,3244690,3244690
1776,CC1=NOC(=C1S(=O)(=O)N2CCC(CC2)C(=O)NCC3=CC=CO3)/C=C/C4=CC=CO4,,Inactive,Leishmania,Extracellular,,,,,,,,-14.7784,1 µM,445.497,,C21H23N3O6S,,,,AID_1258,5771493,5771493
1777,CC1=CC=C(C=C1)C2=CC(=NC(=N2)NCC3=CN=CC=C3)C(F)F,,Inactive,Leishmania,Extracellular,,,,,,,,2.76815,1 µM,326.35,,C18H16F2N4,,,,AID_1258,3245232,3245232
1778,CC1=NN(C(=C1S(=O)(=O)C2=CC=CC=C2)OC(=O)C3CCCC3)C(C)(C)C,,Inactive,Leishmania,Extracellular,,,,,,,,-0.201118,1 µM,390.505,,C20H26N2O4S,,,,AID_1258,3245360,3245360
1779,CN1C(=CC2=C1N=C3C=CC=CN3C2=O)C(=O)N4CCC5=CC=CC=C5C4,,Inactive,Leishmania,Extracellular,,,,,,,,-9.39162,1 µM,358.401,,C21H18N4O2,,,,AID_1258,3245891,3245891
1780,CCC1=C(SC(=C1C(=O)N2CCCCC2)NC(=O)C3=CC=CO3)C,,Inactive,Leishmania,Extracellular,,,,,,,,-4.59902,1 µM,346.452,,C18H22N2O3S,,,,AID_1258,1246537,1246537
1781,COC(=O)C1=CC=C(C=C1)CSC2=NN=NN2CC3=CC=CC=C3,,Inactive,Leishmania,Extracellular,,,,,,,,-15.4836,1 µM,340.408,,C17H16N4O2S,,,,AID_1258,847932,847932
1782,CCOC(=O)C1=CC=C(C=C1)N2C(=C(CC2=O)C(=O)OC)C,,Inactive,Leishmania,Extracellular,,,,,,,,-7.1115,1 µM,303.314,,C16H17NO5,,,,AID_1258,745113,745113
1783,C1COCCN1C(=O)C2=CN(N=C2C3=CC=C(S3)Cl)C4=CC=CC=C4,,Inactive,Leishmania,Extracellular,,,,,,,,-14.4404,1 µM,373.865,,C18H16ClN3O2S,,,,AID_1258,1288518,1288518
1784,CC1=NC2=C(N1)C=C(C=C2)C(C(F)(F)F)(C(F)(F)F)C(F)(F)F,,Inactive,Leishmania,Extracellular,,,,,,,,21.5221,1 µM,350.184,,C12H7F9N2,,,,AID_1258,2277404,2277404
1785,CCN1C=C(C(=O)C2=C1N=C(C=C2)C)C(=O)OCC3=CC=C(C=C3)F,,Inactive,Leishmania,Extracellular,,,,,,,,-1.78828,1 µM,340.354,,C19H17FN2O3,,,,AID_1258,974021,974021
1786,CC1=C(C2=CC=CC=C2C(=C1)O)OC(=O)C,,Inactive,Leishmania,Extracellular,,,,,,,,2.01573,1 µM,216.236,,C13H12O3,,,,AID_1258,313134,313134
1787,CCOC(=O)N1CCN(CC1)C2=C(C=C3C(=C2Br)NC(=S)N3)F,,Inactive,Leishmania,Extracellular,,,,,,,,-14.4269,1 µM,403.277,,C14H16BrFN4O2S,,,,AID_1258,2958618,2958618
1788,C1=CC=C(C=C1)C2=NC3=CC=C4C(=NON4O)C3=C2,,Inactive,Leishmania,Extracellular,,,,,,,,-22.2523,1 µM,251.245,,C14H9N3O2,,,,AID_1258,690911,690911
1789,C1COCCN1CC2=CC=C(C=C2)NC(=O)C3=CC=CS3,,Inactive,Leishmania,Extracellular,,,,,,,,-10.5918,1 µM,302.399,,C16H18N2O2S,,,,AID_1258,891718,891718
1790,CC1=C(C=C(C=C1)C(=O)NCC2=CC=CO2)S(=O)(=O)NC3=CC=CC=C3C,,Inactive,Leishmania,Extracellular,,,,,,,,-10.9294,1 µM,384.457,,C20H20N2O4S,,,,AID_1258,1251601,1251601
1791,CC(=O)NC1=CC(=CC=C1)OC2=C(C=C(C(=C2)C#N)C#N)N3CCCCCC3,,Inactive,Leishmania,Extracellular,,,,,,,,0.26669,1 µM,374.444,,C22H22N4O2,,,,AID_1258,1288179,1288179
1792,C1CCC(CC1)OCCN2CCN(CC2)CCOC3CCCCC3,,Inactive,Leishmania,Extracellular,,,,,,,,45.9546,1 µM,338.536,,C20H38N2O2,,,,AID_1258,2973742,2973742
1793,CC1=CC(=C2C(=C1)OC=C2CC(=O)N(CCC#N)CC3=CN=CC=C3)C,,Inactive,Leishmania,Extracellular,,,,,,,,9.05163,1 µM,347.418,,C21H21N3O2,,,,AID_1258,2223365,2223365
1794,COC1=C(C=C2C(=C1)C3=CC=CC=C3O2)NCC4=CC=CC=N4,,Inactive,Leishmania,Extracellular,,,,,,,,-16.0435,1 µM,304.349,,C19H16N2O2,,,,AID_1258,2877970,2877970
1795,CCOC(=O)C1=CC=CC=C1NC(=O)C2=CC=CC=C2N(C)S(=O)(=O)C,,Inactive,Leishmania,Extracellular,,,,,,,,-3.16925,1 µM,376.434,,C18H20N2O5S,,,,AID_1258,1306251,1306251
1796,C1=CC=C(C(=C1)CON2C3=CC=CC=C3N=N2)CON4C5=CC=CC=C5N=N4,,Inactive,Leishmania,Extracellular,,,,,,,,-9.16029,1 µM,372.388,,C20H16N6O2,,,,AID_1258,1241177,1241177
1797,C1=CC=C2C(=C1)C=CC=C2C3=CC(=O)NN3,,Inactive,Leishmania,Extracellular,,,,,,,,-10.5482,1 µM,210.236,,C13H10N2O,,,,AID_1258,610864,610864
1798,C1CN(CCN1C2=CC=C(C=C2)F)C(=O)CSC3=NC4=CC=CC=C4N3,,Inactive,Leishmania,Extracellular,,,,,,,,-2.95412,1 µM,370.453,,C19H19FN4OS,,,,AID_1258,1307368,1307368
1799,CC1=C(C=C(C=C1)OC(C)C2=NN=C(S2)N)Cl,,Inactive,Leishmania,Extracellular,,,,,,,,-7.28474,1 µM,269.757,,C11H12ClN3OS,,,,AID_1258,2964820,2964820
1800,CCOC(=O)C1=C(SC(=C1C)C(=O)OCC)NC(=O)CN2CCCC2,,Inactive,Leishmania,Extracellular,,,,,,,,-13.5384,1 µM,368.455,,C17H24N2O5S,,,,AID_1258,1252889,1252889
1801,CCN1C2=CC=CC=C2C3=NN(C(=N)N=C31)C,,Inactive,Leishmania,Extracellular,,,,,,,,29.555,1 µM,227.271,,C12H13N5,,,,AID_1258,2202640,2202640
1802,CC1=NN=C(C2=CC=CC=C12)SC3=NC4=CC=CC=C4O3,,Inactive,Leishmania,Extracellular,,,,,,,,-2.77076,1 µM,293.351,,C16H11N3OS,,,,AID_1258,2869173,2869173
1803,C1=CC=NC(=C1)C2=NC(=NN2)C3=CC=CC=N3,,Inactive,Leishmania,Extracellular,,,,,,,,-9.29058,1 µM,223.239,,C12H9N5,,,,AID_1258,314836,314836
1804,CCS(=O)(=O)C1=NN=NN1C2=CC=CC=C2S(=O)(=O)C,,Inactive,Leishmania,Extracellular,,,,,,,,-0.349895,1 µM,316.364,,C10H12N4O4S2,,,,AID_1258,1778871,1778871
1805,COC1=CC(=C(C=C1)C(=O)NCC2C3=CC=CC=C3CCO2)O,,Inactive,Leishmania,Extracellular,,,,,,,,-5.96278,1 µM,313.353,,C18H19NO4,,,,AID_1258,2881045,2881045
1806,CC1=CC=C(C=C1)C2=NN=C(C3=CC=CC=C32)N4CCN(CC4)C5=CC=CC=N5,,Inactive,Leishmania,Extracellular,,,,,,,,6.39018,1 µM,381.483,,C24H23N5,,,,AID_1258,2951746,2951746
1807,CC(CCC1=CC=CC=C1)NCC2=CC=NC=C2,,Inactive,Leishmania,Extracellular,,,,,,,,17.0159,1 µM,240.35,,C16H20N2,,,,AID_1258,2846250,2846250
1808,C1=CC=C(C=C1)C2=NC(=NN2)C3=CC(=CC=C3)Br,,Inactive,Leishmania,Extracellular,,,,,,,,0.08194,1 µM,300.159,,C14H10BrN3,,,,AID_1258,1265631,1265631
1809,CC1=CC=C(C=C1)C(CCN)C2=CC=CO2,,Inactive,Leishmania,Extracellular,,,,,,,,-8.73116,1 µM,215.296,,C14H17NO,,,,AID_1258,2771861,2771861
1810,C1CCC2=C(C1)C3=C(S2)N(C(=O)N4C3=NC=N4)CC(=O)C5=CC=CC=C5,,Inactive,Leishmania,Extracellular,,,,,,,,-9.73771,1 µM,364.43,,C19H16N4O2S,,,,AID_1258,1506300,1506300
1811,CC1=C(C(=C2C=CC(=CC2=N1)Cl)N)C(=O)C,,Inactive,Leishmania,Extracellular,,,,,,,,19.8981,1 µM,234.686,,C12H11ClN2O,,,,AID_1258,1856693,1856693
1812,CCCN(CCC)C1=NC2=CC=CC=C2N3C1=NN=C3C,,Inactive,Leishmania,Extracellular,,,,,,,,-9.10216,1 µM,283.379,,C16H21N5,,,,AID_1258,802075,802075
1813,CC1=NC2=CC=CC=C2N=C(C1C3=CC=CC=C3)NC(=O)CSC4=NN=NN4C5=CC=CC=C5,,Inactive,Leishmania,Extracellular,,,,,,,,16.1448,1 µM,467.558,,C25H21N7OS,,,,AID_1258,2947864,2947864
1814,CCN(CC)C1=CC(=C(C=C1)NC(=O)C2=CC=C(O2)Br)C,,Inactive,Leishmania,Extracellular,,,,,,,,6.09848,1 µM,351.244,,C16H19BrN2O2,,,,AID_1258,2211639,2211639
1815,COC(=O)C(CC(=O)C1=CC=C(C=C1)Br)N2C=CN=C2,,Inactive,Leishmania,Extracellular,,,,,,,,26.0577,1 µM,337.173,,C14H13BrN2O3,,,,AID_1258,2951115,2951115
1816,CC1=CC=C(C=C1)NC2=NC(=CC(=O)N2)CSC3=NN=NN3C4=CC=CC=C4,,Inactive,Leishmania,Extracellular,,,,,,,,-2.73141,1 µM,391.46,,C19H17N7OS,,,,AID_1258,135420404,135420404
1817,CC1=CC(=C(C=C1)O)C2=NNC(=C2)C3=CC=CC=C3C,,Inactive,Leishmania,Extracellular,,,,,,,,20.4035,1 µM,264.328,,C17H16N2O,,,,AID_1258,775994,775994
1818,CC1=C(C(=NC(=S)N1C2=CC=CC=C2)N3CCN(CC3)C4=CC(=CC=C4)Cl)C(=O)C,,Inactive,Leishmania,Extracellular,,,,,,,,-8.69051,1 µM,438.984,,C23H23ClN4OS,,,,AID_1258,1315716,1315716
1819,CC1=[N+](C2=CC=CC=C2N(C1=O)OCC3=CC=CC=C3F)[O-],,Inactive,Leishmania,Extracellular,,,,,,,,-19.385,1 µM,300.289,,C16H13FN2O3,,,,AID_1258,976139,976139
1820,C1CCN(CC1)S(=O)(=O)C2=CC=C(C=C2)C3=CSC(=N3)C4=CN=CC=C4,,Inactive,Leishmania,Extracellular,,,,,,,,39.4906,1 µM,385.514,,C19H19N3O2S2,,,,AID_1258,1083196,1083196
1821,C1=COC(=C1)C2=NC3=C(N2)C=C(C=C3)NC(=O)C4=CC=CS4,,Inactive,Leishmania,Extracellular,,,,,,,,-20.2748,1 µM,309.35,,C16H11N3O2S,,,,AID_1258,828644,828644
1822,C1=CC=C(C=C1)N2C(=NN=N2)OC3=CC=CC4=C3N=CC=C4,,Inactive,Leishmania,Extracellular,,,,,,,,-12.2073,1 µM,289.298,,C16H11N5O,,,,AID_1258,1519798,1519798
1823,CC1=C(C2=NSN=C2C=C1)S(=O)(=O)N3CCN=C3CC4=CC=CC=C4,,Inactive,Leishmania,Extracellular,,,,,,,,-5.22767,1 µM,372.475,,C17H16N4O2S2,,,,AID_1258,1298160,1298160
1824,COC1=CC2=C(C=C1)N=C(N2)C3=CC=CC=C3,,Inactive,Leishmania,Extracellular,,,,,,,,-5.39849,1 µM,224.263,,C14H12N2O,,,,AID_1258,745079,745079
1825,CC1=C(C(=CC=C1)C)N2C(=NN=N2)S(=O)(=O)CC3=CC=CC=C3Cl,,Inactive,Leishmania,Extracellular,,,,,,,,-19.7484,1 µM,362.842,,C16H15ClN4O2S,,,,AID_1258,2210679,2210679
1826,CC1=C(C(=NN1C2=CC=CC=C2)C)S(=O)(=O)NC3=CC=CC=C3C(=O)C,,Inactive,Leishmania,Extracellular,,,,,,,,42.5191,1 µM,369.446,,C19H19N3O3S,,,,AID_1258,1246418,1246418
1827,CN1CCN(CC1)C2=NC(=NC=C2F)N3CCN(CC3)C4=CC=CC=C4,,Inactive,Leishmania,Extracellular,,,,,,,,-10.86,1 µM,356.449,,C19H25FN6,,,,AID_1258,1085354,1085354
1828,CC12CCC3=C(C1=CCC2=O)COC4=C3C=CC(=C4)OC,,Inactive,Leishmania,Extracellular,,,,,,,,23.0236,1 µM,282.339,,C18H18O3,,,,AID_1258,2980436,2980436
1829,C1=CC=C(C=C1)C(CC2=NC(=NO2)C3=CC=NC=C3)C4=CC=CC=C4,,Inactive,Leishmania,Extracellular,,,,,,,,10.9548,1 µM,327.387,,C21H17N3O,,,,AID_1258,752713,752713
1830,CCOC(=O)C1=CC=C(C=C1)N=C2N(C(=O)C=C(S2)C(=O)OC)CC3=CC=CO3,,Inactive,Leishmania,Extracellular,,,,,,,,46.4291,1 µM,414.439,,C20H18N2O6S,,,,AID_1258,1518343,1518343
1831,CN1C=CC=C1CC2=NN=C(N2CCC3=CC=CC=C3)SCC(=O)NC4=CC=C(C=C4)F,,Inactive,Leishmania,Extracellular,,,,,,,,-8.5686,1 µM,449.555,,C24H24FN5OS,,,,AID_1258,5307605,5307605
1832,COC1=CC=C(C=C1)N2C(=NN=N2)S(=O)(=O)CC(=O)N3CCCCC3,,Inactive,Leishmania,Extracellular,,,,,,,,19.4011,1 µM,365.415,,C15H19N5O4S,,,,AID_1258,1263400,1263400
1833,CCCCCN1C2=CC=CC=C2N(C1=N)CC(COC3=CC=CC=C3OC)O.Cl,,Inactive,Leishmania,Extracellular,,,,,,,,6.47639,1 µM,419.953,,C22H30ClN3O3,,,,AID_1258,6603585,6603585
1834,CCOC1=CC=C(C=C1)N2C(=O)C3=C(C4=CC=CC=C4N3)N=C2SCC(=O)N,,Inactive,Leishmania,Extracellular,,,,,,,,2.27271,1 µM,394.456,,C20H18N4O3S,,,,AID_1258,2156188,2156188
1835,CC1=C(SC2=NC(=CN12)C3=CC=C(C=C3)F)C(=O)NC4=CC=NC=C4,,Inactive,Leishmania,Extracellular,,,,,,,,19.2449,1 µM,352.394,,C18H13FN4OS,,,,AID_1258,5310045,5310045
1836,COC1=CC=CC=C1N2C3=NC(=NC(=C3NC2=O)C(=O)N)C4CCCCC4,,Inactive,Leishmania,Extracellular,,,,,,,,-0.366466,1 µM,367.409,,C19H21N5O3,,,,AID_1258,5310399,5310399
1837,C1CC2=CC=CC=C2N(C1)C(=O)CN3C=NC4=C(C3=O)N=NN4C5=CC=CC=C5,,Inactive,Leishmania,Extracellular,,,,,,,,-6.54879,1 µM,386.415,,C21H18N6O2,,,,AID_1258,5310456,5310456
1838,C/C(=N\O)/C(=O)C(CN1CCCCC1)CN2CCCCC2,,Inactive,Leishmania,Extracellular,,,,,,,,1.71613,1 µM,295.427,,C16H29N3O2,,,,AID_1258,6948318,6948318
1839,CCCN1C2=CC=CC=C2N=C1C3=CC=C(C=C3)OC,,Inactive,Leishmania,Extracellular,,,,,,,,12.3616,1 µM,266.344,,C17H18N2O,,,,AID_1258,748266,748266
1840,CCCCNC1=C2C=C(C(=CC2=CC(=C1)NC(=O)C)OC)OC,,Inactive,Leishmania,Extracellular,,,,,,,,-18.9012,1 µM,316.401,,C18H24N2O3,,,,AID_1258,2253328,2253328
